Date,Year,Month,Day,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR,Season,is_RR_missing
2010-11-26,2010,November,26,23.0,31.4,25.9,89.0,25.0,3.1,3.0,135.0,0.0,SE,Wet,1
2010-11-27,2010,November,27,23.0,31.0,26.1,82.0,20.1,4.0,5.0,135.0,2.0,SE,Wet,1
2010-11-28,2010,November,28,23.0,30.4,26.1,84.0,67.9,0.4,4.0,135.0,0.0,SE,Wet,1
2010-11-29,2010,November,29,24.0,29.8,25.8,89.0,22.0,0.0,5.0,135.0,0.0,SE,Wet,1
2010-11-30,2010,November,30,24.0,31.4,26.5,86.0,0.0,1.7,5.0,90.0,2.0,SE,Wet,0
2010-12-01,2010,December,1,24.0,31.6,25.9,89.0,5.0,5.2,5.0,360.0,1.0,N,Wet,0
2010-12-02,2010,December,2,24.0,30.2,26.2,90.0,31.0,1.0,3.0,225.0,1.0,SW,Wet,0
2010-12-03,2010,December,3,24.0,31.8,26.5,87.0,5.6,0.6,6.0,180.0,0.0,NW,Wet,1
2010-12-04,2010,December,4,24.0,30.0,26.5,88.0,32.0,0.0,3.0,135.0,1.0,SE,Wet,0
2010-12-05,2010,December,5,24.0,32.0,25.8,89.0,3.2,5.1,6.0,360.0,1.0,N,Wet,1
2010-12-06,2010,December,6,24.0,29.0,25.7,86.0,37.0,0.0,3.0,315.0,0.0,NW,Wet,0
2010-12-07,2010,December,7,23.0,31.2,26.3,84.0,3.0,4.6,3.0,135.0,0.0,NW,Wet,1
2010-12-08,2010,December,8,24.0,31.0,25.8,90.0,2.0,2.3,3.0,360.0,0.0,N,Wet,1
2010-12-09,2010,December,9,25.0,28.6,26.2,90.0,34.0,0.0,3.0,315.0,0.0,NW,Wet,0
2010-12-10,2010,December,10,23.0,32.0,26.4,79.0,8.2,0.9,4.0,315.0,1.0,NW,Wet,1
2010-12-11,2010,December,11,21.0,29.2,24.6,90.0,6.0,0.0,9.0,315.0,1.0,NW,Wet,0
2010-12-12,2010,December,12,21.0,29.4,25.4,84.0,12.0,0.0,5.0,315.0,0.0,NW,Wet,0
2010-12-13,2010,December,13,23.0,31.0,26.0,86.0,0.0,1.1,5.0,360.0,0.0,N,Wet,0
2010-12-14,2010,December,14,24.0,31.2,26.7,85.0,38.4,3.3,2.0,315.0,0.0,NW,Wet,1
2010-12-15,2010,December,15,23.0,32.2,26.4,80.0,0.9,6.8,3.0,360.0,1.0,SE,Wet,1
2010-12-16,2010,December,16,22.0,30.8,26.4,89.0,1.0,3.8,5.0,360.0,0.0,N,Wet,0
2010-12-17,2010,December,17,23.0,31.2,25.6,88.0,8.0,4.8,5.0,315.0,1.0,NW,Wet,0
2010-12-18,2010,December,18,22.0,32.2,26.0,82.0,12.0,5.7,3.0,135.0,1.0,SE,Wet,0
2010-12-19,2010,December,19,23.0,32.0,26.0,86.0,3.0,5.3,6.0,135.0,1.0,NW,Wet,0
2010-12-20,2010,December,20,22.0,28.8,24.9,92.0,15.0,0.8,6.0,315.0,0.0,NW,Wet,0
2010-12-21,2010,December,21,22.0,30.8,25.7,86.0,20.0,4.3,4.0,135.0,0.0,SE,Wet,0
2010-12-22,2010,December,22,23.0,30.4,25.4,90.0,3.0,1.6,3.0,135.0,0.0,NW,Wet,0
2010-12-23,2010,December,23,23.0,31.2,26.1,84.0,26.0,4.1,3.0,360.0,0.0,N,Wet,0
2010-12-24,2010,December,24,23.0,31.8,25.8,88.0,8.0,6.2,5.0,225.0,0.0,NW,Wet,1
2010-12-25,2010,December,25,22.0,31.0,26.2,82.0,10.0,2.6,3.0,360.0,0.0,N,Wet,0
2010-12-26,2010,December,26,22.0,31.8,25.8,83.0,24.6,6.7,5.0,135.0,1.0,SE,Wet,1
2010-12-27,2010,December,27,22.0,31.2,26.3,78.0,0.0,4.5,5.0,135.0,1.0,SE,Wet,0
2010-12-28,2010,December,28,22.0,31.6,26.2,81.0,1.0,5.3,5.0,135.0,0.0,SE,Wet,0
2010-12-29,2010,December,29,24.0,29.2,25.8,82.0,12.3,0.0,6.0,135.0,2.0,SE,Wet,1
2010-12-30,2010,December,30,23.0,29.6,25.1,87.0,0.0,0.0,7.0,135.0,2.0,SE,Wet,0
2010-12-31,2010,December,31,22.0,31.0,24.8,90.0,6.2,4.5,6.0,180.0,0.0,S,Wet,1
2011-01-01,2011,January,1,22.0,32.2,24.8,90.0,6.0,5.5,4.0,135.0,0.0,SE,Wet,0
2011-01-02,2011,January,2,22.0,32.2,26.4,83.0,53.0,6.1,5.0,135.0,0.0,SE,Wet,0
2011-01-03,2011,January,3,24.0,31.6,26.9,86.0,27.4,2.5,4.0,90.0,0.0,E,Wet,1
2011-01-04,2011,January,4,24.0,30.6,26.2,86.0,10.9,1.5,6.0,135.0,1.0,SE,Wet,1
2011-01-05,2011,January,5,23.0,32.0,26.4,86.0,10.0,1.6,4.0,180.0,0.0,S,Wet,0
2011-01-06,2011,January,6,23.0,32.0,25.6,91.0,1.5,4.4,3.0,135.0,0.0,NW,Wet,1
2011-01-07,2011,January,7,23.0,32.4,25.1,91.0,87.0,0.0,3.0,135.0,0.0,SE,Wet,0
2011-01-08,2011,January,8,23.0,28.0,24.5,89.0,7.0,1.3,5.0,135.0,1.0,SE,Wet,0
2011-01-09,2011,January,9,21.0,30.8,24.9,81.0,3.0,2.0,3.0,135.0,0.0,SE,Wet,0
2011-01-10,2011,January,10,21.0,29.8,25.2,90.0,2.0,0.7,3.0,360.0,0.0,SE,Wet,0
2011-01-11,2011,January,11,22.0,31.0,25.4,83.0,6.0,5.5,5.0,360.0,1.0,N,Wet,0
2011-01-12,2011,January,12,22.0,31.0,25.8,82.0,0.0,8.0,6.0,360.0,1.0,N,Wet,1
2011-01-13,2011,January,13,22.0,31.0,25.5,84.0,10.9,5.3,4.0,315.0,0.0,NW,Wet,1
2011-01-14,2011,January,14,22.0,32.8,26.6,79.0,0.0,6.0,3.0,135.0,0.0,SE,Wet,1
2011-01-15,2011,January,15,22.0,32.2,25.8,82.0,1.8,5.1,3.0,360.0,0.0,NW,Wet,1
2011-01-16,2011,January,16,22.0,31.8,25.7,85.0,34.5,1.8,4.0,360.0,0.0,SE,Wet,1
2011-01-17,2011,January,17,24.0,31.6,27.2,81.0,49.0,3.7,3.0,180.0,0.0,SE,Wet,1
2011-01-18,2011,January,18,23.0,32.0,26.4,82.0,4.0,6.5,3.0,135.0,0.0,SE,Wet,1
2011-01-19,2011,January,19,20.0,31.8,25.2,81.0,0.0,7.0,3.0,360.0,0.0,SE,Wet,1
2011-01-20,2011,January,20,21.0,31.8,25.3,79.0,0.0,7.5,5.0,135.0,0.0,SE,Wet,1
2011-01-21,2011,January,21,21.0,31.8,26.0,80.0,0.0,5.2,4.0,135.0,1.0,SE,Wet,1
2011-01-22,2011,January,22,23.0,31.8,26.5,80.0,0.1,4.7,3.0,135.0,1.0,SE,Wet,1
2011-01-23,2011,January,23,23.0,33.0,26.8,75.0,0.0,4.9,4.0,360.0,1.0,SE,Wet,1
2011-01-24,2011,January,24,22.0,32.0,26.2,81.0,0.0,5.4,5.0,360.0,0.0,N,Wet,1
2011-01-25,2011,January,25,21.0,31.6,25.2,82.0,0.0,6.8,8.0,135.0,3.0,SE,Wet,1
2011-01-26,2011,January,26,23.0,31.6,26.2,84.0,10.0,4.2,6.0,135.0,2.0,SE,Wet,0
2011-01-27,2011,January,27,24.0,29.6,25.3,92.0,76.2,0.0,3.0,315.0,0.0,NW,Wet,1
2011-01-28,2011,January,28,23.0,30.0,25.3,91.0,53.0,1.4,4.0,360.0,1.0,N,Wet,0
2011-01-29,2011,January,29,23.0,27.4,24.2,93.0,4.0,0.5,3.0,135.0,1.0,SE,Wet,0
2011-01-30,2011,January,30,23.0,31.2,26.5,82.0,13.0,5.4,6.0,135.0,2.0,SE,Wet,0
2011-01-31,2011,January,31,23.0,32.0,26.0,84.0,53.0,6.7,5.0,135.0,0.0,SE,Wet,1
2011-02-01,2011,February,1,24.0,31.0,25.4,89.0,0.5,0.9,3.0,135.0,1.0,SE,Wet,1
2011-02-02,2011,February,2,23.0,29.6,24.8,92.0,31.0,1.4,4.0,360.0,1.0,N,Wet,0
2011-02-03,2011,February,3,23.0,32.0,26.2,84.0,2.0,7.4,5.0,135.0,2.0,SE,Wet,0
2011-02-04,2011,February,4,24.0,31.4,26.8,86.0,7.0,2.6,2.0,360.0,0.0,SE,Wet,0
2011-02-05,2011,February,5,23.0,31.8,26.7,78.0,0.0,7.4,4.0,90.0,1.0,E,Wet,1
2011-02-06,2011,February,6,22.0,33.0,27.0,83.0,7.0,5.0,2.0,225.0,0.0,SE,Wet,1
2011-02-07,2011,February,7,23.0,32.0,26.0,86.0,7.0,6.1,3.0,135.0,1.0,SE,Wet,1
2011-02-08,2011,February,8,22.0,32.0,26.0,82.0,0.0,7.2,8.0,360.0,1.0,N,Wet,1
2011-02-09,2011,February,9,23.0,32.4,26.5,81.0,0.0,6.9,6.0,315.0,1.0,NW,Wet,1
2011-02-10,2011,February,10,23.0,32.0,25.9,88.0,9.1,6.4,5.0,360.0,0.0,NW,Wet,1
2011-02-11,2011,February,11,22.0,32.0,25.3,88.0,7.0,6.5,5.0,135.0,1.0,SE,Wet,0
2011-02-12,2011,February,12,22.0,31.4,25.7,84.0,0.0,5.3,6.0,360.0,1.0,N,Wet,1
2011-02-13,2011,February,13,22.0,32.0,25.5,89.0,2.0,5.2,5.0,360.0,0.0,N,Wet,0
2011-02-14,2011,February,14,23.0,30.4,25.7,90.0,41.0,1.8,4.0,180.0,0.0,SE,Wet,0
2011-02-15,2011,February,15,24.0,31.6,26.2,88.0,1.0,2.0,3.0,135.0,0.0,SE,Wet,0
2011-02-16,2011,February,16,22.0,31.0,25.6,86.0,27.0,3.6,2.0,180.0,0.0,S,Wet,0
2011-02-17,2011,February,17,21.0,32.0,26.1,83.0,1.0,6.4,5.0,135.0,0.0,SE,Wet,0
2011-02-18,2011,February,18,21.0,31.4,25.9,87.0,0.3,5.3,3.0,135.0,0.0,SE,Wet,1
2011-02-19,2011,February,19,22.0,32.8,26.4,82.0,3.0,6.2,4.0,360.0,1.0,NW,Wet,1
2011-02-20,2011,February,20,23.0,33.2,27.0,81.0,0.0,6.8,3.0,90.0,0.0,E,Wet,1
2011-02-21,2011,February,21,22.0,32.4,26.4,83.0,25.0,6.0,3.0,135.0,0.0,SE,Wet,1
2011-02-22,2011,February,22,22.0,32.0,26.7,80.0,48.6,0.0,5.0,135.0,1.0,SE,Wet,1
2011-02-23,2011,February,23,22.0,32.0,25.6,84.0,8.5,5.3,4.0,180.0,1.0,S,Wet,1
2011-02-24,2011,February,24,22.0,31.2,25.9,87.0,4.0,3.9,3.0,135.0,0.0,SE,Wet,0
2011-02-25,2011,February,25,23.0,31.2,25.0,89.0,2.0,3.4,4.0,360.0,0.0,N,Wet,0
2011-02-26,2011,February,26,23.0,31.6,26.5,83.0,3.0,4.9,4.0,360.0,0.0,N,Wet,0
2011-02-27,2011,February,27,23.0,31.8,26.4,86.0,12.5,5.8,4.0,360.0,0.0,NW,Wet,1
2011-02-28,2011,February,28,23.0,32.0,26.4,85.0,13.0,1.1,3.0,360.0,0.0,N,Wet,1
2011-03-01,2011,March,1,22.0,33.0,26.1,82.0,23.7,5.5,3.0,270.0,0.0,W,Wet,1
2011-03-02,2011,March,2,22.0,32.6,26.5,81.0,5.0,7.1,6.0,315.0,1.0,NW,Wet,0
2011-03-03,2011,March,3,22.0,33.0,26.3,82.0,7.1,6.6,3.0,360.0,1.0,N,Wet,1
2011-03-04,2011,March,4,23.0,32.6,26.7,81.0,4.6,6.6,5.0,360.0,0.0,N,Wet,1
2011-03-05,2011,March,5,22.0,33.0,26.7,75.0,0.0,7.1,3.0,360.0,0.0,N,Wet,1
2011-03-06,2011,March,6,22.0,33.0,26.4,81.0,1.0,4.0,4.0,360.0,0.0,N,Wet,1
2011-03-07,2011,March,7,22.0,32.8,26.0,86.0,2.0,1.9,4.0,360.0,0.0,N,Wet,0
2011-03-08,2011,March,8,22.0,27.8,24.6,90.0,5.0,0.1,3.0,360.0,0.0,N,Wet,0
2011-03-09,2011,March,9,22.0,31.4,25.0,89.0,2.0,5.4,3.0,360.0,0.0,N,Wet,0
2011-03-10,2011,March,10,23.0,32.2,25.3,87.0,55.0,4.8,5.0,135.0,1.0,SE,Wet,0
2011-03-11,2011,March,11,22.0,31.6,25.2,91.0,25.0,3.4,0.0,360.0,0.0,N,Wet,0
2011-03-12,2011,March,12,22.0,32.6,25.4,86.0,31.0,4.4,6.0,135.0,1.0,SE,Wet,0
2011-03-13,2011,March,13,22.0,33.0,25.6,88.0,15.0,5.6,4.0,360.0,0.0,SE,Wet,0
2011-03-14,2011,March,14,22.0,32.6,25.9,89.0,15.0,4.7,6.0,135.0,1.0,NW,Wet,1
2011-03-15,2011,March,15,23.0,31.8,25.7,88.0,1.0,4.5,3.0,135.0,0.0,SE,Wet,0
2011-03-16,2011,March,16,23.0,32.4,26.4,85.0,6.0,5.8,3.0,180.0,0.0,S,Wet,0
2011-03-17,2011,March,17,22.0,32.8,25.4,90.0,2.0,6.2,4.0,135.0,1.0,SE,Wet,0
2011-03-18,2011,March,18,22.0,33.0,25.8,85.0,6.0,5.3,3.0,135.0,1.0,SE,Wet,0
2011-03-19,2011,March,19,22.0,33.2,26.9,82.0,0.0,7.6,4.0,135.0,2.0,SE,Wet,1
2011-03-20,2011,March,20,22.0,31.4,25.5,85.0,25.0,2.9,6.0,135.0,1.0,SE,Wet,1
2011-03-21,2011,March,21,23.0,30.4,26.1,88.0,8.0,1.9,0.0,360.0,0.0,N,Wet,0
2011-03-22,2011,March,22,24.0,29.2,25.4,90.0,9.0,1.6,3.0,360.0,0.0,NW,Wet,1
2011-03-23,2011,March,23,24.0,31.6,26.0,93.0,1.0,2.1,3.0,360.0,1.0,N,Wet,0
2011-03-24,2011,March,24,23.0,31.2,26.0,92.0,10.0,4.6,4.0,360.0,0.0,N,Wet,0
2011-03-25,2011,March,25,23.0,31.4,26.1,92.0,1.4,0.0,0.0,360.0,0.0,N,Wet,1
2011-03-26,2011,March,26,23.0,25.8,23.8,98.0,3.0,0.0,6.0,360.0,1.0,N,Wet,0
2011-03-27,2011,March,27,23.0,31.6,25.1,92.0,51.0,4.0,5.0,315.0,0.0,NW,Wet,0
2011-03-28,2011,March,28,23.0,31.4,26.0,92.0,14.0,0.0,5.0,315.0,1.0,NW,Wet,0
2011-03-29,2011,March,29,24.0,31.2,26.4,92.0,2.0,0.6,7.0,360.0,0.0,N,Wet,0
2011-03-30,2011,March,30,23.0,33.0,27.1,88.0,1.0,3.1,3.0,225.0,0.0,SW,Wet,0
2011-03-31,2011,March,31,23.0,33.0,24.9,95.0,64.0,0.7,5.0,360.0,0.0,N,Wet,1
2011-04-01,2011,April,1,22.0,32.4,26.1,90.0,28.3,4.6,3.0,360.0,0.0,NW,Dry,1
2011-04-02,2011,April,2,23.0,34.0,27.6,88.0,6.5,6.4,3.0,270.0,0.0,W,Dry,1
2011-04-03,2011,April,3,23.0,33.2,27.2,86.0,0.6,7.2,4.0,360.0,0.0,N,Dry,1
2011-04-04,2011,April,4,22.0,33.4,27.2,88.0,7.5,7.5,4.0,135.0,0.0,SE,Dry,1
2011-04-05,2011,April,5,22.0,33.0,27.3,86.0,21.0,7.7,3.0,315.0,0.0,NW,Dry,1
2011-04-06,2011,April,6,22.0,33.0,26.9,92.0,4.0,5.7,7.0,360.0,0.0,N,Dry,1
2011-04-07,2011,April,7,24.0,31.2,26.4,95.0,20.0,3.8,5.0,360.0,1.0,N,Dry,1
2011-04-08,2011,April,8,23.0,31.4,26.5,93.0,48.0,4.6,3.0,360.0,0.0,N,Dry,0
2011-04-09,2011,April,9,23.0,33.4,27.0,86.0,5.0,8.0,3.0,135.0,0.0,SE,Dry,0
2011-04-10,2011,April,10,24.0,32.8,26.5,91.0,0.2,5.3,5.0,135.0,1.0,NW,Dry,1
2011-04-11,2011,April,11,23.0,32.0,26.8,89.0,3.0,3.5,3.0,315.0,0.0,NW,Dry,0
2011-04-12,2011,April,12,23.0,31.8,26.0,93.0,37.1,5.0,4.0,315.0,1.0,NW,Dry,1
2011-04-13,2011,April,13,23.0,32.0,25.5,95.0,45.5,6.3,6.0,315.0,1.0,NW,Dry,1
2011-04-14,2011,April,14,23.0,32.6,26.8,92.0,1.0,6.6,5.0,135.0,1.0,SE,Dry,0
2011-04-15,2011,April,15,23.0,31.8,26.2,94.0,15.0,3.9,3.0,360.0,0.0,N,Dry,0
2011-04-16,2011,April,16,22.0,33.0,26.7,93.0,1.0,4.0,3.0,360.0,0.0,N,Dry,0
2011-04-17,2011,April,17,24.0,30.8,25.9,94.0,6.0,2.8,3.0,360.0,0.0,SE,Dry,0
2011-04-18,2011,April,18,23.0,33.0,26.4,92.0,3.8,4.5,3.0,360.0,0.0,N,Dry,1
2011-04-19,2011,April,19,23.0,32.6,25.6,92.0,32.0,5.4,11.0,135.0,0.0,SE,Dry,0
2011-04-20,2011,April,20,23.0,32.4,26.0,92.0,31.0,5.6,3.0,315.0,0.0,SE,Dry,0
2011-04-21,2011,April,21,24.0,32.8,26.8,91.0,19.0,6.1,5.0,360.0,0.0,N,Dry,0
2011-04-22,2011,April,22,24.0,32.0,26.8,92.0,1.0,5.8,3.0,180.0,0.0,S,Dry,1
2011-04-23,2011,April,23,24.0,32.6,27.0,89.0,2.0,4.3,4.0,360.0,0.0,N,Dry,0
2011-04-24,2011,April,24,25.0,32.0,27.0,92.0,1.0,2.2,4.0,360.0,1.0,N,Dry,0
2011-04-25,2011,April,25,24.0,32.8,27.4,90.0,14.3,3.4,3.0,360.0,0.0,N,Dry,1
2011-04-26,2011,April,26,24.0,32.4,25.4,97.0,1.0,3.2,3.0,360.0,0.0,N,Dry,0
2011-04-27,2011,April,27,23.0,31.4,26.2,92.0,27.0,4.3,3.0,360.0,0.0,N,Dry,0
2011-04-28,2011,April,28,23.0,33.0,27.6,88.0,7.0,6.1,0.0,360.0,0.0,N,Dry,1
2011-04-29,2011,April,29,23.0,30.8,26.6,93.0,2.0,0.6,4.0,360.0,0.0,N,Dry,0
2011-04-30,2011,April,30,23.0,30.8,26.8,88.0,5.2,2.2,5.0,360.0,1.0,N,Dry,1
2011-05-01,2011,May,1,24.0,34.0,27.4,86.0,18.0,4.3,5.0,270.0,0.0,SW,Dry,1
2011-05-02,2011,May,2,23.0,34.2,27.9,80.0,1.0,5.6,2.0,360.0,0.0,N,Dry,0
2011-05-03,2011,May,3,23.0,35.0,27.7,88.0,0.0,8.0,3.0,360.0,0.0,SE,Dry,1
2011-05-04,2011,May,4,23.0,34.0,27.7,84.0,9.5,3.9,2.0,360.0,0.0,N,Dry,1
2011-05-05,2011,May,5,24.0,33.2,27.2,84.0,3.0,7.0,6.0,360.0,1.0,N,Dry,0
2011-05-06,2011,May,6,24.0,32.0,27.0,84.0,1.6,1.8,6.0,360.0,1.0,N,Dry,1
2011-05-07,2011,May,7,24.0,31.6,27.5,85.0,4.0,2.0,6.0,360.0,1.0,N,Dry,0
2011-05-08,2011,May,8,25.0,32.4,27.5,86.0,1.0,1.7,2.0,180.0,0.0,S,Dry,0
2011-05-09,2011,May,9,24.0,31.4,26.3,93.0,5.0,1.8,3.0,180.0,0.0,S,Dry,0
2011-05-10,2011,May,10,24.0,30.4,26.5,92.0,9.0,0.7,2.0,360.0,0.0,N,Dry,0
2011-05-11,2011,May,11,23.0,33.6,27.3,90.0,4.0,7.3,3.0,360.0,0.0,N,Dry,0
2011-05-12,2011,May,12,22.0,33.8,27.1,88.0,16.0,5.1,3.0,315.0,0.0,NW,Dry,1
2011-05-13,2011,May,13,22.0,33.0,27.1,89.0,2.5,8.0,6.0,360.0,0.0,N,Dry,1
2011-05-14,2011,May,14,23.0,34.4,27.4,89.0,0.0,7.6,5.0,360.0,1.0,N,Dry,1
2011-05-15,2011,May,15,23.0,33.2,26.8,90.0,6.0,6.5,3.0,360.0,0.0,N,Dry,1
2011-05-16,2011,May,16,23.0,32.6,27.0,92.0,5.0,4.0,2.0,360.0,0.0,N,Dry,0
2011-05-17,2011,May,17,24.0,32.8,26.7,91.0,2.0,4.5,2.0,360.0,0.0,N,Dry,0
2011-05-18,2011,May,18,24.0,33.0,26.2,92.0,8.0,4.9,5.0,360.0,1.0,N,Dry,0
2011-05-19,2011,May,19,22.0,31.6,25.1,96.0,2.0,3.4,4.0,135.0,0.0,NE,Dry,0
2011-05-20,2011,May,20,23.0,33.2,27.2,88.0,11.0,7.8,3.0,270.0,0.0,W,Dry,0
2011-05-21,2011,May,21,24.0,32.4,26.9,92.0,0.8,4.0,7.0,360.0,0.0,N,Dry,1
2011-05-22,2011,May,22,23.0,32.0,27.1,89.0,3.0,8.0,5.0,360.0,1.0,N,Dry,0
2011-05-23,2011,May,23,23.0,33.0,26.8,89.0,41.6,5.8,5.0,360.0,1.0,N,Dry,1
2011-05-24,2011,May,24,23.0,32.4,26.9,90.0,1.5,3.7,4.0,360.0,0.0,N,Dry,1
2011-05-25,2011,May,25,22.0,34.2,26.8,89.0,3.0,6.2,3.0,180.0,0.0,S,Dry,1
2011-05-26,2011,May,26,23.0,34.4,27.3,89.0,3.0,5.3,3.0,180.0,0.0,SW,Dry,1
2011-05-27,2011,May,27,21.0,34.4,26.6,84.0,0.0,7.6,4.0,180.0,0.0,S,Dry,1
2011-05-28,2011,May,28,22.0,35.0,28.0,81.0,23.6,6.7,6.0,360.0,2.0,N,Dry,1
2011-05-29,2011,May,29,24.0,30.6,26.5,94.0,32.0,0.3,3.0,360.0,0.0,N,Dry,1
2011-05-30,2011,May,30,24.0,34.0,26.7,94.0,14.0,4.4,3.0,360.0,0.0,N,Dry,0
2011-05-31,2011,May,31,24.0,33.0,27.8,88.0,8.0,4.7,4.0,270.0,0.0,W,Dry,0
2011-06-01,2011,June,1,24.0,33.4,26.5,93.0,9.0,4.9,6.0,315.0,0.0,NW,Dry,0
2011-06-02,2011,June,2,23.0,33.2,27.5,84.0,4.0,6.0,4.0,135.0,1.0,NW,Dry,0
2011-06-03,2011,June,3,23.0,32.6,26.9,88.0,3.0,8.0,6.0,315.0,2.0,NW,Dry,0
2011-06-04,2011,June,4,22.0,33.2,27.1,89.0,35.0,7.5,3.0,360.0,0.0,N,Dry,1
2011-06-05,2011,June,5,22.0,34.2,27.3,87.0,0.0,7.5,0.0,360.0,0.0,N,Dry,1
2011-06-06,2011,June,6,22.0,34.0,28.2,88.0,15.9,7.0,4.0,360.0,0.0,N,Dry,1
2011-06-07,2011,June,7,24.0,33.4,28.0,84.0,0.0,4.7,3.0,180.0,0.0,S,Dry,1
2011-06-08,2011,June,8,21.0,35.0,27.4,86.0,5.7,7.2,4.0,135.0,0.0,SE,Dry,1
2011-06-09,2011,June,9,23.0,33.8,27.4,88.0,2.7,4.8,4.0,180.0,1.0,S,Dry,1
2011-06-10,2011,June,10,23.0,33.6,27.4,78.0,0.0,5.7,6.0,360.0,2.0,N,Dry,1
2011-06-11,2011,June,11,23.0,34.8,27.9,78.0,0.0,8.0,5.0,180.0,2.0,S,Dry,1
2011-06-12,2011,June,12,23.0,36.2,28.3,79.0,0.0,7.4,5.0,270.0,2.0,SW,Dry,1
2011-06-13,2011,June,13,23.0,35.0,28.6,78.0,0.0,7.8,5.0,180.0,1.0,S,Dry,1
2011-06-14,2011,June,14,25.0,35.2,29.1,80.0,0.0,7.2,5.0,180.0,1.0,S,Dry,1
2011-06-15,2011,June,15,25.0,32.2,28.1,73.0,0.1,0.7,9.0,225.0,2.0,SW,Dry,1
2011-06-16,2011,June,16,25.0,34.4,29.2,77.0,0.0,2.4,7.0,225.0,3.0,SW,Dry,1
2011-06-17,2011,June,17,24.0,35.0,28.7,77.0,0.0,7.8,4.0,225.0,1.0,SW,Dry,1
2011-06-18,2011,June,18,22.0,34.8,27.9,82.0,0.0,7.1,4.0,180.0,0.0,S,Dry,1
2011-06-19,2011,June,19,24.0,34.6,28.4,80.0,0.0,8.0,6.0,180.0,2.0,S,Dry,1
2011-06-20,2011,June,20,25.0,35.6,30.1,75.0,0.0,8.0,6.0,180.0,2.0,S,Dry,1
2011-06-21,2011,June,21,23.0,36.0,27.9,84.0,0.0,7.8,4.0,135.0,2.0,SE,Dry,1
2011-06-22,2011,June,22,23.0,34.0,28.2,84.0,0.0,5.3,3.0,180.0,1.0,S,Dry,1
2011-06-23,2011,June,23,25.0,35.0,30.0,78.0,0.0,8.0,5.0,180.0,1.0,S,Dry,1
2011-06-24,2011,June,24,26.0,35.2,29.6,80.0,0.0,6.8,7.0,180.0,2.0,S,Dry,1
2011-06-25,2011,June,25,25.0,34.0,29.3,77.0,0.0,3.9,11.0,360.0,3.0,N,Dry,1
2011-06-26,2011,June,26,26.0,32.8,28.5,77.0,11.3,0.4,6.0,180.0,2.0,S,Dry,1
2011-06-27,2011,June,27,23.0,35.4,29.6,76.0,0.0,4.9,3.0,180.0,1.0,S,Dry,1
2011-06-28,2011,June,28,24.0,34.0,27.7,85.0,30.0,2.7,7.0,180.0,1.0,S,Dry,1
2011-06-29,2011,June,29,24.0,33.6,28.0,83.0,8.0,0.6,3.0,360.0,2.0,N,Dry,1
2011-06-30,2011,June,30,24.0,33.6,27.6,86.0,0.5,6.6,7.0,315.0,1.0,NW,Dry,1
2011-07-01,2011,July,1,24.0,32.2,26.9,86.0,1.0,0.0,5.0,180.0,0.0,S,Dry,1
2011-07-02,2011,July,2,23.0,34.6,27.7,82.0,1.0,6.0,6.0,180.0,2.0,S,Dry,0
2011-07-03,2011,July,3,22.0,36.8,26.7,86.0,5.0,0.0,4.0,180.0,0.0,NW,Dry,1
2011-07-04,2011,July,4,22.0,34.0,27.9,86.0,0.0,5.7,4.0,315.0,1.0,SW,Dry,1
2011-07-05,2011,July,5,23.0,34.2,27.5,86.0,7.5,7.3,4.0,360.0,0.0,NW,Dry,1
2011-07-06,2011,July,6,23.0,33.4,27.6,82.0,0.0,7.0,5.0,360.0,1.0,N,Dry,1
2011-07-07,2011,July,7,22.0,35.6,27.5,83.0,2.0,7.1,3.0,360.0,0.0,N,Dry,1
2011-07-08,2011,July,8,22.0,35.4,28.5,78.0,0.0,7.6,0.0,360.0,0.0,N,Dry,1
2011-07-09,2011,July,9,20.0,36.8,27.3,72.0,0.0,8.0,4.0,180.0,1.0,S,Dry,1
2011-07-10,2011,July,10,21.0,33.2,26.8,79.0,15.4,2.6,6.0,180.0,2.0,S,Dry,1
2011-07-11,2011,July,11,24.0,32.0,26.9,82.0,1.0,1.0,3.0,270.0,0.0,W,Dry,0
2011-07-12,2011,July,12,23.0,32.8,26.2,89.0,46.0,1.9,7.0,360.0,0.0,N,Dry,0
2011-07-13,2011,July,13,23.0,31.2,27.4,82.0,10.0,1.4,4.0,270.0,2.0,W,Dry,0
2011-07-14,2011,July,14,23.0,33.8,26.8,86.0,7.0,5.2,6.0,360.0,1.0,N,Dry,1
2011-07-15,2011,July,15,23.0,31.0,26.5,89.0,19.0,0.2,3.0,360.0,0.0,N,Dry,0
2011-07-16,2011,July,16,23.0,31.4,26.9,89.0,1.0,0.0,0.0,360.0,0.0,N,Dry,1
2011-07-17,2011,July,17,21.0,34.2,26.5,78.0,0.0,8.0,2.0,180.0,0.0,S,Dry,1
2011-07-18,2011,July,18,21.0,33.2,26.2,81.0,0.0,8.0,3.0,360.0,0.0,N,Dry,1
2011-07-19,2011,July,19,22.0,34.6,27.8,80.0,0.0,8.0,7.0,225.0,2.0,SW,Dry,1
2011-07-20,2011,July,20,21.0,35.2,26.7,82.0,0.0,8.0,3.0,315.0,1.0,NW,Dry,1
2011-07-21,2011,July,21,22.0,34.4,27.4,80.0,0.0,7.1,4.0,180.0,0.0,S,Dry,1
