Date,Year,Month,Day,RH
2010-03-23,2010,3,23,5
2010-03-24,2010,3,24,5
2010-03-25,2010,3,25,5
2010-03-26,2010,3,26,5
2010-03-27,2010,3,27,5
2010-03-28,2010,3,28,5
2010-03-29,2010,3,29,5
2010-03-30,2010,3,30,5
2010-03-31,2010,3,31,5
2010-04-01,2010,4,1,5
2010-04-02,2010,4,2,5
2010-04-03,2010,4,3,5
2010-04-04,2010,4,4,5
2010-04-05,2010,4,5,5
2010-04-06,2010,4,6,5
2010-04-07,2010,4,7,5
2010-04-08,2010,4,8,5
2010-04-09,2010,4,9,5
2010-04-10,2010,4,10,5
2010-04-11,2010,4,11,5
2010-04-12,2010,4,12,5
2010-04-13,2010,4,13,5
2010-04-14,2010,4,14,5
2010-04-15,2010,4,15,5
2010-04-16,2010,4,16,5
2010-04-17,2010,4,17,5
2010-04-18,2010,4,18,5
2010-04-19,2010,4,19,5
2010-04-20,2010,4,20,5
2010-04-21,2010,4,21,5
2010-04-22,2010,4,22,5
2010-04-23,2010,4,23,5
2010-04-24,2010,4,24,5
2010-04-25,2010,4,25,5
2010-04-26,2010,4,26,5
2010-04-27,2010,4,27,5
2010-04-28,2010,4,28,5
2010-04-29,2010,4,29,5
2010-04-30,2010,4,30,5
2010-05-01,2010,5,1,5
2010-05-02,2010,5,2,5
2010-05-03,2010,5,3,5
2010-05-04,2010,5,4,5
2010-05-05,2010,5,5,5
2010-05-06,2010,5,6,5
2010-05-07,2010,5,7,5
2010-05-08,2010,5,8,5
2010-05-09,2010,5,9,5
2010-05-10,2010,5,10,5
2010-05-11,2010,5,11,5
2010-05-12,2010,5,12,5
2010-05-13,2010,5,13,5
2010-05-14,2010,5,14,5
2010-05-15,2010,5,15,5
2010-05-16,2010,5,16,5
2010-05-17,2010,5,17,5
2010-05-18,2010,5,18,5
2010-05-19,2010,5,19,5
2010-05-20,2010,5,20,5
2010-05-21,2010,5,21,5
2010-05-22,2010,5,22,5
2010-05-23,2010,5,23,5
2010-05-24,2010,5,24,5
2010-05-25,2010,5,25,5
2010-05-26,2010,5,26,5
2010-05-27,2010,5,27,5
2010-05-28,2010,5,28,5
2010-05-29,2010,5,29,5
2010-05-30,2010,5,30,5
2010-05-31,2010,5,31,5
2010-06-01,2010,6,1,5
2010-06-02,2010,6,2,5
2010-06-03,2010,6,3,5
2010-06-04,2010,6,4,5
2010-06-05,2010,6,5,5
2010-06-06,2010,6,6,5
2010-06-07,2010,6,7,5
2010-06-08,2010,6,8,5
2010-06-09,2010,6,9,5
2010-06-10,2010,6,10,5
2010-06-11,2010,6,11,5
2010-06-12,2010,6,12,5
2010-06-13,2010,6,13,5
2010-06-14,2010,6,14,5
2010-06-15,2010,6,15,5
2010-06-16,2010,6,16,5
2010-06-17,2010,6,17,5
2010-06-18,2010,6,18,5
2010-06-19,2010,6,19,5
2010-06-20,2010,6,20,5
2010-06-21,2010,6,21,5
2010-06-22,2010,6,22,5
2010-06-23,2010,6,23,5
2010-06-24,2010,6,24,5
2010-06-25,2010,6,25,5
2010-06-26,2010,6,26,5
2010-06-27,2010,6,27,5
2010-06-28,2010,6,28,5
2010-06-29,2010,6,29,5
2010-06-30,2010,6,30,5
2010-07-01,2010,7,1,5
2010-07-02,2010,7,2,5
2010-07-03,2010,7,3,5
2010-07-04,2010,7,4,5
2010-07-05,2010,7,5,5
2010-07-06,2010,7,6,5
2010-07-07,2010,7,7,5
2010-07-08,2010,7,8,5
2010-07-09,2010,7,9,5
2010-07-10,2010,7,10,5
2010-07-11,2010,7,11,5
2010-07-12,2010,7,12,0
2010-07-13,2010,7,13,1
2010-07-14,2010,7,14,1
2010-07-15,2010,7,15,1
2010-07-16,2010,7,16,1
2010-07-17,2010,7,17,1
2010-07-18,2010,7,18,1
2010-07-19,2010,7,19,1
2010-07-20,2010,7,20,1
2010-07-21,2010,7,21,1
2010-07-22,2010,7,22,1
2010-07-23,2010,7,23,1
2010-07-24,2010,7,24,1
2010-07-25,2010,7,25,1
2010-07-26,2010,7,26,1
2010-07-27,2010,7,27,1
2010-07-28,2010,7,28,1
2010-07-29,2010,7,29,1
2010-07-30,2010,7,30,1
2010-07-31,2010,7,31,1
2010-08-01,2010,8,1,1
2010-08-02,2010,8,2,1
2010-08-03,2010,8,3,1
2010-08-04,2010,8,4,1
2010-08-05,2010,8,5,1
2010-08-06,2010,8,6,1
2010-08-07,2010,8,7,1
2010-08-08,2010,8,8,1
2010-08-09,2010,8,9,1
2010-08-10,2010,8,10,1
2010-08-11,2010,8,11,1
2010-08-12,2010,8,12,1
2010-08-13,2010,8,13,1
2010-08-14,2010,8,14,1
2010-08-15,2010,8,15,1
2010-08-16,2010,8,16,1
2010-08-17,2010,8,17,1
2010-08-18,2010,8,18,1
2010-08-19,2010,8,19,1
2010-08-20,2010,8,20,1
2010-08-21,2010,8,21,1
2010-08-22,2010,8,22,1
2010-08-23,2010,8,23,1
2010-08-24,2010,8,24,1
2010-08-25,2010,8,25,1
2010-08-26,2010,8,26,1
2010-08-27,2010,8,27,1
2010-08-28,2010,8,28,1
2010-08-29,2010,8,29,1
2010-08-30,2010,8,30,1
2010-08-31,2010,8,31,1
2010-09-01,2010,9,1,1
2010-09-02,2010,9,2,1
2010-09-03,2010,9,3,1
2010-09-04,2010,9,4,1
2010-09-05,2010,9,5,1
2010-09-06,2010,9,6,1
2010-09-07,2010,9,7,1
2010-09-08,2010,9,8,1
2010-09-09,2010,9,9,1
2010-09-10,2010,9,10,1
2010-09-11,2010,9,11,1
2010-09-12,2010,9,12,1
2010-09-13,2010,9,13,1
2010-09-14,2010,9,14,1
2010-09-15,2010,9,15,1
2010-09-16,2010,9,16,1
2010-09-17,2010,9,17,1
2010-09-18,2010,9,18,1
2010-09-19,2010,9,19,1
2010-09-20,2010,9,20,1
2010-09-21,2010,9,21,1
2010-09-22,2010,9,22,1
2010-09-23,2010,9,23,1
2010-09-24,2010,9,24,1
2010-09-25,2010,9,25,1
2010-09-26,2010,9,26,1
2010-09-27,2010,9,27,1
2010-09-28,2010,9,28,1
2010-09-29,2010,9,29,1
2010-09-30,2010,9,30,1
2010-10-01,2010,10,1,1
2010-10-02,2010,10,2,1
2010-10-03,2010,10,3,1
2010-10-04,2010,10,4,1
2010-10-05,2010,10,5,1
2010-10-06,2010,10,6,1
2010-10-07,2010,10,7,1
2010-10-08,2010,10,8,1
2010-10-09,2010,10,9,1
2010-10-10,2010,10,10,1
2010-10-11,2010,10,11,1
2010-10-12,2010,10,12,1
2010-10-13,2010,10,13,1
2010-10-14,2010,10,14,1
2010-10-15,2010,10,15,1
2010-10-16,2010,10,16,1
2010-10-17,2010,10,17,1
2010-10-18,2010,10,18,1
2010-10-19,2010,10,19,1
2010-10-20,2010,10,20,1
2010-10-21,2010,10,21,1
2010-10-22,2010,10,22,1
2010-10-23,2010,10,23,1
2010-10-24,2010,10,24,1
2010-10-25,2010,10,25,1
2010-10-26,2010,10,26,1
2010-10-27,2010,10,27,1
2010-10-28,2010,10,28,1
2010-10-29,2010,10,29,1
2010-10-30,2010,10,30,1
2010-10-31,2010,10,31,1
2010-11-01,2010,11,1,1
2010-11-02,2010,11,2,1
2010-11-03,2010,11,3,1
2010-11-04,2010,11,4,1
2010-11-05,2010,11,5,1
2010-11-06,2010,11,6,1
2010-11-07,2010,11,7,1
2010-11-08,2010,11,8,1
2010-11-09,2010,11,9,1
2010-11-10,2010,11,10,1
2010-11-11,2010,11,11,1
2010-11-12,2010,11,12,1
2010-11-13,2010,11,13,1
2010-11-14,2010,11,14,1
2010-11-15,2010,11,15,1
2010-11-16,2010,11,16,1
2010-11-17,2010,11,17,1
2010-11-18,2010,11,18,1
2010-11-19,2010,11,19,1
2010-11-20,2010,11,20,1
2010-11-21,2010,11,21,1
2010-11-22,2010,11,22,1
2010-11-23,2010,11,23,1
2010-11-24,2010,11,24,1
2010-11-25,2010,11,25,1
2010-11-26,2010,11,26,1
2010-11-27,2010,11,27,1
2010-11-28,2010,11,28,1
2010-11-29,2010,11,29,1
2010-11-30,2010,11,30,1
2010-12-01,2010,12,1,1
2010-12-02,2010,12,2,1
2010-12-03,2010,12,3,1
2010-12-04,2010,12,4,1
2010-12-05,2010,12,5,1
2010-12-06,2010,12,6,1
2010-12-07,2010,12,7,1
2010-12-08,2010,12,8,1
2010-12-09,2010,12,9,1
2010-12-10,2010,12,10,1
2010-12-11,2010,12,11,1
2010-12-12,2010,12,12,1
2010-12-13,2010,12,13,1
2010-12-14,2010,12,14,1
2010-12-15,2010,12,15,1
2010-12-16,2010,12,16,1
2010-12-17,2010,12,17,1
2010-12-18,2010,12,18,1
2010-12-19,2010,12,19,1
2010-12-20,2010,12,20,1
2010-12-21,2010,12,21,1
2010-12-22,2010,12,22,1
2010-12-23,2010,12,23,1
2010-12-24,2010,12,24,1
2010-12-25,2010,12,25,1
2010-12-26,2010,12,26,1
2010-12-27,2010,12,27,1
2010-12-28,2010,12,28,1
2010-12-29,2010,12,29,1
2010-12-30,2010,12,30,1
2010-12-31,2010,12,31,1
2011-01-01,2011,1,1,1
2011-01-02,2011,1,2,1
2011-01-03,2011,1,3,1
2011-01-04,2011,1,4,1
2011-01-05,2011,1,5,1
2011-01-06,2011,1,6,1
2011-01-07,2011,1,7,1
2011-01-08,2011,1,8,1
2011-01-09,2011,1,9,1
2011-01-10,2011,1,10,1
2011-01-11,2011,1,11,1
2011-01-12,2011,1,12,1
2011-01-13,2011,1,13,1
2011-01-14,2011,1,14,1
2011-01-15,2011,1,15,1
2011-01-16,2011,1,16,1
2011-01-17,2011,1,17,1
2011-01-18,2011,1,18,1
2011-01-19,2011,1,19,1
2011-01-20,2011,1,20,1
2011-01-21,2011,1,21,1
2011-01-22,2011,1,22,1
2011-01-23,2011,1,23,1
2011-01-24,2011,1,24,1
2011-01-25,2011,1,25,1
2011-01-26,2011,1,26,1
2011-01-27,2011,1,27,1
2011-01-28,2011,1,28,1
2011-01-29,2011,1,29,1
2011-01-30,2011,1,30,1
2011-01-31,2011,1,31,1
2011-02-01,2011,2,1,1
2011-02-02,2011,2,2,1
2011-02-03,2011,2,3,1
2011-02-04,2011,2,4,1
2011-02-05,2011,2,5,1
2011-02-06,2011,2,6,1
2011-02-07,2011,2,7,1
2011-02-08,2011,2,8,1
2011-02-09,2011,2,9,1
2011-02-10,2011,2,10,1
2011-02-11,2011,2,11,1
2011-02-12,2011,2,12,1
2011-02-13,2011,2,13,1
2011-02-14,2011,2,14,1
2011-02-15,2011,2,15,1
2011-02-16,2011,2,16,1
2011-02-17,2011,2,17,1
2011-02-18,2011,2,18,1
2011-02-19,2011,2,19,1
2011-02-20,2011,2,20,1
2011-02-21,2011,2,21,1
2011-02-22,2011,2,22,1
2011-02-23,2011,2,23,1
2011-02-24,2011,2,24,1
2011-02-25,2011,2,25,1
2011-02-26,2011,2,26,1
2011-02-27,2011,2,27,1
2011-02-28,2011,2,28,1
2011-03-01,2011,3,1,1
2011-03-02,2011,3,2,1
2011-03-03,2011,3,3,1
2011-03-04,2011,3,4,1
2011-03-05,2011,3,5,1
2011-03-06,2011,3,6,1
2011-03-07,2011,3,7,1
2011-03-08,2011,3,8,1
2011-03-09,2011,3,9,1
2011-03-10,2011,3,10,1
2011-03-11,2011,3,11,1
2011-03-12,2011,3,12,1
2011-03-13,2011,3,13,1
2011-03-14,2011,3,14,1
2011-03-15,2011,3,15,1
2011-03-16,2011,3,16,1
2011-03-17,2011,3,17,1
2011-03-18,2011,3,18,1
2011-03-19,2011,3,19,1
2011-03-20,2011,3,20,1
2011-03-21,2011,3,21,1
2011-03-22,2011,3,22,1
2011-03-23,2011,3,23,1
2011-03-24,2011,3,24,1
2011-03-25,2011,3,25,1
2011-03-26,2011,3,26,1
2011-03-27,2011,3,27,1
2011-03-28,2011,3,28,1
2011-03-29,2011,3,29,1
2011-03-30,2011,3,30,1
2011-03-31,2011,3,31,1
2011-04-01,2011,4,1,1
2011-04-02,2011,4,2,1
2011-04-03,2011,4,3,1
2011-04-04,2011,4,4,1
2011-04-05,2011,4,5,1
2011-04-06,2011,4,6,1
2011-04-07,2011,4,7,1
2011-04-08,2011,4,8,1
2011-04-09,2011,4,9,1
2011-04-10,2011,4,10,1
2011-04-11,2011,4,11,1
2011-04-12,2011,4,12,1
2011-04-13,2011,4,13,1
2011-04-14,2011,4,14,1
2011-04-15,2011,4,15,1
2011-04-16,2011,4,16,1
2011-04-17,2011,4,17,1
2011-04-18,2011,4,18,1
2011-04-19,2011,4,19,1
2011-04-20,2011,4,20,1
2011-04-21,2011,4,21,1
2011-04-22,2011,4,22,1
2011-04-23,2011,4,23,1
2011-04-24,2011,4,24,1
2011-04-25,2011,4,25,1
2011-04-26,2011,4,26,1
2011-04-27,2011,4,27,1
2011-04-28,2011,4,28,1
2011-04-29,2011,4,29,1
2011-04-30,2011,4,30,1
2011-05-01,2011,5,1,1
2011-05-02,2011,5,2,1
2011-05-03,2011,5,3,1
2011-05-04,2011,5,4,1
2011-05-05,2011,5,5,1
2011-05-06,2011,5,6,1
2011-05-07,2011,5,7,1
2011-05-08,2011,5,8,1
2011-05-09,2011,5,9,1
2011-05-10,2011,5,10,1
2011-05-11,2011,5,11,1
2011-05-12,2011,5,12,1
2011-05-13,2011,5,13,1
2011-05-14,2011,5,14,1
2011-05-15,2011,5,15,1
2011-05-16,2011,5,16,1
2011-05-17,2011,5,17,1
2011-05-18,2011,5,18,1
2011-05-19,2011,5,19,1
2011-05-20,2011,5,20,1
2011-05-21,2011,5,21,1
2011-05-22,2011,5,22,1
2011-05-23,2011,5,23,1
2011-05-24,2011,5,24,0
2011-05-25,2011,5,25,0
2011-05-26,2011,5,26,5
2011-05-27,2011,5,27,5
2011-05-28,2011,5,28,5
2011-05-29,2011,5,29,5
2011-05-30,2011,5,30,5
2011-05-31,2011,5,31,5
2011-06-01,2011,6,1,5
2011-06-02,2011,6,2,5
2011-06-03,2011,6,3,5
2011-06-04,2011,6,4,5
2011-06-05,2011,6,5,5
2011-06-06,2011,6,6,5
2011-06-07,2011,6,7,5
2011-06-08,2011,6,8,5
2011-06-09,2011,6,9,5
2011-06-10,2011,6,10,5
2011-06-11,2011,6,11,5
2011-06-12,2011,6,12,5
2011-06-13,2011,6,13,5
2011-06-14,2011,6,14,5
2011-06-15,2011,6,15,5
2011-06-16,2011,6,16,5
2011-06-17,2011,6,17,5
2011-06-18,2011,6,18,5
2011-06-19,2011,6,19,5
2011-06-20,2011,6,20,5
2011-06-21,2011,6,21,5
2011-06-22,2011,6,22,5
2011-06-23,2011,6,23,5
2011-06-24,2011,6,24,5
2011-06-25,2011,6,25,5
2011-06-26,2011,6,26,5
2011-06-27,2011,6,27,5
2011-06-28,2011,6,28,5
2011-06-29,2011,6,29,5
2011-06-30,2011,6,30,5
2011-07-01,2011,7,1,5
2011-07-02,2011,7,2,5
2011-07-03,2011,7,3,5
2011-07-04,2011,7,4,5
2011-07-05,2011,7,5,5
2011-07-06,2011,7,6,5
2011-07-07,2011,7,7,5
2011-07-08,2011,7,8,5
2011-07-09,2011,7,9,5
2011-07-10,2011,7,10,5
2011-07-11,2011,7,11,5
2011-07-12,2011,7,12,5
2011-07-13,2011,7,13,5
2011-07-14,2011,7,14,5
2011-07-15,2011,7,15,5
2011-07-16,2011,7,16,5
2011-07-17,2011,7,17,5
2011-07-18,2011,7,18,5
2011-07-19,2011,7,19,5
2011-07-20,2011,7,20,5
2011-07-21,2011,7,21,5
2011-07-22,2011,7,22,5
2011-07-23,2011,7,23,5
2011-07-24,2011,7,24,5
2011-07-25,2011,7,25,5
2011-07-26,2011,7,26,5
2011-07-27,2011,7,27,5
2011-07-28,2011,7,28,5
2011-07-29,2011,7,29,5
2011-07-30,2011,7,30,5
2011-07-31,2011,7,31,5
2011-08-01,2011,8,1,5
2011-08-02,2011,8,2,5
2011-08-03,2011,8,3,5
2011-08-04,2011,8,4,5
2011-08-05,2011,8,5,5
2011-08-06,2011,8,6,5
2011-08-07,2011,8,7,5
2011-08-08,2011,8,8,5
2011-08-09,2011,8,9,5
2011-08-10,2011,8,10,5
2011-08-11,2011,8,11,5
2011-08-12,2011,8,12,5
2011-08-13,2011,8,13,5
2011-08-14,2011,8,14,5
2011-08-15,2011,8,15,5
2011-08-16,2011,8,16,5
2011-08-17,2011,8,17,5
2011-08-18,2011,8,18,5
2011-08-19,2011,8,19,5
2011-08-20,2011,8,20,5
2011-08-21,2011,8,21,5
2011-08-22,2011,8,22,5
2011-08-23,2011,8,23,5
2011-08-24,2011,8,24,5
2011-08-25,2011,8,25,5
2011-08-26,2011,8,26,5
2011-08-27,2011,8,27,5
2011-08-28,2011,8,28,5
2011-08-29,2011,8,29,5
2011-08-30,2011,8,30,5
2011-08-31,2011,8,31,5
2011-09-01,2011,9,1,5
2011-09-02,2011,9,2,5
2011-09-03,2011,9,3,5
2011-09-04,2011,9,4,5
2011-09-05,2011,9,5,5
2011-09-06,2011,9,6,5
2011-09-07,2011,9,7,5
2011-09-08,2011,9,8,5
2011-09-09,2011,9,9,5
2011-09-10,2011,9,10,5
2011-09-11,2011,9,11,5
2011-09-12,2011,9,12,5
2011-09-13,2011,9,13,5
2011-09-14,2011,9,14,5
2011-09-15,2011,9,15,5
2011-09-16,2011,9,16,5
2011-09-17,2011,9,17,5
2011-09-18,2011,9,18,5
2011-09-19,2011,9,19,5
2011-09-20,2011,9,20,5
2011-09-21,2011,9,21,5
2011-09-22,2011,9,22,5
2011-09-23,2011,9,23,5
2011-09-24,2011,9,24,5
2011-09-25,2011,9,25,5
2011-09-26,2011,9,26,5
2011-09-27,2011,9,27,5
2011-09-28,2011,9,28,5
2011-09-29,2011,9,29,5
2011-09-30,2011,9,30,5
2011-10-01,2011,10,1,5
2011-10-02,2011,10,2,5
2011-10-03,2011,10,3,5
2011-10-04,2011,10,4,5
2011-10-05,2011,10,5,5
2011-10-06,2011,10,6,5
2011-10-07,2011,10,7,5
2011-10-08,2011,10,8,5
2011-10-09,2011,10,9,5
2011-10-10,2011,10,10,5
2011-10-11,2011,10,11,5
2011-10-12,2011,10,12,5
2011-10-13,2011,10,13,5
2011-10-14,2011,10,14,5
2011-10-15,2011,10,15,5
2011-10-16,2011,10,16,5
2011-10-17,2011,10,17,5
2011-10-18,2011,10,18,5
2011-10-19,2011,10,19,5
2011-10-20,2011,10,20,5
2011-10-21,2011,10,21,5
2011-10-22,2011,10,22,5
2011-10-23,2011,10,23,5
2011-10-24,2011,10,24,5
2011-10-25,2011,10,25,5
2011-10-26,2011,10,26,5
2011-10-27,2011,10,27,5
2011-10-28,2011,10,28,5
2011-10-29,2011,10,29,5
2011-10-30,2011,10,30,5
2011-10-31,2011,10,31,5
2011-11-01,2011,11,1,5
2011-11-02,2011,11,2,5
2011-11-03,2011,11,3,5
2011-11-04,2011,11,4,5
2011-11-05,2011,11,5,5
2011-11-06,2011,11,6,5
2011-11-07,2011,11,7,5
2011-11-08,2011,11,8,5
2011-11-09,2011,11,9,5
2011-11-10,2011,11,10,5
2011-11-11,2011,11,11,5
2011-11-12,2011,11,12,5
2011-11-13,2011,11,13,5
2011-11-14,2011,11,14,5
2011-11-15,2011,11,15,5
2011-11-16,2011,11,16,5
2011-11-17,2011,11,17,5
2011-11-18,2011,11,18,5
2011-11-19,2011,11,19,5
2011-11-20,2011,11,20,5
2011-11-21,2011,11,21,5
2011-11-22,2011,11,22,5
2011-11-23,2011,11,23,5
2011-11-24,2011,11,24,5
2011-11-25,2011,11,25,5
2011-11-26,2011,11,26,5
2011-11-27,2011,11,27,5
2011-11-28,2011,11,28,5
2011-11-29,2011,11,29,5
2011-11-30,2011,11,30,5
2011-12-01,2011,12,1,5
2011-12-02,2011,12,2,5
2011-12-03,2011,12,3,5
2011-12-04,2011,12,4,5
2011-12-05,2011,12,5,5
2011-12-06,2011,12,6,5
2011-12-07,2011,12,7,5
2011-12-08,2011,12,8,5
2011-12-09,2011,12,9,5
2011-12-10,2011,12,10,5
2011-12-11,2011,12,11,5
2011-12-12,2011,12,12,5
2011-12-13,2011,12,13,5
2011-12-14,2011,12,14,5
2011-12-15,2011,12,15,5
2011-12-16,2011,12,16,5
2011-12-17,2011,12,17,5
2011-12-18,2011,12,18,5
2011-12-19,2011,12,19,5
2011-12-20,2011,12,20,5
2011-12-21,2011,12,21,5
2011-12-22,2011,12,22,5
2011-12-23,2011,12,23,5
2011-12-24,2011,12,24,5
2011-12-25,2011,12,25,5
2011-12-26,2011,12,26,5
2011-12-27,2011,12,27,5
2011-12-28,2011,12,28,5
2011-12-29,2011,12,29,5
2011-12-30,2011,12,30,5
2011-12-31,2011,12,31,5
2012-01-01,2012,1,1,5
2012-01-02,2012,1,2,5
2012-01-03,2012,1,3,5
2012-01-04,2012,1,4,5
2012-01-05,2012,1,5,5
2012-01-06,2012,1,6,5
2012-01-07,2012,1,7,5
2012-01-08,2012,1,8,5
2012-01-09,2012,1,9,5
2012-01-10,2012,1,10,5
2012-01-11,2012,1,11,5
2012-01-12,2012,1,12,5
2012-01-13,2012,1,13,5
2012-01-14,2012,1,14,5
2012-01-15,2012,1,15,5
2012-01-16,2012,1,16,5
2012-01-17,2012,1,17,5
2012-01-18,2012,1,18,5
2012-01-19,2012,1,19,5
2012-01-20,2012,1,20,5
2012-01-21,2012,1,21,5
2012-01-22,2012,1,22,5
2012-01-23,2012,1,23,5
2012-01-24,2012,1,24,5
2012-01-25,2012,1,25,5
2012-01-26,2012,1,26,5
2012-01-27,2012,1,27,5
2012-01-28,2012,1,28,5
2012-01-29,2012,1,29,5
2012-01-30,2012,1,30,5
2012-01-31,2012,1,31,5
2012-02-01,2012,2,1,5
2012-02-02,2012,2,2,5
2012-02-03,2012,2,3,5
2012-02-04,2012,2,4,5
2012-02-05,2012,2,5,5
2012-02-06,2012,2,6,5
2012-02-07,2012,2,7,5
2012-02-08,2012,2,8,5
2012-02-09,2012,2,9,5
2012-02-10,2012,2,10,5
2012-02-11,2012,2,11,5
2012-02-12,2012,2,12,5
2012-02-13,2012,2,13,5
2012-02-14,2012,2,14,5
2012-02-15,2012,2,15,5
2012-02-16,2012,2,16,5
2012-02-17,2012,2,17,5
2012-02-18,2012,2,18,5
2012-02-19,2012,2,19,5
2012-02-20,2012,2,20,5
2012-02-21,2012,2,21,5
2012-02-22,2012,2,22,5
2012-02-23,2012,2,23,5
2012-02-24,2012,2,24,5
2012-02-25,2012,2,25,5
2012-02-26,2012,2,26,5
2012-02-27,2012,2,27,5
2012-02-28,2012,2,28,5
2012-02-29,2012,2,29,5
2012-03-01,2012,3,1,5
2012-03-02,2012,3,2,5
2012-03-03,2012,3,3,5
2012-03-04,2012,3,4,5
2012-03-05,2012,3,5,5
2012-03-06,2012,3,6,5
2012-03-07,2012,3,7,5
2012-03-08,2012,3,8,5
2012-03-09,2012,3,9,5
2012-03-10,2012,3,10,5
2012-03-11,2012,3,11,5
2012-03-12,2012,3,12,5
2012-03-13,2012,3,13,5
2012-03-14,2012,3,14,5
2012-03-15,2012,3,15,5
2012-03-16,2012,3,16,5
2012-03-17,2012,3,17,5
2012-03-18,2012,3,18,5
2012-03-19,2012,3,19,5
2012-03-20,2012,3,20,5
2012-03-21,2012,3,21,5
2012-03-22,2012,3,22,5
2012-03-23,2012,3,23,5
2012-03-24,2012,3,24,5
2012-03-25,2012,3,25,5
2012-03-26,2012,3,26,5
2012-03-27,2012,3,27,5
2012-03-28,2012,3,28,5
2012-03-29,2012,3,29,5
2012-03-30,2012,3,30,5
2012-03-31,2012,3,31,5
2012-04-01,2012,4,1,5
2012-04-02,2012,4,2,5
2012-04-03,2012,4,3,5
2012-04-04,2012,4,4,5
2012-04-05,2012,4,5,5
2012-04-06,2012,4,6,5
2012-04-07,2012,4,7,5
2012-04-08,2012,4,8,5
2012-04-09,2012,4,9,5
2012-04-10,2012,4,10,5
2012-04-11,2012,4,11,5
2012-04-12,2012,4,12,5
2012-04-13,2012,4,13,5
2012-04-14,2012,4,14,5
2012-04-15,2012,4,15,5
2012-04-16,2012,4,16,5
2012-04-17,2012,4,17,5
2012-04-18,2012,4,18,5
2012-04-19,2012,4,19,5
2012-04-20,2012,4,20,5
2012-04-21,2012,4,21,5
2012-04-22,2012,4,22,5
2012-04-23,2012,4,23,5
2012-04-24,2012,4,24,5
2012-04-25,2012,4,25,5
2012-04-26,2012,4,26,5
2012-04-27,2012,4,27,5
2012-04-28,2012,4,28,5
2012-04-29,2012,4,29,5
2012-04-30,2012,4,30,5
2012-05-01,2012,5,1,5
2012-05-02,2012,5,2,5
2012-05-03,2012,5,3,5
2012-05-04,2012,5,4,5
2012-05-05,2012,5,5,5
2012-05-06,2012,5,6,5
2012-05-07,2012,5,7,5
2012-05-08,2012,5,8,5
2012-05-09,2012,5,9,5
2012-05-10,2012,5,10,5
2012-05-11,2012,5,11,5
2012-05-12,2012,5,12,5
2012-05-13,2012,5,13,5
2012-05-14,2012,5,14,5
2012-05-15,2012,5,15,5
2012-05-16,2012,5,16,5
2012-05-17,2012,5,17,5
2012-05-18,2012,5,18,5
2012-05-19,2012,5,19,5
2012-05-20,2012,5,20,5
2012-05-21,2012,5,21,5
2012-05-22,2012,5,22,5
2012-05-23,2012,5,23,5
2012-05-24,2012,5,24,5
2012-05-25,2012,5,25,5
2012-05-26,2012,5,26,5
2012-05-27,2012,5,27,5
2012-05-28,2012,5,28,5
2012-05-29,2012,5,29,5
2012-05-30,2012,5,30,5
2012-05-31,2012,5,31,5
2012-06-01,2012,6,1,5
2012-06-02,2012,6,2,5
2012-06-03,2012,6,3,5
2012-06-04,2012,6,4,5
2012-06-05,2012,6,5,5
2012-06-06,2012,6,6,5
2012-06-07,2012,6,7,5
2012-06-08,2012,6,8,5
2012-06-09,2012,6,9,5
2012-06-10,2012,6,10,5
2012-06-11,2012,6,11,5
2012-06-12,2012,6,12,5
2012-06-13,2012,6,13,5
2012-06-14,2012,6,14,5
2012-06-15,2012,6,15,5
2012-06-16,2012,6,16,5
2012-06-17,2012,6,17,5
2012-06-18,2012,6,18,5
2012-06-19,2012,6,19,5
2012-06-20,2012,6,20,5
2012-06-21,2012,6,21,5
2012-06-22,2012,6,22,5
2012-06-23,2012,6,23,5
2012-06-24,2012,6,24,5
2012-06-25,2012,6,25,5
2012-06-26,2012,6,26,5
2012-06-27,2012,6,27,5
2012-06-28,2012,6,28,5
2012-06-29,2012,6,29,5
2012-06-30,2012,6,30,5
2012-07-01,2012,7,1,5
2012-07-02,2012,7,2,5
2012-07-03,2012,7,3,5
2012-07-04,2012,7,4,5
2012-07-05,2012,7,5,5
2012-07-06,2012,7,6,5
2012-07-07,2012,7,7,5
2012-07-08,2012,7,8,5
2012-07-09,2012,7,9,5
2012-07-10,2012,7,10,5
2012-07-11,2012,7,11,5
2012-07-12,2012,7,12,5
2012-07-13,2012,7,13,5
2012-07-14,2012,7,14,5
2012-07-15,2012,7,15,5
2012-07-16,2012,7,16,5
2012-07-17,2012,7,17,5
2012-07-18,2012,7,18,5
2012-07-19,2012,7,19,5
2012-07-20,2012,7,20,5
2012-07-21,2012,7,21,5
2012-07-22,2012,7,22,5
2012-07-23,2012,7,23,5
2012-07-24,2012,7,24,5
2012-07-25,2012,7,25,5
2012-07-26,2012,7,26,5
2012-07-27,2012,7,27,5
2012-07-28,2012,7,28,5
2012-07-29,2012,7,29,5
2012-07-30,2012,7,30,5
2012-07-31,2012,7,31,5
2012-08-01,2012,8,1,5
2012-08-02,2012,8,2,5
2012-08-03,2012,8,3,5
2012-08-04,2012,8,4,5
2012-08-05,2012,8,5,5
2012-08-06,2012,8,6,5
2012-08-07,2012,8,7,5
2012-08-08,2012,8,8,5
2012-08-09,2012,8,9,5
2012-08-10,2012,8,10,5
2012-08-11,2012,8,11,5
2012-08-12,2012,8,12,5
