Date,Year,month,day,RH_AVG_preprocessed
2010-07-09,2010,7,9,88.0
2010-07-10,2010,7,10,79.0
2010-07-11,2010,7,11,89.0
2010-07-12,2010,7,12,84.0
2010-07-13,2010,7,13,86.0
2010-07-14,2010,7,14,90.0
2010-07-15,2010,7,15,92.0
2010-07-16,2010,7,16,82.0
2010-07-17,2010,7,17,77.0
2010-07-18,2010,7,18,81.0
2010-07-19,2010,7,19,87.0
2010-07-20,2010,7,20,76.0
2010-07-21,2010,7,21,78.0
2010-07-22,2010,7,22,78.0
2010-07-23,2010,7,23,72.0
2010-07-24,2010,7,24,81.0
2010-07-25,2010,7,25,90.0
2010-07-26,2010,7,26,68.0
2010-07-27,2010,7,27,86.0
2010-07-28,2010,7,28,74.0
2010-07-29,2010,7,29,81.0
2010-07-30,2010,7,30,79.0
2010-07-31,2010,7,31,82.0
2010-08-01,2010,8,1,77.0
2010-08-02,2010,8,2,79.0
2010-08-03,2010,8,3,80.0
2010-08-04,2010,8,4,62.0
2010-08-05,2010,8,5,75.0
2010-08-06,2010,8,6,79.0
2010-08-07,2010,8,7,78.0
2010-08-08,2010,8,8,75.0
2010-08-09,2010,8,9,73.0
2010-08-10,2010,8,10,86.0
2010-08-11,2010,8,11,78.0
2010-08-12,2010,8,12,88.0
2010-08-13,2010,8,13,85.0
2010-08-14,2010,8,14,79.0
2010-08-15,2010,8,15,83.0
2010-08-16,2010,8,16,83.0
2010-08-17,2010,8,17,79.0
2010-08-18,2010,8,18,86.0
2010-08-19,2010,8,19,90.0
2010-08-20,2010,8,20,83.0
2010-08-21,2010,8,21,92.0
2010-08-22,2010,8,22,76.0
2010-08-23,2010,8,23,77.0
2010-08-24,2010,8,24,62.0
2010-08-25,2010,8,25,77.0
2010-08-26,2010,8,26,72.0
2010-08-27,2010,8,27,74.0
2010-08-28,2010,8,28,72.0
2010-08-29,2010,8,29,72.0
2010-08-30,2010,8,30,76.0
2010-08-31,2010,8,31,82.0
2010-09-01,2010,9,1,78.0
2010-09-02,2010,9,2,80.0
2010-09-03,2010,9,3,76.0
2010-09-04,2010,9,4,69.0
2010-09-05,2010,9,5,71.0
2010-09-06,2010,9,6,79.0
2010-09-07,2010,9,7,78.0
2010-09-08,2010,9,8,79.0
2010-09-09,2010,9,9,72.0
2010-09-10,2010,9,10,77.0
2010-09-11,2010,9,11,84.0
2010-09-12,2010,9,12,77.0
2010-09-13,2010,9,13,82.0
2010-09-14,2010,9,14,84.0
2010-09-15,2010,9,15,80.0
2010-09-16,2010,9,16,81.0
2010-09-17,2010,9,17,84.0
2010-09-18,2010,9,18,85.0
2010-09-19,2010,9,19,89.0
2010-09-20,2010,9,20,89.0
2010-09-21,2010,9,21,86.0
2010-09-22,2010,9,22,89.0
2010-09-23,2010,9,23,88.0
2010-09-24,2010,9,24,87.0
2010-09-25,2010,9,25,86.0
2010-09-26,2010,9,26,90.0
2010-09-27,2010,9,27,90.0
2010-09-28,2010,9,28,88.0
2010-09-29,2010,9,29,92.0
2010-09-30,2010,9,30,86.0
2010-10-01,2010,10,1,86.0
2010-10-02,2010,10,2,89.0
2010-10-03,2010,10,3,80.0
2010-10-04,2010,10,4,82.0
2010-10-05,2010,10,5,91.0
2010-10-06,2010,10,6,74.0
2010-10-07,2010,10,7,74.0
2010-10-08,2010,10,8,75.0
2010-10-09,2010,10,9,67.0
2010-10-10,2010,10,10,78.0
2010-10-11,2010,10,11,66.0
2010-10-12,2010,10,12,62.0
2010-10-13,2010,10,13,87.0
2010-10-14,2010,10,14,76.0
2010-10-15,2010,10,15,66.0
2010-10-16,2010,10,16,72.0
2010-10-17,2010,10,17,79.0
2010-10-18,2010,10,18,74.0
2010-10-19,2010,10,19,69.0
2010-10-20,2010,10,20,74.0
2010-10-21,2010,10,21,76.0
2010-10-22,2010,10,22,80.0
2010-10-23,2010,10,23,75.0
2010-10-24,2010,10,24,76.0
2010-10-25,2010,10,25,79.0
2010-10-26,2010,10,26,86.0
2010-10-27,2010,10,27,86.0
2010-10-28,2010,10,28,82.0
2010-10-29,2010,10,29,91.0
2010-10-30,2010,10,30,87.0
2010-10-31,2010,10,31,89.0
2010-11-01,2010,11,1,91.0
2010-11-02,2010,11,2,91.0
2010-11-03,2010,11,3,82.0
2010-11-04,2010,11,4,89.0
2010-11-05,2010,11,5,92.0
2010-11-06,2010,11,6,76.0
2010-11-07,2010,11,7,79.0
2010-11-08,2010,11,8,87.0
2010-11-09,2010,11,9,93.0
2010-11-10,2010,11,10,87.0
2010-11-11,2010,11,11,93.0
2010-11-12,2010,11,12,87.0
2010-11-13,2010,11,13,81.0
2010-11-14,2010,11,14,88.0
2010-11-15,2010,11,15,87.0
2010-11-16,2010,11,16,89.0
2010-11-17,2010,11,17,88.0
2010-11-18,2010,11,18,86.0
2010-11-19,2010,11,19,91.0
2010-11-20,2010,11,20,92.0
2010-11-21,2010,11,21,88.0
2010-11-22,2010,11,22,94.0
2010-11-23,2010,11,23,91.0
2010-11-24,2010,11,24,90.0
2010-11-25,2010,11,25,88.0
2010-11-26,2010,11,26,89.0
2010-11-27,2010,11,27,82.0
2010-11-28,2010,11,28,84.0
2010-11-29,2010,11,29,89.0
2010-11-30,2010,11,30,86.0
2010-12-01,2010,12,1,89.0
2010-12-02,2010,12,2,90.0
2010-12-03,2010,12,3,87.0
2010-12-04,2010,12,4,88.0
2010-12-05,2010,12,5,89.0
2010-12-06,2010,12,6,86.0
2010-12-07,2010,12,7,84.0
2010-12-08,2010,12,8,90.0
2010-12-09,2010,12,9,90.0
2010-12-10,2010,12,10,79.0
2010-12-11,2010,12,11,90.0
2010-12-12,2010,12,12,84.0
2010-12-13,2010,12,13,86.0
2010-12-14,2010,12,14,85.0
2010-12-15,2010,12,15,80.0
2010-12-16,2010,12,16,89.0
2010-12-17,2010,12,17,88.0
2010-12-18,2010,12,18,82.0
2010-12-19,2010,12,19,86.0
2010-12-20,2010,12,20,92.0
2010-12-21,2010,12,21,86.0
2010-12-22,2010,12,22,90.0
2010-12-23,2010,12,23,84.0
2010-12-24,2010,12,24,88.0
2010-12-25,2010,12,25,82.0
2010-12-26,2010,12,26,83.0
2010-12-27,2010,12,27,78.0
2010-12-28,2010,12,28,81.0
2010-12-29,2010,12,29,82.0
2010-12-30,2010,12,30,87.0
2010-12-31,2010,12,31,90.0
2011-01-01,2011,1,1,90.0
2011-01-02,2011,1,2,83.0
2011-01-03,2011,1,3,86.0
2011-01-04,2011,1,4,86.0
2011-01-05,2011,1,5,86.0
2011-01-06,2011,1,6,91.0
2011-01-07,2011,1,7,91.0
2011-01-08,2011,1,8,89.0
2011-01-09,2011,1,9,81.0
2011-01-10,2011,1,10,90.0
2011-01-11,2011,1,11,83.0
2011-01-12,2011,1,12,82.0
2011-01-13,2011,1,13,84.0
2011-01-14,2011,1,14,79.0
2011-01-15,2011,1,15,82.0
2011-01-16,2011,1,16,85.0
2011-01-17,2011,1,17,81.0
2011-01-18,2011,1,18,82.0
2011-01-19,2011,1,19,81.0
2011-01-20,2011,1,20,79.0
2011-01-21,2011,1,21,80.0
2011-01-22,2011,1,22,80.0
2011-01-23,2011,1,23,75.0
2011-01-24,2011,1,24,81.0
2011-01-25,2011,1,25,82.0
2011-01-26,2011,1,26,84.0
2011-01-27,2011,1,27,92.0
2011-01-28,2011,1,28,91.0
2011-01-29,2011,1,29,93.0
2011-01-30,2011,1,30,82.0
2011-01-31,2011,1,31,84.0
2011-02-01,2011,2,1,89.0
2011-02-02,2011,2,2,92.0
2011-02-03,2011,2,3,84.0
2011-02-04,2011,2,4,86.0
2011-02-05,2011,2,5,78.0
2011-02-06,2011,2,6,83.0
2011-02-07,2011,2,7,86.0
2011-02-08,2011,2,8,82.0
2011-02-09,2011,2,9,81.0
2011-02-10,2011,2,10,88.0
2011-02-11,2011,2,11,88.0
2011-02-12,2011,2,12,84.0
2011-02-13,2011,2,13,89.0
2011-02-14,2011,2,14,90.0
2011-02-15,2011,2,15,88.0
2011-02-16,2011,2,16,86.0
2011-02-17,2011,2,17,83.0
2011-02-18,2011,2,18,87.0
2011-02-19,2011,2,19,82.0
2011-02-20,2011,2,20,81.0
2011-02-21,2011,2,21,83.0
2011-02-22,2011,2,22,80.0
2011-02-23,2011,2,23,84.0
2011-02-24,2011,2,24,87.0
2011-02-25,2011,2,25,89.0
2011-02-26,2011,2,26,83.0
2011-02-27,2011,2,27,86.0
2011-02-28,2011,2,28,85.0
2011-03-01,2011,3,1,82.0
2011-03-02,2011,3,2,81.0
2011-03-03,2011,3,3,82.0
2011-03-04,2011,3,4,81.0
2011-03-05,2011,3,5,75.0
2011-03-06,2011,3,6,81.0
2011-03-07,2011,3,7,86.0
2011-03-08,2011,3,8,90.0
2011-03-09,2011,3,9,89.0
2011-03-10,2011,3,10,87.0
2011-03-11,2011,3,11,91.0
2011-03-12,2011,3,12,86.0
2011-03-13,2011,3,13,88.0
2011-03-14,2011,3,14,89.0
2011-03-15,2011,3,15,88.0
2011-03-16,2011,3,16,85.0
2011-03-17,2011,3,17,90.0
2011-03-18,2011,3,18,85.0
2011-03-19,2011,3,19,82.0
2011-03-20,2011,3,20,85.0
2011-03-21,2011,3,21,88.0
2011-03-22,2011,3,22,90.0
2011-03-23,2011,3,23,93.0
2011-03-24,2011,3,24,92.0
2011-03-25,2011,3,25,92.0
2011-03-26,2011,3,26,91.0
2011-03-27,2011,3,27,92.0
2011-03-28,2011,3,28,92.0
2011-03-29,2011,3,29,92.0
2011-03-30,2011,3,30,88.0
2011-03-31,2011,3,31,95.0
2011-04-01,2011,4,1,90.0
2011-04-02,2011,4,2,88.0
2011-04-03,2011,4,3,86.0
2011-04-04,2011,4,4,88.0
2011-04-05,2011,4,5,86.0
2011-04-06,2011,4,6,92.0
2011-04-07,2011,4,7,95.0
2011-04-08,2011,4,8,93.0
2011-04-09,2011,4,9,86.0
2011-04-10,2011,4,10,91.0
2011-04-11,2011,4,11,89.0
2011-04-12,2011,4,12,93.0
2011-04-13,2011,4,13,95.0
2011-04-14,2011,4,14,92.0
2011-04-15,2011,4,15,94.0
2011-04-16,2011,4,16,93.0
2011-04-17,2011,4,17,94.0
2011-04-18,2011,4,18,92.0
2011-04-19,2011,4,19,92.0
2011-04-20,2011,4,20,92.0
2011-04-21,2011,4,21,91.0
2011-04-22,2011,4,22,92.0
2011-04-23,2011,4,23,89.0
2011-04-24,2011,4,24,92.0
2011-04-25,2011,4,25,90.0
2011-04-26,2011,4,26,91.0
2011-04-27,2011,4,27,92.0
2011-04-28,2011,4,28,88.0
2011-04-29,2011,4,29,93.0
2011-04-30,2011,4,30,88.0
2011-05-01,2011,5,1,86.0
2011-05-02,2011,5,2,80.0
2011-05-03,2011,5,3,88.0
2011-05-04,2011,5,4,84.0
2011-05-05,2011,5,5,84.0
2011-05-06,2011,5,6,84.0
2011-05-07,2011,5,7,85.0
2011-05-08,2011,5,8,86.0
2011-05-09,2011,5,9,93.0
2011-05-10,2011,5,10,92.0
2011-05-11,2011,5,11,90.0
2011-05-12,2011,5,12,88.0
2011-05-13,2011,5,13,89.0
2011-05-14,2011,5,14,89.0
2011-05-15,2011,5,15,90.0
2011-05-16,2011,5,16,92.0
2011-05-17,2011,5,17,91.0
2011-05-18,2011,5,18,92.0
2011-05-19,2011,5,19,91.0
2011-05-20,2011,5,20,88.0
2011-05-21,2011,5,21,92.0
2011-05-22,2011,5,22,89.0
2011-05-23,2011,5,23,89.0
2011-05-24,2011,5,24,90.0
2011-05-25,2011,5,25,89.0
2011-05-26,2011,5,26,89.0
2011-05-27,2011,5,27,84.0
2011-05-28,2011,5,28,81.0
2011-05-29,2011,5,29,94.0
2011-05-30,2011,5,30,94.0
2011-05-31,2011,5,31,88.0
2011-06-01,2011,6,1,93.0
2011-06-02,2011,6,2,84.0
2011-06-03,2011,6,3,88.0
2011-06-04,2011,6,4,89.0
2011-06-05,2011,6,5,87.0
2011-06-06,2011,6,6,88.0
2011-06-07,2011,6,7,84.0
2011-06-08,2011,6,8,86.0
2011-06-09,2011,6,9,88.0
2011-06-10,2011,6,10,78.0
2011-06-11,2011,6,11,78.0
2011-06-12,2011,6,12,79.0
2011-06-13,2011,6,13,78.0
2011-06-14,2011,6,14,80.0
2011-06-15,2011,6,15,73.0
2011-06-16,2011,6,16,77.0
2011-06-17,2011,6,17,77.0
2011-06-18,2011,6,18,82.0
2011-06-19,2011,6,19,80.0
2011-06-20,2011,6,20,75.0
2011-06-21,2011,6,21,84.0
2011-06-22,2011,6,22,84.0
2011-06-23,2011,6,23,78.0
2011-06-24,2011,6,24,80.0
2011-06-25,2011,6,25,77.0
2011-06-26,2011,6,26,77.0
2011-06-27,2011,6,27,76.0
2011-06-28,2011,6,28,85.0
2011-06-29,2011,6,29,83.0
2011-06-30,2011,6,30,86.0
2011-07-01,2011,7,1,86.0
2011-07-02,2011,7,2,82.0
2011-07-03,2011,7,3,86.0
2011-07-04,2011,7,4,86.0
2011-07-05,2011,7,5,86.0
2011-07-06,2011,7,6,82.0
2011-07-07,2011,7,7,83.0
2011-07-08,2011,7,8,78.0
2011-07-09,2011,7,9,72.0
2011-07-10,2011,7,10,79.0
2011-07-11,2011,7,11,82.0
2011-07-12,2011,7,12,89.0
2011-07-13,2011,7,13,82.0
2011-07-14,2011,7,14,86.0
2011-07-15,2011,7,15,89.0
2011-07-16,2011,7,16,89.0
2011-07-17,2011,7,17,78.0
2011-07-18,2011,7,18,81.0
2011-07-19,2011,7,19,80.0
2011-07-20,2011,7,20,82.0
2011-07-21,2011,7,21,80.0
2011-07-22,2011,7,22,82.0
2011-07-23,2011,7,23,79.0
2011-07-24,2011,7,24,86.0
2011-07-25,2011,7,25,84.0
2011-07-26,2011,7,26,81.0
2011-07-27,2011,7,27,81.0
2011-07-28,2011,7,28,78.0
2011-07-29,2011,7,29,80.0
2011-07-30,2011,7,30,72.0
2011-07-31,2011,7,31,83.0
2011-08-01,2011,8,1,82.0
2011-08-02,2011,8,2,81.0
2011-08-03,2011,8,3,81.0
2011-08-04,2011,8,4,85.0
2011-08-05,2011,8,5,76.0
2011-08-06,2011,8,6,80.0
2011-08-07,2011,8,7,78.0
2011-08-08,2011,8,8,72.0
2011-08-09,2011,8,9,80.0
2011-08-10,2011,8,10,84.0
2011-08-11,2011,8,11,84.0
2011-08-12,2011,8,12,88.0
2011-08-13,2011,8,13,94.0
2011-08-14,2011,8,14,82.0
2011-08-15,2011,8,15,86.0
2011-08-16,2011,8,16,85.0
2011-08-17,2011,8,17,86.0
2011-08-18,2011,8,18,92.0
2011-08-19,2011,8,19,92.0
2011-08-20,2011,8,20,88.0
2011-08-21,2011,8,21,85.0
2011-08-22,2011,8,22,86.0
2011-08-23,2011,8,23,90.0
2011-08-24,2011,8,24,90.0
2011-08-25,2011,8,25,89.0
2011-08-26,2011,8,26,86.0
2011-08-27,2011,8,27,88.0
2011-08-28,2011,8,28,93.0
2011-08-29,2011,8,29,89.0
2011-08-30,2011,8,30,85.0
2011-08-31,2011,8,31,84.0
2011-09-01,2011,9,1,86.0
2011-09-02,2011,9,2,85.0
2011-09-03,2011,9,3,87.0
2011-09-04,2011,9,4,83.0
2011-09-05,2011,9,5,86.0
2011-09-06,2011,9,6,89.0
2011-09-07,2011,9,7,88.0
2011-09-08,2011,9,8,83.0
2011-09-09,2011,9,9,86.0
2011-09-10,2011,9,10,93.0
2011-09-11,2011,9,11,91.0
2011-09-12,2011,9,12,88.0
2011-09-13,2011,9,13,84.0
2011-09-14,2011,9,14,91.0
2011-09-15,2011,9,15,90.0
2011-09-16,2011,9,16,90.0
2011-09-17,2011,9,17,88.0
2011-09-18,2011,9,18,88.0
2011-09-19,2011,9,19,84.0
2011-09-20,2011,9,20,85.0
2011-09-21,2011,9,21,89.0
2011-09-22,2011,9,22,84.0
2011-09-23,2011,9,23,87.0
2011-09-24,2011,9,24,90.0
2011-09-25,2011,9,25,90.0
2011-09-26,2011,9,26,85.0
2011-09-27,2011,9,27,82.0
2011-09-28,2011,9,28,91.0
2011-09-29,2011,9,29,81.0
2011-09-30,2011,9,30,90.0
2011-10-01,2011,10,1,83.0
2011-10-02,2011,10,2,80.0
2011-10-03,2011,10,3,84.0
2011-10-04,2011,10,4,85.0
2011-10-05,2011,10,5,94.0
2011-10-06,2011,10,6,85.0
2011-10-07,2011,10,7,84.0
2011-10-08,2011,10,8,91.0
2011-10-09,2011,10,9,86.0
2011-10-10,2011,10,10,86.0
2011-10-11,2011,10,11,86.0
2011-10-12,2011,10,12,80.0
2011-10-13,2011,10,13,84.0
2011-10-14,2011,10,14,81.0
2011-10-15,2011,10,15,90.0
2011-10-16,2011,10,16,86.0
2011-10-17,2011,10,17,86.0
2011-10-18,2011,10,18,88.0
2011-10-19,2011,10,19,92.0
2011-10-20,2011,10,20,90.0
2011-10-21,2011,10,21,92.0
2011-10-22,2011,10,22,87.0
2011-10-23,2011,10,23,91.0
2011-10-24,2011,10,24,91.0
2011-10-25,2011,10,25,94.0
2011-10-26,2011,10,26,93.0
2011-10-27,2011,10,27,90.0
2011-10-28,2011,10,28,88.0
2011-10-29,2011,10,29,94.0
2011-10-30,2011,10,30,92.0
2011-10-31,2011,10,31,91.0
2011-11-01,2011,11,1,88.0
2011-11-02,2011,11,2,90.0
2011-11-03,2011,11,3,92.0
2011-11-04,2011,11,4,91.0
2011-11-05,2011,11,5,91.0
2011-11-06,2011,11,6,91.0
2011-11-07,2011,11,7,88.0
2011-11-08,2011,11,8,86.0
2011-11-09,2011,11,9,92.0
2011-11-10,2011,11,10,88.0
2011-11-11,2011,11,11,95.0
2011-11-12,2011,11,12,86.0
2011-11-13,2011,11,13,86.0
2011-11-14,2011,11,14,89.0
2011-11-15,2011,11,15,86.0
2011-11-16,2011,11,16,90.0
2011-11-17,2011,11,17,89.0
2011-11-18,2011,11,18,91.0
2011-11-19,2011,11,19,90.0
2011-11-20,2011,11,20,88.0
2011-11-21,2011,11,21,91.0
2011-11-22,2011,11,22,90.0
2011-11-23,2011,11,23,89.0
2011-11-24,2011,11,24,85.0
2011-11-25,2011,11,25,88.0
2011-11-26,2011,11,26,92.0
2011-11-27,2011,11,27,91.0
2011-11-28,2011,11,28,88.0
2011-11-29,2011,11,29,94.0
2011-11-30,2011,11,30,93.0
2011-12-01,2011,12,1,90.0
2011-12-02,2011,12,2,74.0
2011-12-03,2011,12,3,88.0
2011-12-04,2011,12,4,89.0
2011-12-05,2011,12,5,90.0
2011-12-06,2011,12,6,88.0
2011-12-07,2011,12,7,92.0
2011-12-08,2011,12,8,90.0
2011-12-09,2011,12,9,93.0
2011-12-10,2011,12,10,90.0
2011-12-11,2011,12,11,92.0
2011-12-12,2011,12,12,93.0
2011-12-13,2011,12,13,95.0
2011-12-14,2011,12,14,89.0
2011-12-15,2011,12,15,94.0
2011-12-16,2011,12,16,92.0
2011-12-17,2011,12,17,93.0
2011-12-18,2011,12,18,92.0
2011-12-19,2011,12,19,91.0
2011-12-20,2011,12,20,92.0
2011-12-21,2011,12,21,89.0
2011-12-22,2011,12,22,90.0
2011-12-23,2011,12,23,92.0
2011-12-24,2011,12,24,94.0
2011-12-25,2011,12,25,95.0
2011-12-26,2011,12,26,90.0
2011-12-27,2011,12,27,92.0
2011-12-28,2011,12,28,88.0
2011-12-29,2011,12,29,88.0
2011-12-30,2011,12,30,95.0
2011-12-31,2011,12,31,90.0
2012-01-01,2012,1,1,93.0
2012-01-02,2012,1,2,91.0
2012-01-03,2012,1,3,95.0
2012-01-04,2012,1,4,93.0
2012-01-05,2012,1,5,92.0
2012-01-06,2012,1,6,93.0
2012-01-07,2012,1,7,85.0
2012-01-08,2012,1,8,87.0
2012-01-09,2012,1,9,93.0
2012-01-10,2012,1,10,93.0
2012-01-11,2012,1,11,91.0
2012-01-12,2012,1,12,93.0
2012-01-13,2012,1,13,91.0
2012-01-14,2012,1,14,95.0
2012-01-15,2012,1,15,92.0
2012-01-16,2012,1,16,91.0
2012-01-17,2012,1,17,87.0
2012-01-18,2012,1,18,93.0
2012-01-19,2012,1,19,95.0
2012-01-20,2012,1,20,91.0
2012-01-21,2012,1,21,91.0
2012-01-22,2012,1,22,90.0
2012-01-23,2012,1,23,89.0
2012-01-24,2012,1,24,92.0
2012-01-25,2012,1,25,89.0
2012-01-26,2012,1,26,88.0
2012-01-27,2012,1,27,88.0
2012-01-28,2012,1,28,72.0
2012-01-29,2012,1,29,88.0
2012-01-30,2012,1,30,94.0
2012-01-31,2012,1,31,90.0
2012-02-01,2012,2,1,87.0
2012-02-02,2012,2,2,95.0
2012-02-03,2012,2,3,88.0
2012-02-04,2012,2,4,91.0
2012-02-05,2012,2,5,91.0
2012-02-06,2012,2,6,88.0
2012-02-07,2012,2,7,90.0
2012-02-08,2012,2,8,89.0
2012-02-09,2012,2,9,88.0
2012-02-10,2012,2,10,90.0
2012-02-11,2012,2,11,93.0
2012-02-12,2012,2,12,92.0
2012-02-13,2012,2,13,90.0
2012-02-14,2012,2,14,92.0
2012-02-15,2012,2,15,89.0
2012-02-16,2012,2,16,91.0
2012-02-17,2012,2,17,88.0
2012-02-18,2012,2,18,88.0
2012-02-19,2012,2,19,92.0
2012-02-20,2012,2,20,88.0
2012-02-21,2012,2,21,93.0
2012-02-22,2012,2,22,89.0
2012-02-23,2012,2,23,93.0
2012-02-24,2012,2,24,88.0
2012-02-25,2012,2,25,91.0
2012-02-26,2012,2,26,90.0
2012-02-27,2012,2,27,93.0
2012-02-28,2012,2,28,92.0
2012-02-29,2012,2,29,94.0
2012-03-01,2012,3,1,89.0
2012-03-02,2012,3,2,92.0
2012-03-03,2012,3,3,89.0
2012-03-04,2012,3,4,91.0
2012-03-05,2012,3,5,91.0
2012-03-06,2012,3,6,91.0
2012-03-07,2012,3,7,92.0
2012-03-08,2012,3,8,90.0
2012-03-09,2012,3,9,88.0
2012-03-10,2012,3,10,87.0
2012-03-11,2012,3,11,91.0
2012-03-12,2012,3,12,92.0
2012-03-13,2012,3,13,86.0
2012-03-14,2012,3,14,91.0
2012-03-15,2012,3,15,87.0
2012-03-16,2012,3,16,84.0
2012-03-17,2012,3,17,88.0
2012-03-18,2012,3,18,88.0
2012-03-19,2012,3,19,92.0
2012-03-20,2012,3,20,89.0
2012-03-21,2012,3,21,87.0
2012-03-22,2012,3,22,86.0
2012-03-23,2012,3,23,85.0
2012-03-24,2012,3,24,90.0
2012-03-25,2012,3,25,87.0
2012-03-26,2012,3,26,85.0
2012-03-27,2012,3,27,91.0
2012-03-28,2012,3,28,95.0
2012-03-29,2012,3,29,91.0
2012-03-30,2012,3,30,91.0
2012-03-31,2012,3,31,91.0
2012-04-01,2012,4,1,91.0
2012-04-02,2012,4,2,88.0
2012-04-03,2012,4,3,90.0
2012-04-04,2012,4,4,85.0
2012-04-05,2012,4,5,90.0
2012-04-06,2012,4,6,86.0
2012-04-07,2012,4,7,91.0
2012-04-08,2012,4,8,88.0
2012-04-09,2012,4,9,89.0
2012-04-10,2012,4,10,91.0
2012-04-11,2012,4,11,92.0
2012-04-12,2012,4,12,90.0
2012-04-13,2012,4,13,90.0
2012-04-14,2012,4,14,90.0
2012-04-15,2012,4,15,89.0
2012-04-16,2012,4,16,89.0
2012-04-17,2012,4,17,90.0
2012-04-18,2012,4,18,91.0
2012-04-19,2012,4,19,91.0
2012-04-20,2012,4,20,85.0
2012-04-21,2012,4,21,87.0
2012-04-22,2012,4,22,84.0
2012-04-23,2012,4,23,81.0
2012-04-24,2012,4,24,87.0
2012-04-25,2012,4,25,93.0
2012-04-26,2012,4,26,88.0
2012-04-27,2012,4,27,87.0
2012-04-28,2012,4,28,91.0
2012-04-29,2012,4,29,90.0
2012-04-30,2012,4,30,87.0
2012-05-01,2012,5,1,85.0
2012-05-02,2012,5,2,86.0
2012-05-03,2012,5,3,93.0
2012-05-04,2012,5,4,87.0
2012-05-05,2012,5,5,91.0
2012-05-06,2012,5,6,88.0
2012-05-07,2012,5,7,91.0
2012-05-08,2012,5,8,90.0
2012-05-09,2012,5,9,86.0
2012-05-10,2012,5,10,85.0
2012-05-11,2012,5,11,90.0
2012-05-12,2012,5,12,91.0
2012-05-13,2012,5,13,90.0
2012-05-14,2012,5,14,83.0
2012-05-15,2012,5,15,91.0
2012-05-16,2012,5,16,85.0
2012-05-17,2012,5,17,92.0
2012-05-18,2012,5,18,87.0
2012-05-19,2012,5,19,94.0
2012-05-20,2012,5,20,83.0
2012-05-21,2012,5,21,86.0
2012-05-22,2012,5,22,87.0
2012-05-23,2012,5,23,86.0
2012-05-24,2012,5,24,87.0
2012-05-25,2012,5,25,84.0
2012-05-26,2012,5,26,89.0
2012-05-27,2012,5,27,89.0
2012-05-28,2012,5,28,89.0
2012-05-29,2012,5,29,87.0
2012-05-30,2012,5,30,88.0
2012-05-31,2012,5,31,86.0
2012-06-01,2012,6,1,87.0
2012-06-02,2012,6,2,86.0
2012-06-03,2012,6,3,83.0
2012-06-04,2012,6,4,77.0
2012-06-05,2012,6,5,81.0
2012-06-06,2012,6,6,84.0
2012-06-07,2012,6,7,78.0
2012-06-08,2012,6,8,83.0
2012-06-09,2012,6,9,65.0
2012-06-10,2012,6,10,71.0
2012-06-11,2012,6,11,62.0
2012-06-12,2012,6,12,63.0
2012-06-13,2012,6,13,71.0
2012-06-14,2012,6,14,60.0
2012-06-15,2012,6,15,68.0
2012-06-16,2012,6,16,72.0
2012-06-17,2012,6,17,68.0
2012-06-18,2012,6,18,78.0
2012-06-19,2012,6,19,73.0
2012-06-20,2012,6,20,75.0
2012-06-21,2012,6,21,76.0
2012-06-22,2012,6,22,71.0
2012-06-23,2012,6,23,70.0
2012-06-24,2012,6,24,66.0
2012-06-25,2012,6,25,70.0
2012-06-26,2012,6,26,82.0
2012-06-27,2012,6,27,77.0
2012-06-28,2012,6,28,78.0
2012-06-29,2012,6,29,76.0
2012-06-30,2012,6,30,78.0
2012-07-01,2012,7,1,73.0
2012-07-02,2012,7,2,82.0
2012-07-03,2012,7,3,78.0
2012-07-04,2012,7,4,74.0
2012-07-05,2012,7,5,73.0
2012-07-06,2012,7,6,77.0
2012-07-07,2012,7,7,84.0
2012-07-08,2012,7,8,88.0
2012-07-09,2012,7,9,77.0
2012-07-10,2012,7,10,84.0
2012-07-11,2012,7,11,76.0
2012-07-12,2012,7,12,74.0
2012-07-13,2012,7,13,72.0
2012-07-14,2012,7,14,74.0
2012-07-15,2012,7,15,79.0
2012-07-16,2012,7,16,84.0
2012-07-17,2012,7,17,78.0
2012-07-18,2012,7,18,78.0
2012-07-19,2012,7,19,80.0
2012-07-20,2012,7,20,81.0
2012-07-21,2012,7,21,87.0
2012-07-22,2012,7,22,77.0
2012-07-23,2012,7,23,75.0
2012-07-24,2012,7,24,76.0
2012-07-25,2012,7,25,72.0
2012-07-26,2012,7,26,70.0
2012-07-27,2012,7,27,70.0
2012-07-28,2012,7,28,72.0
2012-07-29,2012,7,29,69.0
2012-07-30,2012,7,30,73.0
2012-07-31,2012,7,31,71.0
2012-08-01,2012,8,1,70.0
2012-08-02,2012,8,2,75.0
2012-08-03,2012,8,3,75.0
2012-08-04,2012,8,4,68.0
2012-08-05,2012,8,5,73.0
2012-08-06,2012,8,6,76.0
2012-08-07,2012,8,7,78.0
2012-08-08,2012,8,8,82.0
2012-08-09,2012,8,9,82.0
2012-08-10,2012,8,10,82.0
2012-08-11,2012,8,11,81.0
2012-08-12,2012,8,12,85.0
2012-08-13,2012,8,13,79.0
2012-08-14,2012,8,14,79.0
2012-08-15,2012,8,15,87.0
2012-08-16,2012,8,16,83.0
2012-08-17,2012,8,17,76.0
2012-08-18,2012,8,18,74.0
2012-08-19,2012,8,19,85.0
2012-08-20,2012,8,20,88.0
2012-08-21,2012,8,21,83.0
2012-08-22,2012,8,22,83.0
