Date,Location,SST,RAD,DayOfYear,Year,Month,Quarter,Season
2015-11-02,4N90E,29.76,208.1,306,2015,11,4,SON
2015-11-03,4N90E,29.57,280.54,307,2015,11,4,SON
2015-11-04,4N90E,29.56,157.91,308,2015,11,4,SON
2015-11-05,4N90E,29.31,164.49,309,2015,11,4,SON
2015-11-06,4N90E,29.18,94.73,310,2015,11,4,SON
2015-11-07,4N90E,29.08,105.88,311,2015,11,4,SON
2015-11-08,4N90E,29.33,261.48,312,2015,11,4,SON
2015-11-09,4N90E,29.25,215.3,313,2015,11,4,SON
2015-11-10,4N90E,29.21,133.89,314,2015,11,4,SON
2015-11-11,4N90E,29.07,178.66,315,2015,11,4,SON
2015-11-12,4N90E,28.98,68.46,316,2015,11,4,SON
2015-11-13,4N90E,29.3,236.34,317,2015,11,4,SON
2015-11-14,4N90E,29.1,119.66,318,2015,11,4,SON
2015-11-15,4N90E,29.03,123.21,319,2015,11,4,SON
2015-11-16,4N90E,28.94,121.16,320,2015,11,4,SON
2015-11-17,4N90E,29.45,271.69,321,2015,11,4,SON
2015-11-18,4N90E,29.54,260.86,322,2015,11,4,SON
2015-11-19,4N90E,29.55,289.39,323,2015,11,4,SON
2015-11-20,4N90E,29.13,86.4,324,2015,11,4,SON
2015-11-21,4N90E,29.38,271.48,325,2015,11,4,SON
2015-11-22,4N90E,29.19,198.72,326,2015,11,4,SON
2015-11-23,4N90E,29.23,266.99,327,2015,11,4,SON
2015-11-24,4N90E,29.32,207.15,328,2015,11,4,SON
2015-11-25,4N90E,29.27,169.47,329,2015,11,4,SON
2015-11-26,4N90E,29.27,153.27,330,2015,11,4,SON
2015-11-27,4N90E,29.39,255.03,331,2015,11,4,SON
2015-11-28,4N90E,29.38,184.68,332,2015,11,4,SON
2015-11-29,4N90E,29.26,69.65,333,2015,11,4,SON
2015-11-30,4N90E,29.35,85.29,334,2015,11,4,SON
2015-12-01,4N90E,29.36,129.78094217286335,335,2015,12,4,DJF
2015-12-02,4N90E,29.38,167.4993915281196,336,2015,12,4,DJF
2015-12-03,4N90E,29.26,198.62505595216257,337,2015,12,4,DJF
2015-12-04,4N90E,29.45,223.33764333138606,338,2015,12,4,DJF
2015-12-05,4N90E,29.62,241.8168615521837,339,2015,12,4,DJF
2015-12-06,4N90E,29.41,254.24241850094938,340,2015,12,4,DJF
2015-12-07,4N90E,29.49,260.7940220640766,341,2015,12,4,DJF
2015-12-08,4N90E,29.69,261.65138012795944,342,2015,12,4,DJF
2015-12-09,4N90E,29.59,256.99420057899135,343,2015,12,4,DJF
2015-12-10,4N90E,29.5,247.00219130356615,344,2015,12,4,DJF
2015-12-11,4N90E,29.42,231.8550601880778,345,2015,12,4,DJF
2015-12-12,4N90E,29.33,211.73251511891976,346,2015,12,4,DJF
2015-12-13,4N90E,29.49,186.81426398248598,347,2015,12,4,DJF
2015-12-14,4N90E,29.34,157.2800146651699,348,2015,12,4,DJF
2015-12-15,4N90E,29.13,123.30947505336567,349,2015,12,4,DJF
2015-12-16,4N90E,29.23,85.08235303346655,350,2015,12,4,DJF
2015-12-17,4N90E,29.22,42.77835649186688,351,2015,12,4,DJF
2015-12-18,4N90E,29.34,0.0,352,2015,12,4,DJF
2015-12-19,4N90E,29.5,0.0,353,2015,12,4,DJF
2015-12-20,4N90E,29.3,0.0,354,2015,12,4,DJF
2015-12-21,4N90E,29.3,0.0,355,2015,12,4,DJF
2015-12-22,4N90E,29.3,0.0,356,2015,12,4,DJF
2015-12-23,4N90E,29.37,0.0,357,2015,12,4,DJF
2015-12-24,4N90E,29.33,0.0,358,2015,12,4,DJF
2015-12-25,4N90E,29.38,0.0,359,2015,12,4,DJF
2015-12-26,4N90E,29.47,0.0,360,2015,12,4,DJF
2015-12-27,4N90E,29.75,0.0,361,2015,12,4,DJF
2015-12-28,4N90E,29.6,0.0,362,2015,12,4,DJF
2015-12-29,4N90E,29.49,0.0,363,2015,12,4,DJF
2015-12-30,4N90E,29.41,0.0,364,2015,12,4,DJF
2015-12-31,4N90E,29.4,0.0,365,2015,12,4,DJF
2016-01-01,4N90E,29.43,0.0,1,2016,1,1,DJF
2016-01-02,4N90E,29.56,0.0,2,2016,1,1,DJF
2016-01-03,4N90E,29.64,0.0,3,2016,1,1,DJF
2016-01-04,4N90E,29.6,0.0,4,2016,1,1,DJF
2016-01-05,4N90E,29.5,0.0,5,2016,1,1,DJF
2016-01-06,4N90E,29.59,0.0,6,2016,1,1,DJF
2016-01-07,4N90E,29.54,0.0,7,2016,1,1,DJF
2016-01-08,4N90E,29.6,0.0,8,2016,1,1,DJF
2016-01-09,4N90E,29.59,0.0,9,2016,1,1,DJF
2016-01-10,4N90E,29.59,0.0,10,2016,1,1,DJF
2016-01-11,4N90E,29.52,0.0,11,2016,1,1,DJF
2016-01-12,4N90E,29.55,0.0,12,2016,1,1,DJF
2016-01-13,4N90E,29.52,0.0,13,2016,1,1,DJF
2016-01-14,4N90E,29.55,0.0,14,2016,1,1,DJF
2016-01-15,4N90E,29.45,0.0,15,2016,1,1,DJF
2016-01-16,4N90E,29.43,0.0,16,2016,1,1,DJF
2016-01-17,4N90E,29.41,0.0,17,2016,1,1,DJF
2016-01-18,4N90E,29.46,0.0,18,2016,1,1,DJF
2016-01-19,4N90E,29.45,0.0,19,2016,1,1,DJF
2016-01-20,4N90E,29.44,0.0,20,2016,1,1,DJF
2016-01-21,4N90E,29.45,0.0,21,2016,1,1,DJF
2016-01-22,4N90E,29.7,0.0,22,2016,1,1,DJF
2016-01-23,4N90E,29.76,0.0,23,2016,1,1,DJF
2016-01-24,4N90E,29.77,0.0,24,2016,1,1,DJF
2016-01-25,4N90E,29.66,0.0,25,2016,1,1,DJF
2016-01-26,4N90E,29.58,0.0,26,2016,1,1,DJF
2016-01-27,4N90E,29.82,0.0,27,2016,1,1,DJF
2016-01-28,4N90E,29.97,0.0,28,2016,1,1,DJF
2016-01-29,4N90E,29.6,0.0,29,2016,1,1,DJF
2016-01-30,4N90E,29.54,0.0,30,2016,1,1,DJF
2016-01-31,4N90E,29.57,0.0,31,2016,1,1,DJF
2016-02-01,4N90E,29.62,0.0,32,2016,2,1,DJF
2016-02-02,4N90E,29.52,0.0,33,2016,2,1,DJF
2016-02-03,4N90E,29.39,0.0,34,2016,2,1,DJF
2016-02-04,4N90E,29.42,0.0,35,2016,2,1,DJF
2016-02-05,4N90E,29.45,0.0,36,2016,2,1,DJF
2016-02-06,4N90E,29.43,0.0,37,2016,2,1,DJF
2016-02-07,4N90E,29.02,0.0,38,2016,2,1,DJF
2016-02-08,4N90E,29.13,0.0,39,2016,2,1,DJF
2016-02-09,4N90E,29.22,0.0,40,2016,2,1,DJF
2016-02-10,4N90E,29.25,0.0,41,2016,2,1,DJF
2016-02-11,4N90E,29.33,0.0,42,2016,2,1,DJF
2016-02-12,4N90E,29.32,0.0,43,2016,2,1,DJF
2016-02-13,4N90E,29.48,0.0,44,2016,2,1,DJF
2016-02-14,4N90E,29.62,0.0,45,2016,2,1,DJF
2016-02-15,4N90E,29.42,0.0,46,2016,2,1,DJF
2016-02-16,4N90E,29.41,0.0,47,2016,2,1,DJF
2016-02-17,4N90E,29.53,0.0,48,2016,2,1,DJF
2016-02-18,4N90E,29.7,0.0,49,2016,2,1,DJF
2016-02-19,4N90E,29.99,0.0,50,2016,2,1,DJF
2016-02-20,4N90E,29.62,0.0,51,2016,2,1,DJF
2016-02-21,4N90E,29.54,0.0,52,2016,2,1,DJF
2016-02-22,4N90E,29.48,0.0,53,2016,2,1,DJF
2016-02-23,4N90E,29.63,0.0,54,2016,2,1,DJF
2016-02-24,4N90E,29.74,0.0,55,2016,2,1,DJF
2016-02-25,4N90E,29.57,0.0,56,2016,2,1,DJF
2016-02-26,4N90E,29.58,0.0,57,2016,2,1,DJF
2016-02-27,4N90E,29.64,0.0,58,2016,2,1,DJF
2016-02-28,4N90E,29.67,0.0,59,2016,2,1,DJF
2016-02-29,4N90E,29.66,0.0,60,2016,2,1,DJF
2016-03-01,4N90E,29.69,0.0,61,2016,3,1,MAM
2016-03-02,4N90E,29.72,0.0,62,2016,3,1,MAM
2016-03-03,4N90E,29.62,0.0,63,2016,3,1,MAM
2016-03-04,4N90E,29.64,0.0,64,2016,3,1,MAM
2016-03-05,4N90E,29.67,0.0,65,2016,3,1,MAM
2016-03-06,4N90E,29.67,0.0,66,2016,3,1,MAM
2016-03-07,4N90E,29.67,0.0,67,2016,3,1,MAM
2016-03-08,4N90E,29.64,0.0,68,2016,3,1,MAM
2016-03-09,4N90E,29.61,69.31,69,2016,3,1,MAM
2016-03-10,4N90E,30.19,271.25,70,2016,3,1,MAM
2016-03-11,4N90E,29.74,281.93,71,2016,3,1,MAM
2016-03-12,4N90E,29.91,296.07,72,2016,3,1,MAM
2016-03-13,4N90E,30.02,263.09,73,2016,3,1,MAM
2016-03-14,4N90E,30.14,240.59,74,2016,3,1,MAM
2016-03-15,4N90E,29.95,185.97,75,2016,3,1,MAM
2016-03-16,4N90E,29.89,162.68,76,2016,3,1,MAM
2016-03-17,4N90E,30.12,268.31,77,2016,3,1,MAM
2016-03-18,4N90E,30.03,282.5,78,2016,3,1,MAM
2016-03-19,4N90E,30.09,287.99,79,2016,3,1,MAM
2016-03-20,4N90E,29.92,122.05,80,2016,3,1,MAM
2016-03-21,4N90E,30.27,209.38,81,2016,3,1,MAM
2016-03-22,4N90E,30.36,267.51,82,2016,3,1,MAM
2016-03-23,4N90E,30.14,176.91,83,2016,3,1,MAM
2016-03-24,4N90E,30.25,283.96,84,2016,3,1,MAM
2016-03-25,4N90E,30.36,294.55,85,2016,3,1,MAM
2016-03-26,4N90E,30.13,219.79,86,2016,3,1,MAM
2016-03-27,4N90E,30.37,304.46,87,2016,3,1,MAM
2016-03-28,4N90E,30.51,289.53,88,2016,3,1,MAM
2016-03-29,4N90E,30.44,308.71,89,2016,3,1,MAM
2016-03-30,4N90E,30.58,210.96,90,2016,3,1,MAM
2016-03-31,4N90E,31.16,286.94,91,2016,3,1,MAM
2016-04-01,4N90E,31.17,297.62,92,2016,4,2,MAM
2016-04-02,4N90E,30.97,285.28,93,2016,4,2,MAM
2016-04-03,4N90E,31.0,245.23,94,2016,4,2,MAM
2016-04-04,4N90E,30.82,178.22,95,2016,4,2,MAM
2016-04-05,4N90E,30.94,240.66,96,2016,4,2,MAM
2016-04-06,4N90E,30.51,63.03,97,2016,4,2,MAM
2016-04-07,4N90E,30.73,293.24,98,2016,4,2,MAM
2016-04-08,4N90E,31.16,303.86,99,2016,4,2,MAM
2016-04-09,4N90E,30.56,134.06,100,2016,4,2,MAM
2016-04-10,4N90E,30.78,263.67,101,2016,4,2,MAM
2016-04-11,4N90E,30.38,118.24,102,2016,4,2,MAM
2016-04-12,4N90E,30.67,214.96,103,2016,4,2,MAM
2016-04-13,4N90E,31.2,300.76,104,2016,4,2,MAM
2016-04-14,4N90E,31.21,298.96,105,2016,4,2,MAM
2016-04-15,4N90E,31.1,300.45,106,2016,4,2,MAM
2016-04-16,4N90E,31.07,223.55,107,2016,4,2,MAM
2016-04-17,4N90E,31.16,227.58,108,2016,4,2,MAM
2016-04-18,4N90E,31.29,215.22,109,2016,4,2,MAM
2016-04-19,4N90E,31.4,189.70285120153915,110,2016,4,2,MAM
2016-04-20,4N90E,31.41,162.4920078100514,111,2016,4,2,MAM
2016-04-21,4N90E,31.43,133.6048699861332,112,2016,4,2,MAM
2016-04-22,4N90E,31.27,103.05883789038103,113,2016,4,2,MAM
2016-04-23,4N90E,31.2,70.87131168339128,114,2016,4,2,MAM
2016-04-24,4N90E,30.99,37.059691525760506,115,2016,4,2,MAM
2016-04-25,4N90E,31.2,1.6413775780850384,116,2016,4,2,MAM
2016-04-26,4N90E,31.47,0.0,117,2016,4,2,MAM
2016-04-27,4N90E,31.58,0.0,118,2016,4,2,MAM
2016-04-28,4N90E,31.78,0.0,119,2016,4,2,MAM
2016-04-29,4N90E,31.62,0.0,120,2016,4,2,MAM
2016-04-30,4N90E,31.32,0.0,121,2016,4,2,MAM
2016-05-01,4N90E,31.58,0.0,122,2016,5,2,MAM
2016-05-02,4N90E,31.29,0.0,123,2016,5,2,MAM
2016-05-03,4N90E,31.32,0.0,124,2016,5,2,MAM
2016-05-04,4N90E,30.94,0.0,125,2016,5,2,MAM
2016-05-05,4N90E,31.16,0.0,126,2016,5,2,MAM
2016-05-06,4N90E,31.1,0.0,127,2016,5,2,MAM
2016-05-07,4N90E,31.2,0.0,128,2016,5,2,MAM
2016-05-08,4N90E,31.37,0.0,129,2016,5,2,MAM
2016-05-09,4N90E,31.22,0.0,130,2016,5,2,MAM
2016-05-10,4N90E,31.3,0.0,131,2016,5,2,MAM
2016-05-11,4N90E,31.36,0.0,132,2016,5,2,MAM
2016-05-12,4N90E,30.97,0.0,133,2016,5,2,MAM
2016-05-13,4N90E,30.86,0.0,134,2016,5,2,MAM
2016-05-14,4N90E,30.71,0.0,135,2016,5,2,MAM
2016-05-15,4N90E,30.55,0.0,136,2016,5,2,MAM
2016-05-16,4N90E,30.66,0.0,137,2016,5,2,MAM
2016-05-17,4N90E,30.545,0.0,138,2016,5,2,MAM
2016-05-18,4N90E,30.43,0.0,139,2016,5,2,MAM
2016-05-19,4N90E,30.48,0.0,140,2016,5,2,MAM
2016-05-20,4N90E,30.46,0.0,141,2016,5,2,MAM
2016-05-21,4N90E,30.45,0.0,142,2016,5,2,MAM
2016-05-22,4N90E,30.4,0.0,143,2016,5,2,MAM
2016-05-23,4N90E,30.37,0.0,144,2016,5,2,MAM
2016-05-24,4N90E,30.33,0.0,145,2016,5,2,MAM
2016-05-25,4N90E,30.29,0.0,146,2016,5,2,MAM
2016-05-26,4N90E,30.24,0.0,147,2016,5,2,MAM
2016-05-27,4N90E,30.18,0.0,148,2016,5,2,MAM
2016-05-28,4N90E,30.12,0.0,149,2016,5,2,MAM
2016-05-29,4N90E,30.11,0.0,150,2016,5,2,MAM
2016-05-30,4N90E,30.04,0.0,151,2016,5,2,MAM
2016-05-31,4N90E,30.06,0.0,152,2016,5,2,MAM
2016-06-01,4N90E,30.06,0.0,153,2016,6,2,JJA
2016-06-02,4N90E,30.04,0.0,154,2016,6,2,JJA
2016-06-03,4N90E,30.05,0.0,155,2016,6,2,JJA
2016-06-04,4N90E,30.03,0.0,156,2016,6,2,JJA
2016-06-05,4N90E,30.1,0.0,157,2016,6,2,JJA
2016-06-06,4N90E,30.14,0.0,158,2016,6,2,JJA
2016-06-07,4N90E,30.18,0.0,159,2016,6,2,JJA
2016-06-08,4N90E,30.11,0.0,160,2016,6,2,JJA
2016-06-09,4N90E,30.1,0.0,161,2016,6,2,JJA
2016-06-10,4N90E,30.15,0.0,162,2016,6,2,JJA
2016-06-11,4N90E,30.03,0.0,163,2016,6,2,JJA
2016-06-12,4N90E,29.94,0.0,164,2016,6,2,JJA
2016-06-13,4N90E,29.93,0.0,165,2016,6,2,JJA
2016-06-14,4N90E,29.9,0.0,166,2016,6,2,JJA
2016-06-15,4N90E,29.82,0.0,167,2016,6,2,JJA
2016-06-16,4N90E,29.8,0.0,168,2016,6,2,JJA
2016-06-17,4N90E,29.77,0.0,169,2016,6,2,JJA
2016-06-18,4N90E,29.73,0.0,170,2016,6,2,JJA
2016-06-19,4N90E,29.56,0.0,171,2016,6,2,JJA
2016-06-20,4N90E,29.5,0.0,172,2016,6,2,JJA
2016-06-21,4N90E,29.477502070483588,0.0,173,2016,6,2,JJA
2016-06-22,4N90E,29.453418925680623,0.0,174,2016,6,2,JJA
2016-06-23,4N90E,29.427770974910747,0.0,175,2016,6,2,JJA
2016-06-24,4N90E,29.400578627493626,0.0,176,2016,6,2,JJA
2016-06-25,4N90E,29.371862292748894,0.0,177,2016,6,2,JJA
2016-06-26,4N90E,29.34164237999621,0.0,178,2016,6,2,JJA
2016-06-27,4N90E,29.309939298555214,0.0,179,2016,6,2,JJA
2016-06-28,4N90E,29.276773457745563,0.0,180,2016,6,2,JJA
2016-06-29,4N90E,29.242165266886907,0.0,181,2016,6,2,JJA
2016-06-30,4N90E,29.20613513529889,0.0,182,2016,6,2,JJA
2016-07-01,4N90E,29.168703472301168,0.0,183,2016,7,3,JJA
2016-07-02,4N90E,29.129890687213386,0.0,184,2016,7,3,JJA
2016-07-03,4N90E,29.089717189355195,0.0,185,2016,7,3,JJA
2016-07-04,4N90E,29.048203388046247,0.0,186,2016,7,3,JJA
2016-07-05,4N90E,29.005369692606184,0.0,187,2016,7,3,JJA
2016-07-06,4N90E,28.96123651235467,0.0,188,2016,7,3,JJA
2016-07-07,4N90E,28.91582425661133,0.0,189,2016,7,3,JJA
2016-07-08,4N90E,28.869153334695845,0.0,190,2016,7,3,JJA
2016-07-09,4N90E,28.821244155927843,0.0,191,2016,7,3,JJA
2016-07-10,4N90E,28.77211712962697,0.0,192,2016,7,3,JJA
2016-07-11,4N90E,28.721792665112886,0.0,193,2016,7,3,JJA
2016-07-12,4N90E,28.670291171705248,0.0,194,2016,7,3,JJA
2016-07-13,4N90E,28.617633058723698,0.0,195,2016,7,3,JJA
2016-07-14,4N90E,28.56383873548787,0.0,196,2016,7,3,JJA
2016-07-15,4N90E,28.508928611317433,0.0,197,2016,7,3,JJA
2016-07-16,4N90E,28.452923095532025,0.0,198,2016,7,3,JJA
2016-07-17,4N90E,28.395842597451317,0.0,199,2016,7,3,JJA
2016-07-18,4N90E,28.33770752639493,0.0,200,2016,7,3,JJA
2016-07-19,4N90E,28.278538291682526,0.0,201,2016,7,3,JJA
2016-07-20,4N90E,28.218355302633753,0.0,202,2016,7,3,JJA
2016-07-21,4N90E,28.157178968568264,0.0,203,2016,7,3,JJA
2016-07-22,4N90E,28.09502969880571,0.0,204,2016,7,3,JJA
2016-07-23,4N90E,28.031927902665736,0.0,205,2016,7,3,JJA
2016-07-24,4N90E,27.967893989467996,0.0,206,2016,7,3,JJA
2016-07-25,4N90E,27.90294836853213,0.0,207,2016,7,3,JJA
2016-07-26,4N90E,27.83711144917779,0.0,208,2016,7,3,JJA
2016-07-27,4N90E,27.770403640724638,0.0,209,2016,7,3,JJA
2016-07-28,4N90E,27.702845352492314,0.0,210,2016,7,3,JJA
2016-07-29,4N90E,27.634456993800466,0.0,211,2016,7,3,JJA
2016-07-30,4N90E,27.565258973968746,0.0,212,2016,7,3,JJA
2016-07-31,4N90E,27.495271702316796,0.0,213,2016,7,3,JJA
2016-08-01,4N90E,27.424515588164283,0.0,214,2016,8,3,JJA
2016-08-02,4N90E,27.353011040830836,0.0,215,2016,8,3,JJA
2016-08-03,4N90E,27.280778469636125,0.0,216,2016,8,3,JJA
2016-08-04,4N90E,27.20783828389978,0.0,217,2016,8,3,JJA
2016-08-05,4N90E,27.134210892941464,0.0,218,2016,8,3,JJA
2016-08-06,4N90E,27.05991670608082,0.0,219,2016,8,3,JJA
2016-08-07,4N90E,26.9849761326375,0.0,220,2016,8,3,JJA
2016-08-08,4N90E,26.909409581931158,0.0,221,2016,8,3,JJA
2016-08-09,4N90E,26.83323746328143,0.0,222,2016,8,3,JJA
2016-08-10,4N90E,26.756480186007987,0.0,223,2016,8,3,JJA
2016-08-11,4N90E,26.679158159430454,0.0,224,2016,8,3,JJA
2016-08-12,4N90E,26.601291792868494,0.0,225,2016,8,3,JJA
2016-08-13,4N90E,26.522901495641765,0.0,226,2016,8,3,JJA
2016-08-14,4N90E,26.444007677069894,0.0,227,2016,8,3,JJA
2016-08-15,4N90E,26.364630746472542,0.0,228,2016,8,3,JJA
2016-08-16,4N90E,26.284791113169366,0.0,229,2016,8,3,JJA
2016-08-17,4N90E,26.204509186480006,0.0,230,2016,8,3,JJA
2016-08-18,4N90E,26.123805375724114,0.0,231,2016,8,3,JJA
2016-08-19,4N90E,26.042700090221334,0.0,232,2016,8,3,JJA
2016-08-20,4N90E,25.96121373929133,0.0,233,2016,8,3,JJA
2016-08-21,4N90E,25.879366732253736,0.0,234,2016,8,3,JJA
2016-08-22,4N90E,25.797179478428212,0.0,235,2016,8,3,JJA
2016-08-23,4N90E,25.714672387134407,0.0,236,2016,8,3,JJA
2016-08-24,4N90E,25.631865867691957,0.0,237,2016,8,3,JJA
2016-08-25,4N90E,25.54878032942053,0.0,238,2016,8,3,JJA
2016-08-26,4N90E,25.465436181639767,0.0,239,2016,8,3,JJA
2016-08-27,4N90E,25.38185383366931,0.0,240,2016,8,3,JJA
2016-08-28,4N90E,25.298053694828827,0.0,241,2016,8,3,JJA
2016-08-29,4N90E,25.21405617443795,0.0,242,2016,8,3,JJA
2016-08-30,4N90E,25.12988168181634,0.0,243,2016,8,3,JJA
2016-08-31,4N90E,25.04555062628364,0.0,244,2016,8,3,JJA
2016-09-01,4N90E,24.9610834171595,0.0,245,2016,9,3,SON
2016-09-02,4N90E,24.87650046376357,0.0,246,2016,9,3,SON
2016-09-03,4N90E,24.791822175415497,0.0,247,2016,9,3,SON
2016-09-04,4N90E,24.70706896143494,0.0,248,2016,9,3,SON
2016-09-05,4N90E,24.622261231141536,0.0,249,2016,9,3,SON
2016-09-06,4N90E,24.53741939385495,0.0,250,2016,9,3,SON
2016-09-07,4N90E,24.452563858894813,0.0,251,2016,9,3,SON
2016-09-08,4N90E,24.36771503558079,0.0,252,2016,9,3,SON
2016-09-09,4N90E,24.282893333232515,0.0,253,2016,9,3,SON
2016-09-10,4N90E,24.19811916116965,0.0,254,2016,9,3,SON
2016-09-11,4N90E,24.11341292871185,0.0,255,2016,9,3,SON
2016-09-12,4N90E,24.02879504517875,0.0,256,2016,9,3,SON
2016-09-13,4N90E,23.944285919890003,0.0,257,2016,9,3,SON
2016-09-14,4N90E,23.859905962165257,0.0,258,2016,9,3,SON
2016-09-15,4N90E,23.77567558132418,0.0,259,2016,9,3,SON
2016-09-16,4N90E,23.69161518668639,0.0,260,2016,9,3,SON
2016-09-17,4N90E,23.60774518757157,0.0,261,2016,9,3,SON
2016-09-18,4N90E,23.524085993299344,0.0,262,2016,9,3,SON
2016-09-19,4N90E,23.440658013189363,0.0,263,2016,9,3,SON
2016-09-20,4N90E,23.357481656561294,0.0,264,2016,9,3,SON
2016-09-21,4N90E,23.27457733273477,0.0,265,2016,9,3,SON
2016-09-22,4N90E,23.191965451029446,0.0,266,2016,9,3,SON
2016-09-23,4N90E,23.109666420764977,0.0,267,2016,9,3,SON
2016-09-24,4N90E,23.027700651261007,0.0,268,2016,9,3,SON
2016-09-25,4N90E,22.94608855183719,0.0,269,2016,9,3,SON
2016-09-26,4N90E,22.864850531813165,0.0,270,2016,9,3,SON
2016-09-27,4N90E,22.784007000508588,0.0,271,2016,9,3,SON
2016-09-28,4N90E,22.70357836724311,0.0,272,2016,9,3,SON
2016-09-29,4N90E,22.62358504133638,0.0,273,2016,9,3,SON
2016-09-30,4N90E,22.54404743210805,0.0,274,2016,9,3,SON
2016-10-01,4N90E,22.464985948877768,0.0,275,2016,10,4,SON
2016-10-02,4N90E,22.38642100096517,0.0,276,2016,10,4,SON
2016-10-03,4N90E,22.30837299768993,0.0,277,2016,10,4,SON
2016-10-04,4N90E,22.23086234837168,0.0,278,2016,10,4,SON
2016-10-05,4N90E,22.15390946233007,0.0,279,2016,10,4,SON
2016-10-06,4N90E,22.07753474888476,0.0,280,2016,10,4,SON
2016-10-07,4N90E,22.001758617355392,0.0,281,2016,10,4,SON
2016-10-08,4N90E,21.926601477061617,0.0,282,2016,10,4,SON
2016-10-09,4N90E,21.85208373732308,0.0,283,2016,10,4,SON
2016-10-10,4N90E,21.77822580745944,0.0,284,2016,10,4,SON
2016-10-11,4N90E,21.705048096790335,0.0,285,2016,10,4,SON
2016-10-12,4N90E,21.632571014635428,0.0,286,2016,10,4,SON
2016-10-13,4N90E,21.560814970314357,0.0,287,2016,10,4,SON
2016-10-14,4N90E,21.489800373146775,0.0,288,2016,10,4,SON
2016-10-15,4N90E,21.419547632452336,0.0,289,2016,10,4,SON
2016-10-16,4N90E,21.350077157550682,0.0,290,2016,10,4,SON
2016-10-17,4N90E,21.281409357761472,0.0,291,2016,10,4,SON
2016-10-18,4N90E,21.21356464240435,0.0,292,2016,10,4,SON
2016-10-19,4N90E,21.14656342079896,0.0,293,2016,10,4,SON
2016-10-20,4N90E,21.080426102264955,0.0,294,2016,10,4,SON
2016-10-21,4N90E,21.01517309612199,0.0,295,2016,10,4,SON
2016-10-22,4N90E,20.950824811689714,0.0,296,2016,10,4,SON
2016-10-23,4N90E,20.887401658287768,0.0,297,2016,10,4,SON
2016-10-24,4N90E,20.824924045235807,0.0,298,2016,10,4,SON
2016-10-25,4N90E,20.763412381853485,0.0,299,2016,10,4,SON
2016-10-26,4N90E,20.702887077460442,0.0,300,2016,10,4,SON
2016-10-27,4N90E,20.643368541376333,0.0,301,2016,10,4,SON
2016-10-28,4N90E,20.584877182920813,0.0,302,2016,10,4,SON
2016-10-29,4N90E,20.52743341141352,0.0,303,2016,10,4,SON
2016-10-30,4N90E,20.47105763617411,0.0,304,2016,10,4,SON
2016-10-31,4N90E,20.41577026652223,0.0,305,2016,10,4,SON
2016-11-01,4N90E,20.361591711777532,0.0,306,2016,11,4,SON
2016-11-02,4N90E,20.308542381259663,0.0,307,2016,11,4,SON
2016-11-03,4N90E,20.256642684288277,0.0,308,2016,11,4,SON
2016-11-04,4N90E,20.20591303018302,0.0,309,2016,11,4,SON
2016-11-05,4N90E,20.15637382826354,0.0,310,2016,11,4,SON
2016-11-06,4N90E,20.108045487849488,0.0,311,2016,11,4,SON
2016-11-07,4N90E,20.06094841826051,0.0,312,2016,11,4,SON
2016-11-08,4N90E,20.015103028816267,0.0,313,2016,11,4,SON
2016-11-09,4N90E,20.0,0.0,314,2016,11,4,SON
2016-11-10,4N90E,20.0,0.0,315,2016,11,4,SON
2016-11-11,4N90E,20.0,0.0,316,2016,11,4,SON
2016-11-12,4N90E,20.0,0.0,317,2016,11,4,SON
2016-11-13,4N90E,20.0,0.0,318,2016,11,4,SON
2016-11-14,4N90E,20.0,0.0,319,2016,11,4,SON
2016-11-15,4N90E,20.0,0.0,320,2016,11,4,SON
2016-11-16,4N90E,20.0,0.0,321,2016,11,4,SON
2016-11-17,4N90E,20.0,0.0,322,2016,11,4,SON
2016-11-18,4N90E,20.0,0.0,323,2016,11,4,SON
2016-11-19,4N90E,20.0,0.0,324,2016,11,4,SON
2016-11-20,4N90E,20.0,0.0,325,2016,11,4,SON
2016-11-21,4N90E,20.0,0.0,326,2016,11,4,SON
2016-11-22,4N90E,20.0,0.0,327,2016,11,4,SON
2016-11-23,4N90E,20.0,0.0,328,2016,11,4,SON
2016-11-24,4N90E,20.0,0.0,329,2016,11,4,SON
2016-11-25,4N90E,20.0,0.0,330,2016,11,4,SON
2016-11-26,4N90E,20.0,0.0,331,2016,11,4,SON
2016-11-27,4N90E,20.0,0.0,332,2016,11,4,SON
2016-11-28,4N90E,20.0,0.0,333,2016,11,4,SON
2016-11-29,4N90E,20.0,0.0,334,2016,11,4,SON
2016-11-30,4N90E,20.0,0.0,335,2016,11,4,SON
2016-12-01,4N90E,20.0,0.0,336,2016,12,4,DJF
2016-12-02,4N90E,20.0,0.0,337,2016,12,4,DJF
2016-12-03,4N90E,20.0,0.0,338,2016,12,4,DJF
2016-12-04,4N90E,20.0,0.0,339,2016,12,4,DJF
2016-12-05,4N90E,20.0,0.0,340,2016,12,4,DJF
2016-12-06,4N90E,20.0,0.0,341,2016,12,4,DJF
2016-12-07,4N90E,20.0,0.0,342,2016,12,4,DJF
2016-12-08,4N90E,20.0,0.0,343,2016,12,4,DJF
2016-12-09,4N90E,20.0,0.0,344,2016,12,4,DJF
2016-12-10,4N90E,20.0,0.0,345,2016,12,4,DJF
2016-12-11,4N90E,20.0,0.0,346,2016,12,4,DJF
