Date,Year,Month,Day,Prec,StDev,%Time,Q,S,data_quality,source_priority,is_outlier_Prec
2006-01-19,2006,1,19,0.05,0.48,1.4,2,5,high,5,False
2006-01-20,2006,1,20,-0.01,0.05,0.0,2,5,high,5,False
2006-01-21,2006,1,21,,11.36,16.7,2,5,high,5,True
2006-01-22,2006,1,22,0.74,4.87,5.6,2,5,high,5,False
2006-01-23,2006,1,23,-0.03,0.01,0.0,2,5,high,5,False
2006-01-24,2006,1,24,-0.03,0.02,0.0,2,5,high,5,False
2006-01-25,2006,1,25,-0.01,0.01,0.0,2,5,high,5,False
2006-01-26,2006,1,26,-0.01,0.01,0.0,2,5,high,5,False
2006-01-27,2006,1,27,-0.01,0.01,0.0,2,5,high,5,False
2006-01-28,2006,1,28,-0.01,0.01,0.0,2,5,high,5,False
2006-01-29,2006,1,29,-0.02,0.01,0.0,2,5,high,5,False
2006-01-30,2006,1,30,-0.02,0.01,0.0,2,5,high,5,False
2006-01-31,2006,1,31,0.04,0.35,2.1,2,5,high,5,False
2006-02-01,2006,2,1,-0.01,0.01,0.0,2,5,high,5,False
2006-02-02,2006,2,2,-0.01,0.02,0.0,2,5,high,5,False
2006-02-03,2006,2,3,0.0,0.01,0.0,2,5,high,5,False
2006-02-04,2006,2,4,-0.01,0.02,0.0,2,5,high,5,False
2006-02-05,2006,2,5,1.34,6.81,4.9,2,5,high,5,False
2006-02-06,2006,2,6,0.09,0.68,2.1,2,5,high,5,False
2006-02-07,2006,2,7,0.8,3.6,6.2,2,5,high,5,False
2006-02-08,2006,2,8,0.0,0.02,0.0,2,5,high,5,False
2006-02-09,2006,2,9,0.78,4.17,7.6,2,5,high,5,False
2006-02-10,2006,2,10,0.09,0.69,2.1,2,5,high,5,False
2006-02-11,2006,2,11,1.01,5.83,4.2,2,5,high,5,False
2006-02-12,2006,2,12,0.14,1.11,2.1,2,5,high,5,False
2006-02-13,2006,2,13,0.76,3.49,6.2,2,5,high,5,False
2006-02-14,2006,2,14,0.84,2.8,12.5,2,5,high,5,False
2006-02-15,2006,2,15,0.01,0.11,0.0,2,5,high,5,False
2006-02-16,2006,2,16,0.02,0.25,1.4,2,5,high,5,False
2006-02-17,2006,2,17,-0.01,0.08,0.0,2,5,high,5,False
2006-02-18,2006,2,18,0.59,2.88,9.7,2,5,high,5,False
2006-02-19,2006,2,19,0.01,0.07,0.0,2,5,high,5,False
2006-02-20,2006,2,20,0.02,0.14,0.7,2,5,high,5,False
2006-02-21,2006,2,21,0.03,0.23,0.7,2,5,high,5,False
2006-02-22,2006,2,22,0.26,1.51,4.2,2,5,high,5,False
2006-02-23,2006,2,23,0.01,0.08,0.0,2,5,high,5,False
2006-02-24,2006,2,24,0.25,0.73,8.3,2,5,high,5,False
2006-02-25,2006,2,25,0.16,0.45,8.3,2,5,high,5,False
2006-02-26,2006,2,26,0.0,0.1,0.7,2,5,high,5,False
2006-02-27,2006,2,27,0.03,0.39,1.4,2,5,high,5,False
2006-02-28,2006,2,28,-0.01,0.05,0.0,2,5,high,5,False
2006-03-01,2006,3,1,-0.02,0.03,0.0,2,5,high,5,False
2006-03-02,2006,3,2,-0.02,0.01,0.0,2,5,high,5,False
2006-03-03,2006,3,3,-0.01,0.02,0.0,2,5,high,5,False
2006-03-04,2006,3,4,-0.02,0.04,0.0,2,5,high,5,False
2006-03-05,2006,3,5,-0.01,0.03,0.0,2,5,high,5,False
2006-03-06,2006,3,6,-0.01,0.03,0.0,2,5,high,5,False
2006-03-07,2006,3,7,-0.01,0.03,0.0,2,5,high,5,False
2006-03-08,2006,3,8,-0.01,0.02,0.0,2,5,high,5,False
2006-03-09,2006,3,9,-0.01,0.02,0.0,2,5,high,5,False
2006-03-10,2006,3,10,-0.01,0.03,0.0,2,5,high,5,False
2006-03-11,2006,3,11,-0.01,0.02,0.0,2,5,high,5,False
2006-03-12,2006,3,12,-0.02,0.01,0.0,2,5,high,5,False
2006-03-13,2006,3,13,-0.02,0.01,0.0,2,5,high,5,False
2006-03-14,2006,3,14,-0.02,0.01,0.0,2,5,high,5,False
2006-03-15,2006,3,15,0.78,4.84,5.0,2,5,high,5,False
2006-03-16,2006,3,16,1.49,7.01,14.8,2,5,high,5,False
2006-03-17,2006,3,17,0.95,5.24,9.0,2,5,high,5,False
2006-03-18,2006,3,18,-0.02,0.03,0.0,2,5,high,5,False
2006-03-19,2006,3,19,0.73,3.25,9.7,2,5,high,5,False
2006-03-20,2006,3,20,0.29,2.42,2.8,2,5,high,5,False
2006-03-21,2006,3,21,0.77,2.9,11.1,2,5,high,5,False
2006-03-22,2006,3,22,0.08,0.77,2.1,2,5,high,5,False
2006-03-23,2006,3,23,0.2,0.97,5.6,2,5,high,5,False
2006-03-24,2006,3,24,-0.03,0.03,0.0,2,5,high,5,False
2006-03-25,2006,3,25,0.5,1.88,10.4,2,5,high,5,False
2006-03-26,2006,3,26,0.14,1.03,4.9,2,5,high,5,False
2006-03-27,2006,3,27,0.03,0.28,2.1,2,5,high,5,False
2006-03-28,2006,3,28,-0.01,0.02,0.0,2,5,high,5,False
2006-03-29,2006,3,29,-0.01,0.01,0.0,2,5,high,5,False
2006-03-30,2006,3,30,-0.01,0.01,0.0,2,5,high,5,False
2006-03-31,2006,3,31,0.01,0.17,0.7,2,5,high,5,False
2006-04-01,2006,4,1,-0.01,0.08,0.0,2,5,high,5,False
2006-04-02,2006,4,2,-0.01,0.02,0.0,2,5,high,5,False
2006-04-03,2006,4,3,-0.02,0.02,0.0,2,5,high,5,False
2006-04-04,2006,4,4,-0.02,0.01,0.0,2,5,high,5,False
2006-04-05,2006,4,5,-0.03,0.01,0.0,2,5,high,5,False
2006-04-06,2006,4,6,-0.02,0.1,0.0,2,5,high,5,False
2006-04-07,2006,4,7,0.58,3.56,6.4,2,5,high,5,False
2006-04-08,2006,4,8,-0.02,0.13,0.0,2,5,high,5,False
2006-04-09,2006,4,9,-0.01,0.06,0.0,2,5,high,5,False
2006-04-10,2006,4,10,-0.01,0.04,0.0,2,5,high,5,False
2006-04-11,2006,4,11,-0.01,0.02,0.0,2,5,high,5,False
2006-04-12,2006,4,12,0.04,0.37,1.4,2,5,high,5,False
2006-04-13,2006,4,13,0.0,0.13,0.0,2,5,high,5,False
2006-04-14,2006,4,14,0.03,0.29,1.4,2,5,high,5,False
2006-04-15,2006,4,15,0.51,3.57,4.2,2,5,high,5,False
2006-04-16,2006,4,16,0.33,1.84,4.2,2,5,high,5,False
2006-04-17,2006,4,17,0.6,4.79,2.1,2,5,high,5,False
2006-04-18,2006,4,18,0.02,0.33,1.4,2,5,high,5,False
2006-04-19,2006,4,19,0.18,1.06,3.5,2,5,high,5,False
2006-04-20,2006,4,20,0.33,1.23,5.6,2,5,high,5,False
2006-04-21,2006,4,21,0.17,1.38,2.8,2,5,high,5,False
2006-04-22,2006,4,22,0.59,2.05,11.1,2,5,high,5,False
2006-04-23,2006,4,23,0.75,2.63,12.5,2,5,high,5,False
2006-04-24,2006,4,24,0.59,3.38,6.9,2,5,high,5,False
2006-04-25,2006,4,25,0.06,0.46,4.2,2,5,high,5,False
2006-04-26,2006,4,26,0.0,0.07,0.0,2,5,high,5,False
2006-04-27,2006,4,27,0.0,0.02,0.0,2,5,high,5,False
2006-04-28,2006,4,28,0.23,1.59,3.5,2,5,high,5,False
2006-04-29,2006,4,29,0.0,0.1,0.0,2,5,high,5,False
2006-04-30,2006,4,30,-0.03,0.24,0.0,2,5,high,5,False
2006-05-01,2006,5,1,-0.01,0.06,0.0,2,5,high,5,False
2006-05-02,2006,5,2,0.01,0.1,0.0,2,5,high,5,False
2006-05-03,2006,5,3,0.0,0.04,0.0,2,5,high,5,False
2006-05-04,2006,5,4,-0.01,0.04,0.0,2,5,high,5,False
2006-05-05,2006,5,5,0.0,0.06,0.0,2,5,high,5,False
2006-05-06,2006,5,6,0.0,0.08,0.0,2,5,high,5,False
2006-05-07,2006,5,7,0.04,0.27,1.4,2,5,high,5,False
2006-05-08,2006,5,8,1.07,4.3,9.7,2,5,high,5,False
2006-05-09,2006,5,9,0.0,0.01,0.0,2,5,high,5,False
2006-05-10,2006,5,10,-0.01,0.04,0.0,2,5,high,5,False
2006-05-11,2006,5,11,-0.01,0.02,0.0,2,5,high,5,False
2006-05-12,2006,5,12,0.0,0.01,0.0,2,5,high,5,False
2006-05-13,2006,5,13,-0.01,0.02,0.0,2,5,high,5,False
2006-05-14,2006,5,14,-0.01,0.01,0.0,2,5,high,5,False
2006-05-15,2006,5,15,0.46,2.11,6.9,2,5,high,5,False
2006-05-16,2006,5,16,-0.01,0.04,0.0,2,5,high,5,False
2006-05-17,2006,5,17,1.07,4.29,10.4,2,5,high,5,False
2006-05-18,2006,5,18,-0.02,0.01,0.0,2,5,high,5,False
2006-05-19,2006,5,19,0.28,1.25,7.6,2,5,high,5,False
2006-05-20,2006,5,20,-0.02,0.02,0.0,2,5,high,5,False
2006-05-21,2006,5,21,-0.01,0.01,0.0,2,5,high,5,False
2006-05-22,2006,5,22,0.04,0.35,2.1,2,5,high,5,False
2006-05-23,2006,5,23,0.36,2.55,5.0,2,1,high,1,False
2006-09-12,2006,9,12,0.0,3.93,24.0,2,1,high,1,False
2006-09-13,2006,9,13,1.23,5.92,16.0,2,1,high,1,False
2006-09-14,2006,9,14,0.36,2.76,5.0,2,1,high,1,False
2006-09-15,2006,9,15,0.0,0.61,0.0,2,1,high,1,False
2006-09-16,2006,9,16,0.0,0.97,0.0,2,1,high,1,False
2006-09-17,2006,9,17,0.0,0.46,0.0,2,1,high,1,False
2006-09-18,2006,9,18,0.0,0.51,1.0,2,1,high,1,False
2006-09-19,2006,9,19,0.0,0.77,1.0,2,1,high,1,False
2006-09-20,2006,9,20,0.0,0.92,1.0,2,1,high,1,False
2006-09-22,2006,9,22,0.0,0.51,3.0,2,1,high,1,False
2006-09-23,2006,9,23,0.0,0.77,5.0,2,1,high,1,False
2006-09-24,2006,9,24,0.0,1.58,1.0,2,1,high,1,False
2006-09-25,2006,9,25,0.0,1.68,3.0,2,1,high,1,False
2006-09-26,2006,9,26,0.0,0.77,6.0,2,1,high,1,False
2006-09-27,2006,9,27,0.0,0.92,8.0,2,1,high,1,False
2006-09-28,2006,9,28,0.41,3.88,9.0,2,1,high,1,False
2006-09-29,2006,9,29,0.26,3.27,15.0,2,1,high,1,False
2006-09-30,2006,9,30,0.0,0.82,9.0,2,1,high,1,False
2006-10-01,2006,10,1,0.0,0.31,0.0,2,1,high,1,False
2006-10-02,2006,10,2,0.71,4.03,8.0,2,1,high,1,False
2006-10-04,2006,10,4,0.0,0.92,0.0,2,1,high,1,False
2006-10-05,2006,10,5,0.0,2.5,0.0,2,1,high,1,False
2006-10-06,2006,10,6,0.0,0.97,0.0,2,1,high,1,False
2006-10-07,2006,10,7,0.0,1.12,0.0,2,1,high,1,False
2006-10-08,2006,10,8,0.0,1.17,0.0,2,1,high,1,False
2006-10-09,2006,10,9,0.0,1.43,0.0,2,1,high,1,False
2006-10-10,2006,10,10,0.0,0.61,0.0,2,1,high,1,False
2006-10-11,2006,10,11,0.0,3.06,0.0,2,1,high,1,False
2006-10-12,2006,10,12,0.0,1.07,0.0,2,1,high,1,False
2006-10-13,2006,10,13,0.0,2.45,0.0,2,1,high,1,False
2006-10-14,2006,10,14,0.77,3.88,8.0,2,1,high,1,False
2007-09-29,2007,9,29,0.05,6.78,2.0,2,1,high,1,False
2007-09-30,2007,9,30,0.59,6.73,9.0,2,1,high,1,False
2007-10-01,2007,10,1,0.0,1.67,0.0,2,1,high,1,False
2007-10-02,2007,10,2,0.0,1.23,0.0,2,1,high,1,False
2007-10-03,2007,10,3,0.0,2.36,1.0,2,1,high,1,False
2007-10-04,2007,10,4,0.0,1.03,0.0,2,1,high,1,False
2007-10-05,2007,10,5,0.34,5.31,3.0,2,1,high,1,False
2007-10-06,2007,10,6,0.0,0.64,1.0,2,1,high,1,False
2007-10-07,2007,10,7,0.0,1.03,0.0,2,1,high,1,False
2007-10-08,2007,10,8,0.15,11.15,6.0,2,1,high,1,False
2007-10-09,2007,10,9,0.1,2.16,2.0,2,1,high,1,False
2007-10-10,2007,10,10,0.0,0.84,0.0,2,1,high,1,False
2007-10-11,2007,10,11,0.0,0.49,0.0,2,1,high,1,False
2007-10-12,2007,10,12,0.0,3.49,1.0,2,1,high,1,False
2007-10-13,2007,10,13,0.39,1.82,10.0,2,1,high,1,False
2007-10-14,2007,10,14,0.0,0.34,0.0,2,1,high,1,False
2007-10-15,2007,10,15,0.44,3.44,4.0,2,1,high,1,False
2007-10-16,2007,10,16,2.51,13.32,21.0,2,1,high,1,False
2007-10-17,2007,10,17,0.15,1.33,2.0,2,1,high,1,False
2007-10-18,2007,10,18,0.0,0.2,1.0,2,1,high,1,False
2007-10-19,2007,10,19,0.49,9.68,5.0,2,1,high,1,False
2007-10-20,2007,10,20,0.15,2.95,5.0,2,1,high,1,False
2007-10-21,2007,10,21,0.39,2.51,5.0,2,1,high,1,False
2007-10-22,2007,10,22,2.16,16.02,15.0,2,1,high,1,False
2007-10-23,2007,10,23,0.69,5.5,10.0,2,1,high,1,False
2007-10-24,2007,10,24,0.0,1.97,0.0,2,1,high,1,False
2007-10-25,2007,10,25,0.0,0.98,0.0,2,1,high,1,False
2007-10-26,2007,10,26,0.05,3.34,1.0,2,1,high,1,False
2007-10-27,2007,10,27,0.0,2.85,0.0,2,1,high,1,False
2007-10-28,2007,10,28,0.0,1.72,0.0,2,1,high,1,False
2007-10-29,2007,10,29,0.44,6.19,3.0,2,1,high,1,False
2007-10-30,2007,10,30,0.0,0.49,0.0,2,1,high,1,False
2007-10-31,2007,10,31,0.0,0.93,0.0,2,1,high,1,False
2007-11-01,2007,11,1,0.34,4.08,5.0,2,1,high,1,False
2007-11-02,2007,11,2,0.15,2.06,4.0,2,1,high,1,False
2007-11-03,2007,11,3,0.15,1.82,3.0,2,1,high,1,False
2007-11-04,2007,11,4,0.0,0.64,0.0,2,1,high,1,False
2007-11-05,2007,11,5,0.49,7.67,6.0,2,1,high,1,False
2007-11-06,2007,11,6,-0.05,2.41,1.0,2,1,high,1,False
2007-11-07,2007,11,7,0.34,4.37,4.0,2,1,high,1,False
2007-11-08,2007,11,8,0.74,8.06,16.0,2,1,high,1,False
2007-11-09,2007,11,9,0.15,6.34,3.0,2,1,high,1,False
2007-11-10,2007,11,10,0.49,19.51,8.0,2,1,high,1,False
2007-11-11,2007,11,11,0.15,31.3,4.0,2,1,high,1,False
2007-11-12,2007,11,12,0.25,4.18,12.0,2,1,high,1,False
2007-11-13,2007,11,13,0.0,0.79,6.0,2,1,high,1,False
2007-11-14,2007,11,14,0.88,30.27,5.0,2,1,high,1,False
2007-11-15,2007,11,15,0.0,0.93,0.0,2,1,high,1,False
2007-11-16,2007,11,16,0.0,1.13,0.0,2,1,high,1,False
2007-11-17,2007,11,17,0.0,1.62,0.0,2,1,high,1,False
2007-11-18,2007,11,18,0.0,1.03,1.0,2,1,high,1,False
2007-11-19,2007,11,19,0.39,7.62,3.0,2,1,high,1,False
2007-11-20,2007,11,20,0.0,0.44,0.0,2,1,high,1,False
2007-11-21,2007,11,21,0.1,2.31,1.0,2,1,high,1,False
2007-11-22,2007,11,22,0.0,1.57,0.0,2,1,high,1,False
2007-11-23,2007,11,23,-0.05,0.69,0.0,2,1,high,1,False
2007-11-24,2007,11,24,-0.05,0.64,0.0,2,1,high,1,False
2007-11-25,2007,11,25,0.0,2.21,0.0,2,1,high,1,False
2007-11-26,2007,11,26,0.0,1.08,0.0,2,1,high,1,False
2007-11-27,2007,11,27,0.44,0.0,3.0,2,1,high,1,False
2007-11-28,2007,11,28,0.39,6.09,13.0,2,1,high,1,False
2007-11-29,2007,11,29,2.11,51.65,7.0,2,1,high,1,False
2007-11-30,2007,11,30,0.54,6.54,4.0,2,1,high,1,False
2007-12-01,2007,12,1,0.0,2.26,0.0,2,1,high,1,False
2007-12-02,2007,12,2,0.0,1.33,0.0,2,1,high,1,False
2007-12-03,2007,12,3,0.69,21.18,4.0,2,1,high,1,False
2007-12-04,2007,12,4,1.72,49.34,17.0,2,1,high,1,False
2007-12-05,2007,12,5,0.44,53.46,3.0,2,1,high,1,False
2007-12-06,2007,12,6,0.0,2.26,0.0,2,1,high,1,False
2007-12-07,2007,12,7,0.2,27.32,1.0,2,1,high,1,False
2007-12-08,2007,12,8,0.98,0.0,14.0,2,1,high,1,False
2007-12-09,2007,12,9,,31.65,29.0,2,1,high,1,True
2007-12-10,2007,12,10,0.0,0.74,0.0,2,1,high,1,False
2007-12-11,2007,12,11,0.2,4.82,8.0,2,1,high,1,False
2007-12-12,2007,12,12,0.0,0.69,0.0,2,1,high,1,False
2007-12-13,2007,12,13,0.05,2.9,2.0,2,1,high,1,False
2007-12-14,2007,12,14,1.23,4.62,22.0,2,1,high,1,False
2007-12-15,2007,12,15,0.0,0.49,0.0,2,1,high,1,False
2007-12-16,2007,12,16,0.0,0.59,1.0,2,1,high,1,False
2007-12-17,2007,12,17,0.0,0.44,0.0,2,1,high,1,False
2007-12-18,2007,12,18,0.0,0.64,1.0,2,1,high,1,False
2007-12-19,2007,12,19,0.0,0.54,1.0,2,1,high,1,False
2007-12-20,2007,12,20,0.0,0.39,0.0,2,1,high,1,False
2007-12-21,2007,12,21,0.2,13.76,6.0,2,1,high,1,False
2007-12-22,2007,12,22,0.64,0.0,8.0,2,1,high,1,False
2007-12-23,2007,12,23,1.62,16.36,22.0,2,1,high,1,False
2007-12-24,2007,12,24,0.25,1.23,8.0,2,1,high,1,False
2007-12-25,2007,12,25,0.25,16.12,2.0,2,1,high,1,False
2007-12-26,2007,12,26,0.34,57.59,2.0,2,1,high,1,False
2007-12-27,2007,12,27,0.93,20.25,5.0,2,1,high,1,False
2007-12-28,2007,12,28,0.74,41.96,4.0,2,1,high,1,False
2007-12-29,2007,12,29,0.0,2.11,2.0,2,1,high,1,False
2007-12-30,2007,12,30,0.05,4.18,0.0,2,1,high,1,False
2007-12-31,2007,12,31,0.34,39.56,2.0,2,1,high,1,False
2008-01-01,2008,1,1,0.0,0.69,0.0,2,1,high,1,False
2008-01-02,2008,1,2,0.0,0.79,0.0,2,1,high,1,False
2008-01-03,2008,1,3,0.0,4.77,0.0,2,1,high,1,False
2008-01-04,2008,1,4,0.0,1.28,0.0,2,1,high,1,False
2008-01-05,2008,1,5,0.0,2.01,0.0,2,1,high,1,False
2008-01-06,2008,1,6,0.0,2.8,0.0,2,1,high,1,False
2008-01-07,2008,1,7,0.0,1.33,0.0,2,1,high,1,False
2008-01-08,2008,1,8,0.0,1.62,0.0,2,1,high,1,False
2008-01-09,2008,1,9,0.0,2.36,0.0,2,1,high,1,False
2008-01-10,2008,1,10,0.0,5.65,0.0,2,1,high,1,False
2008-01-11,2008,1,11,0.0,1.62,0.0,2,1,high,1,False
2008-01-12,2008,1,12,0.0,0.84,0.0,2,1,high,1,False
2008-01-13,2008,1,13,0.0,2.16,0.0,2,1,high,1,False
2008-01-14,2008,1,14,0.0,1.23,0.0,2,1,high,1,False
2008-01-15,2008,1,15,0.0,1.82,1.0,2,1,high,1,False
2008-01-16,2008,1,16,0.0,7.76,0.0,2,1,high,1,False
2008-01-17,2008,1,17,0.0,0.39,0.0,2,1,high,1,False
2008-01-18,2008,1,18,0.0,1.87,0.0,2,1,high,1,False
2008-01-19,2008,1,19,0.05,0.84,1.0,2,1,high,1,False
2008-01-20,2008,1,20,0.0,1.28,0.0,2,1,high,1,False
2008-01-21,2008,1,21,1.47,10.47,7.0,2,1,high,1,False
2008-01-22,2008,1,22,0.34,13.07,6.0,2,1,high,1,False
2008-01-23,2008,1,23,0.0,1.77,0.0,2,1,high,1,False
2008-01-24,2008,1,24,0.0,7.81,0.0,2,1,high,1,False
2008-01-25,2008,1,25,0.54,7.27,9.0,2,1,high,1,False
2008-01-26,2008,1,26,0.54,5.41,6.0,2,1,high,1,False
2008-01-27,2008,1,27,1.43,3.78,26.0,2,1,high,1,False
2008-01-28,2008,1,28,0.0,0.44,0.0,2,1,high,1,False
2008-01-29,2008,1,29,0.15,2.26,5.0,2,1,high,1,False
2008-01-30,2008,1,30,0.0,1.87,1.0,2,1,high,1,False
2008-01-31,2008,1,31,0.0,1.23,0.0,2,1,high,1,False
2008-02-01,2008,2,1,0.0,3.19,0.0,2,1,high,1,False
2008-02-02,2008,2,2,0.0,46.24,0.0,2,1,high,1,False
2008-02-03,2008,2,3,0.0,1.18,0.0,2,1,high,1,False
2008-02-04,2008,2,4,0.0,1.57,0.0,2,1,high,1,False
2008-02-05,2008,2,5,0.0,0.69,0.0,2,1,high,1,False
2008-02-06,2008,2,6,0.0,1.72,0.0,2,1,high,1,False
2008-02-07,2008,2,7,0.34,2.06,6.0,2,1,high,1,False
2008-02-08,2008,2,8,0.0,0.54,0.0,2,1,high,1,False
2008-02-09,2008,2,9,0.0,2.11,0.0,2,1,high,1,False
2008-02-10,2008,2,10,0.0,1.28,0.0,2,1,high,1,False
2008-02-11,2008,2,11,0.0,1.62,0.0,2,1,high,1,False
2008-02-12,2008,2,12,0.0,0.64,0.0,2,1,high,1,False
2008-02-13,2008,2,13,0.0,0.74,0.0,2,1,high,1,False
2008-02-14,2008,2,14,0.0,1.23,0.0,2,1,high,1,False
2008-02-15,2008,2,15,0.0,1.18,0.0,2,1,high,1,False
2008-02-16,2008,2,16,0.0,1.18,0.0,2,1,high,1,False
2008-02-17,2008,2,17,0.0,1.23,0.0,2,1,high,1,False
2008-02-18,2008,2,18,0.0,2.16,0.0,2,1,high,1,False
2008-02-19,2008,2,19,0.15,3.34,1.0,2,1,high,1,False
2008-02-20,2008,2,20,0.05,0.0,1.0,2,1,high,1,False
2008-02-21,2008,2,21,0.84,8.35,3.0,2,1,high,1,False
2008-02-22,2008,2,22,2.51,0.0,10.0,2,1,high,1,False
2008-02-23,2008,2,23,0.05,0.54,2.0,2,1,high,1,False
2008-02-24,2008,2,24,0.39,4.67,4.0,2,1,high,1,False
2008-02-25,2008,2,25,0.69,0.0,5.0,2,1,high,1,False
2008-02-26,2008,2,26,0.0,0.84,0.0,2,1,high,1,False
2008-02-27,2008,2,27,0.0,0.93,0.0,2,1,high,1,False
2008-02-28,2008,2,28,0.0,0.64,0.0,2,1,high,1,False
2008-02-29,2008,2,29,0.0,0.98,0.0,2,1,high,1,False
2008-03-01,2008,3,1,0.1,46.83,3.0,2,1,high,1,False
2008-03-02,2008,3,2,0.1,1.38,3.0,2,1,high,1,False
2008-03-03,2008,3,3,0.05,2.01,1.0,2,1,high,1,False
2008-03-04,2008,3,4,0.1,3.59,2.0,2,1,high,1,False
2008-03-05,2008,3,5,0.0,0.79,0.0,2,1,high,1,False
2008-03-06,2008,3,6,0.29,46.34,10.0,2,1,high,1,False
2008-03-07,2008,3,7,0.0,0.39,1.0,2,1,high,1,False
2008-03-08,2008,3,8,0.29,3.44,13.0,2,1,high,1,False
2008-03-09,2008,3,9,1.13,49.78,23.0,2,1,high,1,False
2008-03-10,2008,3,10,0.93,14.0,11.0,2,1,high,1,False
2008-03-11,2008,3,11,0.0,1.13,0.0,2,1,high,1,False
2008-03-12,2008,3,12,2.06,8.4,18.0,2,1,high,1,False
2008-03-13,2008,3,13,0.25,2.26,7.0,2,1,high,1,False
2008-03-14,2008,3,14,0.05,2.11,2.0,2,1,high,1,False
2008-03-15,2008,3,15,0.0,2.41,0.0,2,1,high,1,False
2008-03-16,2008,3,16,1.23,6.09,14.0,2,1,high,1,False
2008-03-17,2008,3,17,0.2,1.23,8.0,2,1,high,1,False
2008-03-18,2008,3,18,0.0,0.34,0.0,2,1,high,1,False
2008-03-19,2008,3,19,0.0,0.59,0.0,2,1,high,1,False
2008-03-20,2008,3,20,0.0,0.34,0.0,2,1,high,1,False
2008-03-21,2008,3,21,-0.05,0.29,0.0,2,1,high,1,False
2008-03-22,2008,3,22,-0.05,0.29,0.0,2,1,high,1,False
2008-03-23,2008,3,23,0.0,0.49,0.0,2,1,high,1,False
2008-03-24,2008,3,24,-0.05,0.59,0.0,2,1,high,1,False
2008-03-25,2008,3,25,0.0,0.34,1.0,2,1,high,1,False
2008-03-26,2008,3,26,0.34,0.0,5.0,2,1,high,1,False
2008-03-27,2008,3,27,0.1,1.18,1.0,2,1,high,1,False
2008-03-28,2008,3,28,0.0,1.72,0.0,2,1,high,1,False
2008-03-29,2008,3,29,0.0,1.72,0.0,2,1,high,1,False
2008-03-30,2008,3,30,0.0,0.69,0.0,2,1,high,1,False
2008-03-31,2008,3,31,0.0,1.28,0.0,2,1,high,1,False
2008-04-01,2008,4,1,0.0,0.98,0.0,2,1,high,1,False
2008-04-02,2008,4,2,0.05,1.08,1.0,2,1,high,1,False
2008-04-03,2008,4,3,0.0,2.6,0.0,2,1,high,1,False
2008-04-04,2008,4,4,0.0,4.67,0.0,2,1,high,1,False
2008-04-05,2008,4,5,0.0,2.95,0.0,2,1,high,1,False
2008-04-06,2008,4,6,0.0,1.57,0.0,2,1,high,1,False
2008-04-07,2008,4,7,0.0,1.67,0.0,2,1,high,1,False
2008-04-08,2008,4,8,0.0,0.98,0.0,2,1,high,1,False
2008-04-09,2008,4,9,0.0,3.24,0.0,2,1,high,1,False
2008-04-10,2008,4,10,0.39,5.55,1.0,2,1,high,1,False
2008-04-11,2008,4,11,0.0,2.41,1.0,2,1,high,1,False
2008-04-12,2008,4,12,0.05,1.57,1.0,2,1,high,1,False
2008-04-13,2008,4,13,,56.85,11.0,2,1,high,1,True
2008-04-14,2008,4,14,0.64,0.0,12.0,2,1,high,1,False
2008-04-15,2008,4,15,2.26,53.51,25.0,2,1,high,1,False
2008-04-16,2008,4,16,1.47,8.45,13.0,2,1,high,1,False
2008-04-17,2008,4,17,0.15,1.82,3.0,2,1,high,1,False
2008-04-18,2008,4,18,1.13,37.54,18.0,2,1,high,1,False
2008-04-19,2008,4,19,1.38,15.48,21.0,2,1,high,1,False
2008-04-20,2008,4,20,0.2,1.18,7.0,2,1,high,1,False
2008-04-21,2008,4,21,,23.29,15.0,2,1,high,1,True
2008-04-22,2008,4,22,,0.0,2.0,2,1,high,1,True
2008-04-23,2008,4,23,,0.0,10.0,2,1,high,1,True
2008-04-25,2008,4,25,0.05,1.03,1.0,2,1,high,1,False
2008-04-26,2008,4,26,0.0,1.87,0.0,2,1,high,1,False
2008-04-27,2008,4,27,0.0,0.59,0.0,2,1,high,1,False
2008-04-28,2008,4,28,0.0,0.64,0.0,2,1,high,1,False
2008-04-29,2008,4,29,0.0,0.64,0.0,2,1,high,1,False
2008-04-30,2008,4,30,0.0,0.93,0.0,2,1,high,1,False
2008-05-01,2008,5,1,0.0,0.88,0.0,2,1,high,1,False
2008-05-02,2008,5,2,0.0,1.43,1.0,2,1,high,1,False
2008-05-03,2008,5,3,0.0,0.88,0.0,2,1,high,1,False
2008-05-04,2008,5,4,0.0,2.01,0.0,2,1,high,1,False
2008-05-05,2008,5,5,0.0,1.67,0.0,2,1,high,1,False
2008-05-06,2008,5,6,0.0,0.54,0.0,2,1,high,1,False
2008-05-07,2008,5,7,0.0,0.59,0.0,2,1,high,1,False
2008-05-08,2008,5,8,0.0,1.52,0.0,2,1,high,1,False
2008-05-09,2008,5,9,0.98,4.23,13.0,2,1,high,1,False
2008-05-10,2008,5,10,0.0,1.97,0.0,2,1,high,1,False
2008-05-11,2008,5,11,0.0,1.87,0.0,2,1,high,1,False
2008-05-12,2008,5,12,0.0,3.73,0.0,2,1,high,1,False
2008-05-13,2008,5,13,-0.05,1.67,0.0,2,1,high,1,False
2008-05-14,2008,5,14,0.05,1.38,2.0,2,1,high,1,False
2008-05-15,2008,5,15,0.0,1.28,0.0,2,1,high,1,False
2008-05-16,2008,5,16,0.0,2.65,0.0,2,1,high,1,False
