id_periode,id_petani,bulan_tanam,luas_tanam_m2,bulan_panen,luas_panen_m2,produksi_dalam_gunca,gunca_kg,pengeluaran_rp,harga_jual_perkg,hasil_panen_dijual,status_pengelolaan,jml_tanam_padi_1th,jenis_lahan,air_multi_tanam,pemupukan,jenis_pupuk,pengendalian_hama,jenis_hama,penyakit_padi,pestisida,pengendalian_gulma,cara_pengendalian_gulma
PRD082,PTN045,des - feb,3500,Maret,3500,7.5,1350,2.500.000,6500,Ya sebagian,Milik sendiri,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Wereng, walang sangit, Belalang, Siput Murbai/Keong","Blas, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD083,PTN046,des - feb,3000,Maret,3000,7.0,1260,2.500.000,6500,Tidak,Bagi hasil,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk Kandang",Ada,"Tikus, Wereng, walang sangit, Belalang, Siput Murbai/Keong","Blas, Hawar daun bakteri, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD084,PTN047,des - feb,3200,Maret,3200,7.5,1350,2.700.000,6500,Ya sebagian,Milik sendiri,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Wereng, walang sangit, Siput Murbai/Keong","Blas, Bercak daun, Hawar daun bakteri, Busuk batang",Ada,Ada,Mencabut rumput
PRD085,PTN048,des - feb,3500,Maret,3500,7.5,1350,2.700.000,6500,Tidak,Milik sendiri,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, Pupuk Kandang",Ada,"Tikus, Wereng, walang sangit, Hama putih, Siput Murbai/Keong","Blas, Hawar daun bakteri, Hawar pelepah daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD086,PTN049,des - feb,3500,Maret,3500,7.5,1350,2.700.001,6500,Tidak,Milik sendiri,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, Pupuk Kandang",Ada,"Tikus, Wereng, walang sangit, Hama putih, Siput Murbai/Keong","Blas, Hawar daun bakteri, Hawar pelepah daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD087,PTN050,des - feb,8000,Maret,8000,16.0,2880,8.500.000,6500,Ya sebagian,Bagi hasil,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, Pupuk Kandang",Ada,"Tikus, Wereng, walang sangit, Belalang, Siput Murbai/Keong","Blas, Tungro, Hawar pelepah daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD088,PTN051,nov - jan,2000,Februari,2000,4.8,864,2.150.000,7000,Ya sebagian,Milik sendiri,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng, Tulo/burung pipit","Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD089,PTN051,mei - juli,2000,Juli,2000,4.8,864,2.150.000,6500,Ya sebagian,Milik sendiri,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng, Tulo/burung pipit","Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD090,PTN052,nov - jan,1000,Februari,1000,3.0,540,1.100.000,6500,Ya sebagian,Milik sendiri,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng, Tulo/burung pipit","Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD091,PTN052,mei - juli,1000,Juli,1000,3.0,540,1.100.000,6500,Ya sebagian,Milik sendiri,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng, Tulo/burung pipit","Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD092,PTN053,nov - jan,800,Februari,800,8.0,1440,5.000.000,7000,Ya sebagian,Milik sendiri,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng, Tulo/burung pipit, penggerek batang padi, walang sangit","Blas, Bercak daun",Ada,Ada,Mencabut rumput
PRD093,PTN053,nov - jan,1000,Februari,1000,3.0,540,2.000.000,-,Tidak,Milik sendiri,1,Kombinasi irigasi dan tegalan/ladang,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng, Tulo/burung pipit",Bercak daun,Ada,Ada,Mencabut rumput
PRD094,PTN054,nov - jan,600,Februari,600,3.0,540,2.000.000,-,Tidak,Milik sendiri,1,Kombinasi irigasi dan tegalan/ladang,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng, Tulo/burung pipit",Bercak daun,Ada,Ada,Mencabut rumput
PRD095,PTN054,nov - jan,4000,Februari,4000,10.0,1800,3.000.000,6500,Ya sebagian,Milik sendiri,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng, Tulo/burung pipit","Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD096,PTN055,mei - juli,4000,Juli,4000,10.0,1800,3.000.000,6500,Ya sebagian,Milik sendiri,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng, Tulo/burung pipit","Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD097,PTN056,nov - jan,500,Februari,500,5.0,900,4.000.000,-,Tidak,Milik sendiri,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng","Blas, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD098,PTN057,nov - jan,3744,Januari,3744,10.0,1890,4.200.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Siput Murbai/Keong, Wereng",TIDAK ADA,Ada,Ada,Herbisida dan Mencabut rumput
PRD099,PTN057,mei - juli,3744,Juli,3744,8.0,1500,3.800.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Siput Murbai/Keong, Wereng",TIDAK ADA,Ada,Ada,Herbisida dan Mencabut rumput
PRD100,PTN058,nov - jan,1560,Januari,1560,4.0,850,3.000.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Wereng, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida dan Mencabut rumput
PRD101,PTN058,mei - juli,1560,Juli,1560,4.0,720,2.700.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Wereng, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida dan Mencabut rumput
PRD102,PTN059,nov - jan,3400,Februari,3400,6.0,1080,2.000.000,6500,Tidak,Milik sendiri,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng","Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD103,PTN060,nov - jan,3400,Februari,3400,6.0,1080,2.500.000,6500,Tidak,Milik sendiri,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng","Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD104,PTN060,nov - jan,1000,Februari,1000,4.0,720,2.000.000,6500,Tidak,Milik sendiri,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng","Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD105,PTN061,nov - jan,1000,Februari,1000,4.0,720,1.500.000,6000,Tidak,Milik sendiri,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng","Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD106,PTN061,nov - jan,3400,Februari,3400,5.0,900,1.000.000,6500,Tidak,Milik sendiri,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng","Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD107,PTN062,nov - jan,2400,Februari,2400,3.0,540,2.000.000,6500,Tidak,Milik sendiri,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng","Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD108,PTN062,nov - jan,2500,Februari,2500,6.0,1080,500.000,6500,Tidak,Milik sendiri,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng","Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD109,PTN063,nov - jan,2500,Februari,2500,6.0,1080,500.000,6500,Tidak,Milik sendiri,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng","Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD110,PTN063,nov - jan,10000,Februari,10000,13.0,2340,35.000.000,6500,Tidak,Milik sendiri,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng","Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD111,PTN064,nov - jan,2500,Februari,2500,3.0,540,600.000,6500,Tidak,Milik sendiri,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng","Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD112,PTN065,nov - jan,1000,Februari,1000,7.0,1260,1.000.000,6500,Tidak,Milik sendiri,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng","Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD113,PTN066,nov - jan,2500,Januari,2500,8.0,1450,4.100.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida dan Mencabut rumput
PRD114,PTN067,mei - juli,2500,Juli,2500,7.0,1260,3.700.00,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida dan Mencabut rumput
PRD115,PTN068,agt - okt,5000,Oktober,5000,8.0,1440,3.000.000,-,Tidak,Milik sendiri,1,Sawah tadah hujan,Mencukupi,Ada pemupukan,KCL,Ada,"Tikus, Siput Murbai/Keong",Busuk batang,Ada,Ada,Herbisida dan Mencabut rumput
PRD116,PTN069,agt - okt,10000,Oktober,10000,10.0,1451,3.000.000,-,Tidak,Milik sendiri,1,Sawah tadah hujan,Mencukupi,Ada pemupukan,KCL,Ada,"Tikus, Siput Murbai/Keong",Busuk batang,Ada,Ada,Herbisida dan Mencabut rumput
PRD117,PTN070,agt - okt,5000,Oktober,5000,9.0,1620,2.000.000,-,Tidak,Milik sendiri,1,Sawah tadah hujan,Mencukupi,Ada pemupukan,KCL,Ada,"Tikus, Siput Murbai/Keong",Busuk batang,Ada,Ada,Herbisida dan Mencabut rumput
PRD118,PTN071,agt - okt,10000,Oktober,10000,9.0,1620,4.000.000,-,Tidak,Milik sendiri,1,Sawah tadah hujan,Mencukupi,Ada pemupukan,KCL,Ada,"Tikus, Siput Murbai/Keong, walang sangit, Tulo/burung pipit, Wereng",Busuk batang,Ada,Ada,Herbisida dan Mencabut rumput
PRD119,PTN072,agt - okt,300,Oktober,300,5.0,1452,1.000.000,-,Tidak,Milik sendiri,1,Sawah tadah hujan,Mencukupi,Ada pemupukan,KCL,Ada,"Tikus, Siput Murbai/Keong, Tulo/burung pipit, walang sangit",Busuk batang,Ada,Ada,Herbisida dan Mencabut rumput
PRD120,PTN073,agt - okt,10000,Oktober,10000,10.0,1800,2.000.000,-,Tidak,Milik sendiri,1,Sawah tadah hujan,Mencukupi,Ada pemupukan,KCL,Ada,"Tikus, Siput Murbai/Keong, Tulo/burung pipit, walang sangit",Busuk batang,Ada,Ada,Herbisida dan Mencabut rumput
PRD121,PTN074,agt - okt,10000,Oktober,10000,10.0,1800,3.000.000,-,Tidak,Milik sendiri,1,Sawah tadah hujan,Mencukupi,Ada pemupukan,KCL,Ada,"Tikus, Siput Murbai/Keong, Tulo/burung pipit, walang sangit",Busuk batang,Ada,Ada,Herbisida dan Mencabut rumput
PRD122,PTN075,agt - okt,10000,Oktober,10000,-,-,,-,Tidak,Milik sendiri,1,Sawah tadah hujan,Mencukupi,Ada pemupukan,KCL,Ada,"Tikus, Siput Murbai/Keong, Tulo/burung pipit, walang sangit",Busuk batang,Ada,Ada,Herbisida dan Mencabut rumput
PRD123,PTN075,agt - okt,10000,Oktober,10000,-,-,,-,Tidak,Milik sendiri,1,Sawah tadah hujan,Mencukupi,Ada pemupukan,KCL,Ada,"Tikus, Siput Murbai/Keong, Tulo/burung pipit, walang sangit",Busuk batang,Ada,Ada,Herbisida dan Mencabut rumput
PRD124,PTN076,agt - okt,300,Oktober,300,5.0,,1.000.000,-,Tidak,Milik sendiri,1,Sawah tadah hujan,Mencukupi,Ada pemupukan,KCL,Ada,"Tikus, Siput Murbai/Keong, Tulo/burung pipit, walang sangit",Busuk batang,Ada,Ada,Herbisida dan Mencabut rumput
PRD125,PTN077,feb - apr,3750,April,3750,12.0,2100,5.000.000,6500,Ya sebagian,Milik sendiri,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Tulo/burung pipit, Wereng, penggerek batang padi","Blas, Bercak daun",Ada,Ada,Herbisida dan Mencabut rumput
PRD126,PTN078,mei - juli,3750,Agustus,3750,11.0,2000,5.000.000,6500,Ya sebagian,Milik sendiri,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Tulo/burung pipit, Wereng, penggerek batang padi","Blas, Bercak daun",Ada,Ada,Herbisida dan Mencabut rumput
PRD127,PTN079,agt - okt,300,Februari,300,1.5,270,1.000.000,-,Tidak,Milik sendiri,1,Sawah tadah hujan,Mencukupi,Ada pemupukan,KCL,Ada,"Tikus, Tulo/burung pipit, walang sangit, Siput Murbai/Keong",Busuk batang,Ada,Ada,Mencabut rumput
PRD128,PTN080,agt - okt,300,Februari,300,2.0,360,1.500.000,-,Tidak,Milik sendiri,1,Sawah tadah hujan,Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Tulo/burung pipit, Siput Murbai/Keong",Busuk batang,Ada,Ada,Mencabut rumput dan Membuang keong
PRD129,PTN081,agt - okt,500,Februari,500,3.0,540,3.000.000,-,Tidak,Milik sendiri,1,Sawah tadah hujan,Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Wereng, Tulo/burung pipit, walang sangit, Siput Murbai/Keong, Kepinding",Bercak daun,Ada,Ada,Mencabut rumput dan Membuang keong
PRD130,PTN082,agt - okt,400,Februari,400,3.5,630,2.500.000,-,Tidak,Milik sendiri,1,Sawah tadah hujan,Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Tulo/burung pipit, Siput Murbai/Keong, Kepinding",Blas,Ada,Ada,Mencabut rumput dan Membuang keong
PRD131,PTN083,agt - okt,300,Februari,300,2.5,450,1.500.000,-,Tidak,Bagi hasil,1,Sawah tadah hujan,Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Tulo/burung pipit, Siput Murbai/Keong",Bercak daun,Ada,Ada,Mencabut rumput
PRD132,PTN084,agt - okt,500,Februari,500,4.7,846,,-,Tidak,Milik sendiri,1,Sawah tadah hujan,Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Wereng, Siput Murbai/Keong",Bercak daun,Ada,Ada,Mencabut rumput
PRD133,PTN084,agt - okt,1000,Februari,1000,7.0,1260,5.000.000,-,Tidak,Bagi hasil,1,Sawah tadah hujan,Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Tulo/burung pipit, Siput Murbai/Keong, Hama putih",Busuk batang,Ada,Ada,Mencabut rumput
PRD134,PTN085,agt - okt,1000,Februari,1000,7.0,1260,5.000.000,-,Tidak,Bagi hasil,1,Sawah tadah hujan,Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Tulo/burung pipit, Siput Murbai/Keong, Hama putih ",Busuk batang,Ada,Ada,Mencabut rumput
PRD135,PTN085,nov - jan,700,Mei,700,4.0,720,3.000.000,-,Tidak,Milik sendiri,1,Sawah tadah hujan,Mencukupi,Tidak ada pemupukan,Tidak ada,Ada,"Tulo/burung pipit, Siput Murbai/Keong, Hama putih ",TIDAK ADA,Tidak,Tidak,Tidak Ada
PRD136,PTN086,agt - okt,2400,Februari,2400,5.0,900,2.000.000,-,Tidak,Milik sendiri,2,Sawah tadah hujan,Mencukupi,Ada pemupukan,KCL,Ada,"Tikus, Tulo/burung pipit, Siput Murbai/Keong, Hama putih , walang sangit",Busuk batang,Ada,Ada,Herbisida dan Mencabut rumput
PRD137,PTN087,agt - okt,2400,Februari,2400,5.0,900,2.000.000,-,Tidak,Milik sendiri,2,Sawah tadah hujan,Mencukupi,Ada pemupukan,KCL,Ada,"Tikus, Tulo/burung pipit, Siput Murbai/Keong, Hama putih , walang sangit",Busuk batang,Ada,Ada,Herbisida dan Mencabut rumput
PRD138,PTN088,nov - jan,4000,Februari,4000,10.0,1800,3.000.000,6500,Ya sebagian,Milik sendiri,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng, Tulo/burung pipit","Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD139,PTN089,mei - juli,4000,Juli,4000,10.0,1800,3.000.000,6500,Ya sebagian,Milik sendiri,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng, Tulo/burung pipit","Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD140,PTN090,nov - jan,500,Februari,500,5.0,900,4.000.000,-,Tidak,Milik sendiri,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng","Blas, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD141,PTN091,agt - okt,800,Februari,800,8.0,1440,5.000.000,7000,Ya sebagian,Milik sendiri,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng, Tulo/burung pipit, penggerek batang padi, walang sangit","Blas, Bercak daun",Ada,Ada,Mencabut rumput
PRD142,PTN092,agt - okt,1000,Februari,1000,3.0,540,2.000.000,-,Tidak,Milik sendiri,1,Kombinasi irigasi dan tegalan/ladang,Tidak Mencukupi,Ada pemupukan,Pupuk urea,Ada,"Tikus, Siput Murbai/Keong, Wereng, Tulo/burung pipit",Bercak daun,Ada,Ada,Mencabut rumput
PRD143,PTN093,nov - jan,7500,April,7500,19.0,3500,10.500.000,6500,Ya sebagian,Bagi hasil,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Wereng, Hama putih, Tikus, Tulo/burung pipit",Blas,Ada,Ada,Herbisida dan Mencabut rumput
PRD144,PTN093,mei - juli,7500,Agustus,7500,19.0,3500,10.500.000,6500,Ya sebagian,Bagi hasil,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Wereng, Hama putih, Tikus, Tulo/burung pipit",Blas,Ada,Ada,Herbisida dan Mencabut rumput
PRD145,PTN094,nov - jan,8432,Maret,8432,30.0,5500,10.000.000,6500,Ya sebagian,Milik sendiri,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Wereng, Tulo/burung pipit, Hama putih",Blas,Ada,Ada,Herbisida dan Mencabut rumput
PRD146,PTN094,mei - juli,8432,Agustus,8432,26.0,4800,10.000.000,6500,Ya sebagian,Milik sendiri,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Wereng, Tulo/burung pipit, Hama putih",Blas,Ada,Ada,Herbisida dan Mencabut rumput
PRD147,PTN095,nov - jan,2500,Januari,2500,9.0,1650,4.200.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Tikus, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida dan Mencabut rumput
PRD148,PTN095,mei - juli,2500,Juli,2500,5.0,960,2.900.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Tikus, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida dan Mencabut rumput
PRD149,PTN096,feb - apr,5000,April,5000,18.9,3400,5.000.000,6500,Ya sebagian,Milik sendiri,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"NPK, Pupuk SP-36, KCL, Pupuk urea",Ada,"Tikus, Wereng, Tulo/burung pipit, Siput Murbai/Keong","Blas, Bercak daun",Ada,Ada,Herbisida
PRD150,PTN096,mei - juli,5000,Agustus,5000,18.3,3300,5.000.000,6600,Ya sebagian,Milik sendiri,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Tikus, Wereng, Tulo/burung pipit, Siput Murbai/Keong","Blas, Bercak daun",Ada,Ada,Herbisida
PRD151,PTN097,feb - apr,3750,April,3750,7.2,1300,4.000.000,6500,Ya sebagian,Milik sendiri,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"NPK, Pupuk SP-36, KCL, Pupuk urea",Ada,"Tikus, Wereng, Tulo/burung pipit, Siput Murbai/Keong","Blas, Bercak daun",Ada,Ada,Herbisida
PRD152,PTN097,mei - juli,3750,Agustus,3750,7.2,1300,4.000.000,6600,Ya sebagian,Milik sendiri,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Tikus, Wereng, Tulo/burung pipit, Siput Murbai/Keong","Blas, Bercak daun",Ada,Ada,Herbisida
PRD153,PTN098,agt - okt,1300,April,1300,4.0,800,1.300.000,6500,Ya sebagian,Bagi hasil,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Tikus, Wereng, Tulo/burung pipit, Kepinding",TIDAK ADA,Ada,Ada,Herbisida dan Mencabut rumput
PRD154,PTN098,mei - juli,1300,Agustus,1300,4.0,800,1.300.000,6500,Ya sebagian,Bagi hasil,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Tikus, Wereng, Tulo/burung pipit, Kepinding",TIDAK ADA,Ada,Ada,Herbisida dan Mencabut rumput
PRD155,PTN099,agt - okt,1250,April,1250,4.0,800,1.300.000,6500,Ya sebagian,Bagi hasil,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Tikus, Wereng, Tulo/burung pipit, Kepinding",TIDAK ADA,Ada,Ada,Herbisida dan Mencabut rumput
PRD156,PTN099,mei - juli,1250,Agustus,1250,4.0,800,1.300.000,6500,Ya sebagian,Bagi hasil,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Tikus, Wereng, Tulo/burung pipit, Kepinding",TIDAK ADA,Ada,Ada,Herbisida dan Mencabut rumput
PRD157,PTN100,nov - jan,7500,Maret,7500,44.0,8000,7.000.000,6500,Ya sebagian,Bagi hasil,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Wereng, Tulo/burung pipit",Blas,Ada,Ada,Herbisida dan Mencabut rumput
PRD158,PTN100,mei - juli,7500,Agustus,7500,38.0,7000,7.000.000,6700,Ya sebagian,Bagi hasil,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Wereng, Tulo/burung pipit",Blas,Ada,Ada,Herbisida dan Mencabut rumput
PRD159,PTN101,agt - okt,700,April,700,1.0,300,700.000,6500,Tidak,Milik sendiri,2,Sawah irigasi,Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Tulo/burung pipit",Busuk batang,Ada,Ada,Herbisida dan Mencabut rumput
PRD160,PTN101,mei - juli,700,Agustus,700,1.0,300,700.000,6500,Tidak,Milik sendiri,2,Sawah irigasi,Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Tulo/burung pipit",Busuk batang,Ada,Ada,Herbisida dan Mencabut rumput
PRD161,PTN102,agt - okt,1300,April,1300,4.0,800,1.300.000,6500,Ya sebagian,Bagi hasil,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Tikus, Wereng, Tulo/burung pipit, Kepinding",TIDAK ADA,Ada,Ada,Herbisida dan Mencabut rumput
PRD162,PTN102,mei - juli,1300,Agustus,1300,4.0,800,1.300.000,6500,Ya sebagian,Bagi hasil,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Tikus, Wereng, Tulo/burung pipit, Kepinding",TIDAK ADA,Ada,Ada,Herbisida dan Mencabut rumput
