Date,year,month,day,SST,Prec,RH,WSPD,SWRad
2008-04-08,2008,4,8,29.62,,,,
2008-04-09,2008,4,9,29.55,,,,
2008-04-10,2008,4,10,29.77,,,,
2008-04-11,2008,4,11,29.45,,,,
2008-04-12,2008,4,12,29.47,,,,
2008-04-13,2008,4,13,29.51,,,,
2008-04-14,2008,4,14,29.39,,,,
2008-04-15,2008,4,15,29.49,,,,
2008-04-16,2008,4,16,29.44,,,,
2008-04-17,2008,4,17,29.72,,,,
2008-04-18,2008,4,18,29.67,,,,
2008-04-19,2008,4,19,29.63,,,,
2008-04-20,2008,4,20,29.5,,,,
2008-04-21,2008,4,21,29.42,,,,
2008-04-22,2008,4,22,29.39,,,,
2008-04-23,2008,4,23,29.1,,,,
2008-04-24,2008,4,24,29.23,,,,
2008-04-25,2008,4,25,29.43,,,,
2008-04-26,2008,4,26,29.33,,,,
2008-04-27,2008,4,27,29.28,,,,
2008-04-28,2008,4,28,29.21,,,,
2008-04-29,2008,4,29,29.2,,,,
2008-04-30,2008,4,30,29.22,,,,
2008-05-01,2008,5,1,29.29,,,,
2008-05-02,2008,5,2,29.34,,,,
2008-05-03,2008,5,3,29.32,,,,
2008-05-04,2008,5,4,29.37,,,,
2008-05-05,2008,5,5,29.53,,,,
2008-05-06,2008,5,6,29.58,,,,
2008-05-07,2008,5,7,29.49,,,,
2008-05-08,2008,5,8,29.42,,,,
2008-05-09,2008,5,9,29.24,,,,
2008-05-10,2008,5,10,29.31,,,,
2008-05-11,2008,5,11,29.22,,,,
2008-05-12,2008,5,12,29.22,,,,
2008-05-13,2008,5,13,29.28,,,,
2008-05-14,2008,5,14,29.24,,,,
2008-05-15,2008,5,15,29.36,,,,
2008-05-16,2008,5,16,29.35,,,,
2008-05-17,2008,5,17,29.38,,,,
2008-05-18,2008,5,18,29.41,,,,
2008-05-19,2008,5,19,29.3,,,,
2008-05-20,2008,5,20,29.33,,,,
2008-05-21,2008,5,21,29.5,,,,
2008-05-22,2008,5,22,29.85,,,,
2008-05-23,2008,5,23,29.63,,,,
2008-05-24,2008,5,24,29.32,,,,
2008-05-25,2008,5,25,29.3,,,,
2008-05-26,2008,5,26,29.46,,,,
2008-05-27,2008,5,27,29.58,,,,
2008-05-28,2008,5,28,29.87,,,,
2008-05-29,2008,5,29,29.75,,,,
2008-05-30,2008,5,30,29.6,,,,
2008-05-31,2008,5,31,29.46,,,,
2008-06-01,2008,6,1,29.18,,,,
2008-06-02,2008,6,2,29.11,,,,
2008-06-03,2008,6,3,29.07,,,,
2008-06-04,2008,6,4,29.44,,,,
2008-06-05,2008,6,5,29.25,,,,
2008-06-06,2008,6,6,29.09,,,,
2008-06-07,2008,6,7,29.09,,,,
2008-06-08,2008,6,8,29.22,,,,
2008-06-09,2008,6,9,28.86,,,,
2008-06-10,2008,6,10,28.86,,,,
2008-06-11,2008,6,11,28.77,,,,
2008-06-12,2008,6,12,28.88,,,,
2008-06-13,2008,6,13,28.86,,,,
2008-06-14,2008,6,14,28.87,,,,
2008-06-15,2008,6,15,28.91,,,,
2008-06-16,2008,6,16,29.17,,,,
2008-06-17,2008,6,17,29.42,,,,
2008-06-18,2008,6,18,29.22,,,,
2008-06-19,2008,6,19,29.25,,,,
2008-06-20,2008,6,20,29.65,,,,
2008-06-21,2008,6,21,29.27,,,,
2008-06-22,2008,6,22,28.91,,,,
2008-06-23,2008,6,23,28.96,,,,
2008-06-24,2008,6,24,28.97,,,,
2008-06-25,2008,6,25,28.98,,,,
2008-06-26,2008,6,26,28.99,,,,
2008-06-27,2008,6,27,29.09,,,,
2008-06-28,2008,6,28,29.36,,,,
2008-06-29,2008,6,29,29.33,,,,
2008-06-30,2008,6,30,29.24,,,,
2008-07-01,2008,7,1,29.25,,,,
2008-07-02,2008,7,2,29.18,,,,
2008-07-03,2008,7,3,29.13,,,,
2008-07-04,2008,7,4,29.1,,,,
2008-07-05,2008,7,5,29.11,,,,
2008-07-06,2008,7,6,29.1,,,,
2008-07-07,2008,7,7,29.12,,,,
2008-07-08,2008,7,8,29.02,,,,
2008-07-09,2008,7,9,29.0,,,,
2008-07-10,2008,7,10,28.98,,,,
2008-07-11,2008,7,11,29.5,,,,
2008-07-12,2008,7,12,29.16,,,,
2008-07-13,2008,7,13,29.14,,,,
2008-07-14,2008,7,14,29.05,,,,
2008-07-15,2008,7,15,28.92,,,,
2008-07-16,2008,7,16,28.66,,,,
2008-07-17,2008,7,17,28.68,,,,
2008-07-18,2008,7,18,28.62,,,,
2008-07-19,2008,7,19,28.45,,,,
2008-07-20,2008,7,20,28.46,,,,
2008-07-21,2008,7,21,28.53,,,,
2008-07-22,2008,7,22,28.54,,,,
2010-07-04,2010,7,4,29.56,,,,
2010-07-05,2010,7,5,29.64,-0.01,75.4,3.1,277.93
2010-07-06,2010,7,6,29.53,-0.01,76.6,3.4,271.63
2010-07-07,2010,7,7,29.54,0.01,77.7,5.2,260.47
2010-07-08,2010,7,8,29.44,0.13,79.1,6.2,196.76
2010-07-09,2010,7,9,29.49,0.03,78.4,5.8,268.71
2010-07-10,2010,7,10,29.45,-0.01,78.0,6.7,271.55
2010-07-11,2010,7,11,29.46,0.0,77.7,3.6,155.93
2010-07-12,2010,7,12,29.84,0.05,79.9,2.0,248.63
2010-07-13,2010,7,13,29.57,0.26,81.0,4.7,202.56
2010-07-14,2010,7,14,29.3,0.33,81.3,8.2,24.04
2010-07-15,2010,7,15,29.2,0.31,81.0,8.9,71.53
2010-07-16,2010,7,16,29.16,0.46,81.0,8.4,49.32
2010-07-17,2010,7,17,29.16,0.2,80.2,7.8,178.62
2010-07-18,2010,7,18,29.15,0.1,79.9,8.0,256.86
2010-07-19,2010,7,19,29.12,0.01,79.5,7.4,203.14
2010-07-20,2010,7,20,29.12,0.03,79.9,6.0,203.2
2010-07-21,2010,7,21,29.18,0.0,78.8,5.4,248.1
2010-07-22,2010,7,22,29.2,-0.01,78.8,6.6,263.91
2010-07-23,2010,7,23,29.09,0.02,79.1,8.0,98.66
2010-07-24,2010,7,24,29.1,0.01,79.5,8.4,178.59
2010-07-25,2010,7,25,29.05,0.01,78.8,7.3,78.57
2010-07-26,2010,7,26,29.12,0.01,79.9,6.3,251.25
2010-07-27,2010,7,27,28.99,0.0,80.6,6.9,167.21
2010-07-28,2010,7,28,28.88,1.28,84.3,8.1,
2010-07-29,2010,7,29,28.92,0.14,81.3,6.9,
2010-07-30,2010,7,30,28.86,0.0,78.4,5.7,
2010-07-31,2010,7,31,28.9,0.02,81.7,5.7,
2010-08-01,2010,8,1,28.88,-0.01,81.7,6.4,
2010-08-02,2010,8,2,28.89,-0.02,81.3,7.4,
2010-08-03,2010,8,3,28.82,-0.02,79.9,7.7,
2010-08-04,2010,8,4,28.86,0.07,79.9,6.6,
2010-08-05,2010,8,5,28.95,-0.02,78.8,5.7,
2010-08-06,2010,8,6,28.89,-0.02,80.2,6.5,
2010-08-07,2010,8,7,28.9,-0.02,80.2,7.1,
2010-08-08,2010,8,8,28.92,0.03,80.6,6.6,
2010-08-09,2010,8,9,28.95,0.06,82.1,7.4,
2010-08-10,2010,8,10,28.91,0.14,82.8,7.5,
2010-08-11,2010,8,11,28.9,0.27,86.1,7.7,
2010-08-12,2010,8,12,28.86,0.31,81.7,9.4,
2010-08-13,2010,8,13,28.89,0.14,80.6,6.9,
2010-08-14,2010,8,14,28.8,-0.01,79.9,8.9,
2010-08-15,2010,8,15,28.68,0.67,85.0,6.1,
2010-08-16,2010,8,16,28.68,0.12,81.7,8.1,
2010-08-17,2010,8,17,28.71,-0.02,81.3,6.4,
2010-08-18,2010,8,18,28.71,1.44,84.7,7.9,
2010-08-19,2010,8,19,28.59,0.77,85.4,8.9,
2010-08-20,2010,8,20,28.42,0.27,83.6,5.5,
2010-08-21,2010,8,21,28.41,0.02,84.3,7.4,
2010-08-22,2010,8,22,28.37,-0.01,83.2,7.1,
2010-08-23,2010,8,23,28.48,-0.01,82.1,7.4,
2010-08-24,2010,8,24,28.62,0.01,82.8,8.5,
2010-08-25,2010,8,25,28.63,0.01,82.5,8.2,
2010-08-26,2010,8,26,28.67,-0.01,81.3,5.5,
2010-08-27,2010,8,27,28.71,0.08,80.6,5.4,
2010-08-28,2010,8,28,28.69,-0.01,81.0,6.4,
2010-08-29,2010,8,29,28.76,-0.01,79.9,5.0,
2010-08-30,2010,8,30,28.85,0.0,79.9,6.4,
2010-08-31,2010,8,31,28.83,0.2,81.0,6.5,
2010-09-01,2010,9,1,28.82,-0.01,79.9,6.9,
2010-09-02,2010,9,2,28.72,0.09,81.3,7.6,
2010-09-03,2010,9,3,28.63,-0.02,79.5,9.0,
2010-09-04,2010,9,4,28.53,-0.02,80.6,7.9,
2010-09-05,2010,9,5,28.7,0.18,80.6,5.7,
2010-09-06,2010,9,6,28.78,-0.01,80.6,5.2,
2010-09-07,2010,9,7,28.84,-0.01,75.8,5.3,
2010-09-08,2010,9,8,28.86,-0.01,75.4,4.8,
2010-09-09,2010,9,9,29.03,0.64,81.0,3.5,
2010-09-10,2010,9,10,28.76,-0.02,80.6,6.0,
2010-09-11,2010,9,11,28.87,-0.01,76.9,4.8,
2010-09-12,2010,9,12,28.94,-0.02,78.0,5.5,
2010-09-13,2010,9,13,28.98,0.04,79.5,7.0,
2010-09-14,2010,9,14,28.82,0.06,78.8,6.3,
2010-09-15,2010,9,15,28.78,0.23,80.2,6.5,
2010-09-16,2010,9,16,28.76,-0.02,81.0,6.4,
2010-09-17,2010,9,17,28.76,0.04,81.0,5.5,
2010-09-18,2010,9,18,28.77,-0.02,80.6,7.6,
2010-09-19,2010,9,19,28.73,-0.01,81.3,7.2,
2010-09-20,2010,9,20,28.73,0.09,82.8,7.3,
2010-09-21,2010,9,21,28.67,-0.01,82.5,6.7,
2010-09-22,2010,9,22,28.58,0.38,82.8,8.3,
2010-09-23,2010,9,23,28.61,0.47,81.7,6.1,
2010-09-24,2010,9,24,28.56,0.15,82.8,5.6,
2010-09-25,2010,9,25,28.55,0.0,81.3,5.9,
2010-09-26,2010,9,26,28.5,0.27,85.0,3.6,
2010-09-27,2010,9,27,28.59,-0.01,82.8,3.9,
2010-09-28,2010,9,28,28.52,1.03,86.1,5.5,
2010-09-29,2010,9,29,28.49,0.09,84.7,5.8,
2010-09-30,2010,9,30,28.48,0.02,84.3,2.4,
2010-10-01,2010,10,1,28.65,0.04,83.2,4.8,
2010-10-02,2010,10,2,28.59,0.24,84.7,7.1,
2010-10-03,2010,10,3,28.45,0.83,86.9,8.1,
2010-10-04,2010,10,4,28.46,0.01,82.5,8.7,
2010-10-05,2010,10,5,28.42,0.16,82.1,8.5,
2010-10-06,2010,10,6,28.55,-0.02,81.3,6.2,
2010-10-07,2010,10,7,28.59,-0.02,78.4,6.1,
2010-10-08,2010,10,8,28.62,-0.02,78.0,6.8,
2010-10-09,2010,10,9,28.61,-0.02,80.2,7.7,
2010-10-10,2010,10,10,28.58,0.0,81.0,8.3,
2010-10-11,2010,10,11,28.52,-0.02,79.9,8.9,
2010-10-12,2010,10,12,28.53,-0.03,79.9,9.1,
2010-10-13,2010,10,13,28.57,-0.02,79.9,8.6,
2010-10-14,2010,10,14,28.53,-0.02,79.5,8.3,
2010-10-15,2010,10,15,28.59,-0.03,77.7,7.3,
2010-10-16,2010,10,16,28.52,-0.02,74.3,6.8,
2010-10-17,2010,10,17,28.55,-0.02,76.6,6.2,
2010-10-18,2010,10,18,28.62,0.0,77.7,5.4,
2010-10-19,2010,10,19,28.67,-0.01,74.7,4.8,
2010-10-20,2010,10,20,28.76,-0.01,77.7,5.0,
2010-10-21,2010,10,21,28.72,-0.03,74.3,7.7,
2010-10-22,2010,10,22,28.66,0.01,75.1,6.6,
2010-10-23,2010,10,23,28.66,-0.02,76.2,7.0,
2010-10-24,2010,10,24,28.69,-0.02,76.6,6.2,
2010-10-25,2010,10,25,28.86,-0.01,77.7,4.8,
2010-10-26,2010,10,26,28.87,0.06,80.6,4.2,
2010-10-27,2010,10,27,28.85,1.29,87.6,4.7,
2010-10-28,2010,10,28,28.89,0.33,81.3,4.8,
2010-10-29,2010,10,29,28.75,0.27,84.3,2.4,
2010-10-30,2010,10,30,28.65,0.14,81.0,3.8,
2010-10-31,2010,10,31,28.66,0.48,81.7,4.6,
2010-11-01,2010,11,1,28.69,0.71,82.1,5.4,
2010-11-02,2010,11,2,28.71,0.74,81.3,8.3,
2010-11-03,2010,11,3,28.61,0.15,80.2,7.8,
2010-11-04,2010,11,4,28.54,0.07,82.8,9.5,
2010-11-05,2010,11,5,28.55,0.19,78.0,9.7,
2010-11-06,2010,11,6,28.58,0.0,79.9,7.2,
2010-11-07,2010,11,7,28.65,0.38,81.7,5.0,
2010-11-08,2010,11,8,28.49,-0.01,81.3,3.9,
2010-11-09,2010,11,9,28.55,0.04,83.6,3.2,
2010-11-10,2010,11,10,28.26,,89.8,7.3,
2010-11-11,2010,11,11,28.35,0.35,83.2,9.2,
2010-11-12,2010,11,12,28.34,-0.01,82.5,4.7,
2010-11-13,2010,11,13,28.63,0.0,74.7,2.7,
2010-11-14,2010,11,14,28.54,0.09,80.2,4.6,
2010-11-15,2010,11,15,28.61,-0.01,80.2,3.6,
2010-11-16,2010,11,16,28.61,0.0,81.3,1.6,
2010-11-17,2010,11,17,28.8,0.0,78.4,2.1,
2010-11-18,2010,11,18,28.83,0.58,82.8,1.6,
2010-11-19,2010,11,19,28.64,0.21,82.1,0.8,
2010-11-20,2010,11,20,28.77,0.22,80.2,1.1,
2010-11-21,2010,11,21,28.86,0.02,83.2,2.2,
2010-11-22,2010,11,22,28.57,0.73,86.9,5.6,
2010-11-23,2010,11,23,28.45,0.94,86.9,6.2,
2010-11-24,2010,11,24,28.31,1.38,90.2,5.6,
2010-11-25,2010,11,25,28.29,0.35,86.1,5.0,
2010-11-26,2010,11,26,28.27,,91.7,6.3,
2010-11-27,2010,11,27,28.27,-0.02,83.6,8.3,
2010-11-28,2010,11,28,28.3,0.02,83.9,0.8,
2010-11-29,2010,11,29,28.31,0.18,85.8,3.3,
2010-11-30,2010,11,30,28.37,0.1,82.8,3.8,
2010-12-01,2010,12,1,28.44,0.71,85.8,2.8,
2010-12-02,2010,12,2,28.24,1.37,,5.4,
2010-12-03,2010,12,3,28.29,0.26,82.1,3.9,
2010-12-04,2010,12,4,28.15,0.61,88.0,5.0,
2010-12-05,2010,12,5,28.08,0.47,85.0,8.4,
2010-12-06,2010,12,6,27.98,0.34,85.4,6.4,
2010-12-07,2010,12,7,27.99,0.0,82.1,3.8,
2010-12-08,2010,12,8,28.43,0.0,80.6,1.5,
2010-12-09,2010,12,9,28.53,-0.01,78.0,2.2,
2010-12-10,2010,12,10,28.47,-0.01,81.0,4.1,
2010-12-11,2010,12,11,28.33,0.78,84.3,4.8,
2010-12-12,2010,12,12,28.26,-0.01,82.1,5.6,
2010-12-13,2010,12,13,28.32,0.11,81.0,3.0,
2010-12-14,2010,12,14,28.46,-0.01,79.9,2.7,
2010-12-15,2010,12,15,28.45,-0.01,73.6,3.3,
2010-12-16,2010,12,16,28.47,-0.01,73.2,2.5,
2010-12-17,2010,12,17,28.62,-0.02,72.9,2.2,
2010-12-18,2010,12,18,28.75,0.25,75.4,2.1,
2010-12-19,2010,12,19,28.68,0.34,82.5,1.2,
2010-12-20,2010,12,20,28.54,0.32,82.8,1.9,
2010-12-21,2010,12,21,28.68,-0.01,79.5,2.9,
2010-12-22,2010,12,22,28.7,-0.01,79.9,1.5,
2010-12-23,2010,12,23,28.72,0.28,81.7,2.6,
2010-12-24,2010,12,24,28.68,0.44,83.2,2.9,
2010-12-25,2010,12,25,28.56,0.15,84.7,1.2,
2010-12-26,2010,12,26,28.67,0.0,79.5,1.2,
2010-12-27,2010,12,27,28.79,0.13,80.6,2.2,
2010-12-28,2010,12,28,28.9,-0.01,76.6,2.6,
2010-12-29,2010,12,29,28.9,-0.01,76.2,2.6,
2010-12-30,2010,12,30,29.11,0.27,78.4,1.2,
2010-12-31,2010,12,31,28.92,0.0,81.3,3.5,
2011-01-01,2011,1,1,29.11,0.0,78.8,1.7,
2011-01-02,2011,1,2,29.16,0.01,77.7,2.6,
2011-01-03,2011,1,3,28.92,1.44,89.1,2.9,
2011-01-04,2011,1,4,28.81,1.82,91.7,3.8,
2011-01-05,2011,1,5,28.56,0.36,86.5,3.9,
2011-01-06,2011,1,6,28.7,0.46,88.0,7.3,
2011-01-07,2011,1,7,28.64,0.29,80.2,6.2,
2011-01-08,2011,1,8,28.77,0.04,82.5,4.7,
2011-01-09,2011,1,9,28.66,0.32,84.3,6.0,
2011-01-10,2011,1,10,28.65,0.08,81.0,5.1,
2011-01-11,2011,1,11,28.52,0.24,81.3,5.1,
2011-01-12,2011,1,12,28.56,0.06,78.4,4.6,
2011-01-13,2011,1,13,28.62,-0.01,73.2,2.7,
2011-01-14,2011,1,14,28.93,0.0,69.2,0.9,
2011-01-15,2011,1,15,29.01,0.0,,0.6,
2011-01-16,2011,1,16,29.0,-0.01,70.3,0.6,
2011-01-17,2011,1,17,29.01,-0.01,71.0,1.3,
2011-01-18,2011,1,18,29.01,-0.02,75.1,3.5,
2011-01-19,2011,1,19,28.87,-0.02,73.6,5.5,
2011-01-20,2011,1,20,28.7,-0.02,69.9,4.9,
2011-01-21,2011,1,21,28.89,-0.01,74.0,4.8,
2011-01-22,2011,1,22,28.72,-0.02,73.2,7.2,
2011-01-23,2011,1,23,28.77,0.05,78.8,5.9,
2011-01-24,2011,1,24,28.73,0.01,79.9,5.7,
2011-01-25,2011,1,25,28.85,0.01,79.5,4.3,
2011-01-26,2011,1,26,28.94,0.01,80.6,3.9,
2011-01-27,2011,1,27,29.3,0.0,75.4,1.4,
2011-01-28,2011,1,28,29.18,0.74,82.1,,
2011-01-29,2011,1,29,29.24,-0.01,80.2,,
2011-01-30,2011,1,30,29.3,-0.02,78.0,,
2011-01-31,2011,1,31,29.07,,85.0,,
2011-02-01,2011,2,1,29.24,0.46,81.3,,
2011-02-02,2011,2,2,28.93,0.18,82.8,,
2011-02-03,2011,2,3,29.11,0.0,82.8,,
2011-02-04,2011,2,4,29.7,0.0,72.5,,
2011-02-05,2011,2,5,29.33,-0.01,74.7,,
2011-02-06,2011,2,6,29.27,-0.02,75.4,,
2011-02-07,2011,2,7,29.21,-0.01,71.8,,
2011-02-08,2011,2,8,29.47,-0.01,69.5,,
2011-02-09,2011,2,9,29.29,0.99,83.6,,
2011-02-10,2011,2,10,28.49,0.94,90.9,,
2011-02-11,2011,2,11,28.82,0.02,83.9,,
2011-02-12,2011,2,12,28.96,1.08,,,
2011-02-13,2011,2,13,28.94,0.35,87.6,,
2011-02-14,2011,2,14,28.82,1.59,87.6,,
2011-02-15,2011,2,15,29.17,0.61,79.1,,
2011-02-16,2011,2,16,29.16,0.02,77.7,,
2011-02-17,2011,2,17,29.2,0.0,75.8,,
2011-02-18,2011,2,18,29.3,0.47,78.8,,
2011-02-19,2011,2,19,29.61,0.0,78.0,,
2011-02-20,2011,2,20,29.55,-0.01,76.9,,
2011-02-21,2011,2,21,29.08,0.89,83.9,,
2011-02-22,2011,2,22,29.11,0.03,80.6,,
2011-02-23,2011,2,23,28.87,0.33,81.7,,
2011-02-24,2011,2,24,28.8,0.24,84.7,,
2011-02-25,2011,2,25,28.72,1.17,85.0,,
2011-02-26,2011,2,26,28.48,,87.2,,
2011-02-27,2011,2,27,28.65,0.3,83.2,,
2011-02-28,2011,2,28,29.63,0.0,75.1,,
2011-03-01,2011,3,1,29.5,0.0,73.6,,
2011-03-02,2011,3,2,29.67,0.01,72.9,,
2011-03-03,2011,3,3,29.53,-0.02,74.0,,
2011-03-04,2011,3,4,29.64,-0.01,75.8,,
2011-03-05,2011,3,5,29.56,0.06,75.8,,
2011-03-06,2011,3,6,29.75,0.03,75.8,,
2011-03-07,2011,3,7,29.79,0.03,82.1,,
2011-03-08,2011,3,8,29.29,0.03,81.3,,
2011-03-09,2011,3,9,29.06,0.26,75.4,,
2011-03-10,2011,3,10,29.09,-0.01,77.7,,
2011-03-11,2011,3,11,29.58,-0.01,70.7,,
2011-03-12,2011,3,12,29.82,-0.01,71.4,,
2011-03-13,2011,3,13,30.09,0.0,,,
2011-03-14,2011,3,14,29.97,-0.01,,,
2011-03-15,2011,3,15,29.97,-0.01,71.8,,
2011-03-16,2011,3,16,29.8,-0.01,77.3,,
2011-03-17,2011,3,17,29.75,-0.02,76.2,,
2011-03-18,2011,3,18,29.76,-0.02,74.3,,
2011-03-19,2011,3,19,29.89,-0.02,72.1,,
2011-03-20,2011,3,20,30.13,-0.01,71.0,,
2011-03-21,2011,3,21,30.04,-0.01,,,
2011-03-22,2011,3,22,29.99,0.0,69.5,,
2011-03-23,2011,3,23,30.18,-0.01,71.8,,
2011-03-24,2011,3,24,29.88,0.42,77.3,,
2011-03-25,2011,3,25,29.64,0.63,79.5,,
2011-03-26,2011,3,26,29.47,0.04,79.1,,
2011-03-27,2011,3,27,29.47,0.07,85.0,,
2011-03-28,2011,3,28,29.42,0.07,81.3,,
2011-03-29,2011,3,29,29.25,0.6,86.9,,
2011-03-30,2011,3,30,29.27,-0.02,80.6,,
2011-03-31,2011,3,31,29.23,0.0,81.0,,
2011-04-01,2011,4,1,29.44,0.38,74.7,,
2011-04-02,2011,4,2,29.34,-0.01,75.1,,
2011-04-03,2011,4,3,29.38,-0.03,73.2,,
2011-04-04,2011,4,4,29.49,-0.01,70.7,,
2011-04-05,2011,4,5,29.98,-0.01,,,
2011-04-06,2011,4,6,29.91,0.0,69.2,,
2011-04-07,2011,4,7,30.06,-0.01,,,
2011-04-08,2011,4,8,29.96,-0.01,,,
2011-04-09,2011,4,9,30.27,0.0,,,
2011-04-10,2011,4,10,30.36,-0.02,72.5,,
2011-04-11,2011,4,11,30.08,0.46,76.9,,
2011-04-12,2011,4,12,29.69,1.06,82.1,,
2011-04-13,2011,4,13,29.58,0.58,85.4,,
2011-04-14,2011,4,14,29.45,0.61,82.1,,
2011-04-15,2011,4,15,29.6,-0.01,77.7,,
2011-04-16,2011,4,16,30.02,0.0,72.9,,
2011-04-17,2011,4,17,29.86,1.28,83.6,,
2011-04-18,2011,4,18,29.58,0.14,88.3,,
2011-04-19,2011,4,19,29.57,-0.01,82.8,,
2011-04-20,2011,4,20,29.67,-0.01,81.0,,
2011-04-21,2011,4,21,29.85,0.0,80.6,,
2011-04-22,2011,4,22,30.17,-0.01,75.4,,
2011-04-23,2011,4,23,30.11,1.41,83.9,,
2011-04-24,2011,4,24,29.74,0.11,85.8,,
2011-04-25,2011,4,25,29.81,0.02,81.0,,
2011-04-26,2011,4,26,29.89,0.07,82.1,,
2011-04-27,2011,4,27,29.89,0.08,84.3,,
2011-04-28,2011,4,28,29.71,1.07,88.3,,
2011-04-29,2011,4,29,29.63,0.49,79.5,,
2011-04-30,2011,4,30,29.43,0.05,82.8,,
2011-05-01,2011,5,1,29.49,-0.02,78.8,,
2011-05-02,2011,5,2,29.54,0.0,80.2,,
2011-05-03,2011,5,3,29.53,0.17,81.0,,
2011-05-04,2011,5,4,29.45,0.53,82.8,,
2011-05-05,2011,5,5,29.35,0.0,83.2,,
2011-05-06,2011,5,6,29.23,,91.7,,
2011-05-07,2011,5,7,29.07,0.24,87.2,,
2011-05-08,2011,5,8,29.01,0.0,85.0,,
2011-05-09,2011,5,9,28.88,0.28,86.1,,
2011-05-10,2011,5,10,28.94,0.01,82.8,,
2011-05-11,2011,5,11,29.22,0.01,81.7,,
2011-05-12,2011,5,12,29.2,-0.01,78.4,,
2011-05-13,2011,5,13,29.45,-0.01,77.7,,
2011-05-14,2011,5,14,29.71,0.12,78.4,,
2011-05-15,2011,5,15,29.8,0.39,78.8,,
2011-05-16,2011,5,16,29.92,0.0,74.3,,
2011-05-17,2011,5,17,29.66,0.0,76.6,,
2011-05-18,2011,5,18,29.83,-0.01,72.1,,
2011-05-19,2011,5,19,29.62,0.0,73.6,,
2011-05-20,2011,5,20,29.7,-0.01,72.5,,
2011-05-21,2011,5,21,29.86,-0.01,75.8,,
2011-05-22,2011,5,22,30.27,0.0,75.4,,
2011-05-23,2011,5,23,30.3,0.0,73.6,,
2011-05-24,2011,5,24,30.06,0.0,71.4,,
2011-05-25,2011,5,25,29.98,-0.01,72.9,,
2011-05-26,2011,5,26,29.88,0.0,77.3,,
2011-05-27,2011,5,27,29.63,0.28,83.2,,
2011-05-28,2011,5,28,29.48,1.99,88.3,,
2011-05-29,2011,5,29,29.46,0.1,82.5,,
2011-05-30,2011,5,30,29.39,0.24,83.9,,
2011-05-31,2011,5,31,29.45,0.04,81.0,,
2011-06-01,2011,6,1,29.38,0.27,83.6,,
2011-06-02,2011,6,2,29.4,0.0,83.6,,
2011-06-03,2011,6,3,29.4,0.0,81.0,,
2011-06-04,2011,6,4,29.39,-0.02,77.7,,
2011-06-06,2011,6,6,29.37,0.0,76.0,6.6,223.96
2011-06-07,2011,6,7,29.37,0.0,76.8,6.5,268.42
2011-06-08,2011,6,8,29.37,,77.5,7.0,277.22
2011-06-09,2011,6,9,29.33,0.0,78.3,6.9,201.95
2011-06-10,2011,6,10,29.31,0.0,77.5,6.0,234.52
2011-06-11,2011,6,11,29.32,0.0,79.4,5.8,264.02
2011-06-12,2011,6,12,29.34,0.0,80.2,6.2,253.01
2011-06-13,2011,6,13,29.29,0.0,81.7,6.9,285.58
2011-06-14,2011,6,14,29.17,,81.3,7.7,109.51
2011-06-15,2011,6,15,29.19,0.0,80.6,7.2,184.78
2011-06-16,2011,6,16,29.21,0.0,80.2,7.4,278.54
2011-06-17,2011,6,17,29.19,0.0,79.8,6.9,291.75
2011-06-18,2011,6,18,29.17,0.0,79.4,6.6,294.83
2011-06-19,2011,6,19,29.23,0.0,79.1,6.8,286.91
2011-06-20,2011,6,20,29.19,0.0,80.6,5.7,269.74
2011-06-21,2011,6,21,29.21,0.0,81.3,6.8,289.99
2011-06-22,2011,6,22,29.22,0.0,79.1,7.5,256.97
2011-06-23,2011,6,23,29.32,0.0,78.7,6.5,279.86
2011-06-24,2011,6,24,29.28,0.0,78.7,7.4,258.29
2011-06-25,2011,6,25,29.19,0.18,81.0,8.8,210.31
2011-06-26,2011,6,26,29.14,0.61,82.5,7.0,97.62
2011-06-27,2011,6,27,29.11,0.06,82.5,7.9,211.63
2011-06-28,2011,6,28,28.96,0.0,83.3,7.0,85.3
2011-06-29,2011,6,29,28.89,0.24,83.3,4.1,36.88
2011-06-30,2011,6,30,28.98,0.18,82.1,4.6,188.3
2011-07-01,2011,7,1,28.9,0.18,80.2,6.0,94.98
2011-07-02,2011,7,2,28.88,0.06,81.7,5.7,220.88
2011-07-03,2011,7,3,28.86,0.0,80.2,5.7,201.95
2011-07-04,2011,7,4,28.92,,79.1,5.1,160.13
2011-07-05,2011,7,5,28.9,0.0,77.9,6.2,259.61
2011-07-06,2011,7,6,28.99,0.0,75.3,5.9,277.66
2011-07-07,2011,7,7,28.98,0.0,77.5,5.5,282.94
2011-07-08,2011,7,8,29.03,0.0,78.7,5.5,285.58
2011-07-09,2011,7,9,29.0,0.3,82.5,6.7,249.05
2011-07-10,2011,7,10,28.91,1.1,82.5,9.1,157.05
2011-07-11,2011,7,11,28.8,0.0,80.6,9.3,132.4
2011-07-12,2011,7,12,28.72,0.24,81.3,8.9,154.85
2011-07-13,2011,7,13,28.66,0.12,82.9,8.3,87.06
2011-07-14,2011,7,14,28.61,0.24,83.3,7.9,77.37
2011-07-15,2011,7,15,28.58,0.0,81.3,6.5,220.88
2011-07-16,2011,7,16,28.6,0.0,79.1,5.1,254.33
2011-07-17,2011,7,17,28.7,0.0,79.4,4.2,293.07
2011-07-18,2011,7,18,28.78,0.0,79.1,4.9,284.7
